,HR,time
0,71.23,2021-12-17 16:11:55
1,71.28,2021-12-17 16:11:56
2,71.38,2021-12-17 16:11:57
3,71.48,2021-12-17 16:11:58
4,71.43,2021-12-17 16:11:59
5,71.45,2021-12-17 16:12:00
6,71.48,2021-12-17 16:12:01
7,71.52,2021-12-17 16:12:02
8,71.58,2021-12-17 16:12:03
9,71.67,2021-12-17 16:12:04
10,71.75,2021-12-17 16:12:05
11,71.8,2021-12-17 16:12:06
12,71.9,2021-12-17 16:12:07
13,72.0,2021-12-17 16:12:08
14,72.12,2021-12-17 16:12:09
15,72.23,2021-12-17 16:12:10
16,72.32,2021-12-17 16:12:11
17,72.42,2021-12-17 16:12:12
18,72.52,2021-12-17 16:12:13
19,72.68,2021-12-17 16:12:14
20,72.85,2021-12-17 16:12:15
21,73.03,2021-12-17 16:12:16
22,73.22,2021-12-17 16:12:17
23,73.43,2021-12-17 16:12:18
24,73.43,2021-12-17 16:12:19
25,73.43,2021-12-17 16:12:20
26,73.43,2021-12-17 16:12:21
27,73.45,2021-12-17 16:12:22
28,73.47,2021-12-17 16:12:23
29,73.52,2021-12-17 16:12:24
30,73.53,2021-12-17 16:12:25
31,73.57,2021-12-17 16:12:26
32,73.6,2021-12-17 16:12:27
33,73.6,2021-12-17 16:12:28
34,73.6,2021-12-17 16:12:29
35,73.57,2021-12-17 16:12:30
36,73.48,2021-12-17 16:12:31
37,73.42,2021-12-17 16:12:32
38,73.37,2021-12-17 16:12:33
39,73.3,2021-12-17 16:12:34
40,73.2,2021-12-17 16:12:35
41,73.03,2021-12-17 16:12:36
42,72.85,2021-12-17 16:12:37
43,72.72,2021-12-17 16:12:38
44,72.78,2021-12-17 16:12:39
45,72.85,2021-12-17 16:12:40
46,72.93,2021-12-17 16:12:41
47,73.15,2021-12-17 16:12:42
48,73.35,2021-12-17 16:12:43
49,73.6,2021-12-17 16:12:44
50,73.85,2021-12-17 16:12:45
51,74.1,2021-12-17 16:12:46
52,74.37,2021-12-17 16:12:47
53,74.65,2021-12-17 16:12:48
54,74.93,2021-12-17 16:12:49
55,75.13,2021-12-17 16:12:50
56,75.32,2021-12-17 16:12:51
57,75.15,2021-12-17 16:12:52
58,75.02,2021-12-17 16:12:53
59,74.98,2021-12-17 16:12:54
60,74.92,2021-12-17 16:12:55
61,74.73,2021-12-17 16:12:56
62,74.48,2021-12-17 16:12:57
63,74.23,2021-12-17 16:12:58
64,74.15,2021-12-17 16:12:59
65,74.02,2021-12-17 16:13:00
66,73.9,2021-12-17 16:13:01
67,73.93,2021-12-17 16:13:02
68,73.95,2021-12-17 16:13:03
69,73.95,2021-12-17 16:13:04
70,73.93,2021-12-17 16:13:05
71,73.98,2021-12-17 16:13:06
72,73.97,2021-12-17 16:13:07
73,73.95,2021-12-17 16:13:08
74,73.9,2021-12-17 16:13:09
75,73.87,2021-12-17 16:13:10
76,73.82,2021-12-17 16:13:11
77,73.77,2021-12-17 16:13:12
78,73.72,2021-12-17 16:13:13
79,73.67,2021-12-17 16:13:14
80,73.62,2021-12-17 16:13:15
81,73.55,2021-12-17 16:13:16
82,73.48,2021-12-17 16:13:17
83,73.38,2021-12-17 16:13:18
84,73.27,2021-12-17 16:13:19
85,73.13,2021-12-17 16:13:20
86,73.03,2021-12-17 16:13:21
87,72.88,2021-12-17 16:13:22
88,72.73,2021-12-17 16:13:23
89,72.62,2021-12-17 16:13:24
90,72.48,2021-12-17 16:13:25
91,72.4,2021-12-17 16:13:26
92,72.32,2021-12-17 16:13:27
93,72.28,2021-12-17 16:13:28
94,72.25,2021-12-17 16:13:29
95,72.25,2021-12-17 16:13:30
96,72.32,2021-12-17 16:13:31
97,72.38,2021-12-17 16:13:32
98,72.43,2021-12-17 16:13:33
99,72.48,2021-12-17 16:13:34
100,72.5,2021-12-17 16:13:35
101,72.2,2021-12-17 16:13:36
102,71.93,2021-12-17 16:13:37
103,71.7,2021-12-17 16:13:38
104,71.45,2021-12-17 16:13:39
105,71.22,2021-12-17 16:13:40
106,71.03,2021-12-17 16:13:41
107,70.85,2021-12-17 16:13:42
108,70.65,2021-12-17 16:13:43
109,70.42,2021-12-17 16:13:44
110,70.13,2021-12-17 16:13:45
111,69.85,2021-12-17 16:13:46
112,69.53,2021-12-17 16:13:47
113,69.2,2021-12-17 16:13:48
114,68.88,2021-12-17 16:13:49
115,68.62,2021-12-17 16:13:50
116,68.35,2021-12-17 16:13:51
117,68.47,2021-12-17 16:13:52
118,68.55,2021-12-17 16:13:53
119,68.6,2021-12-17 16:13:54
120,68.67,2021-12-17 16:13:55
121,68.82,2021-12-17 16:13:56
122,69.0,2021-12-17 16:13:57
123,69.2,2021-12-17 16:13:58
124,69.4,2021-12-17 16:13:59
125,69.6,2021-12-17 16:14:00
126,69.75,2021-12-17 16:14:01
127,69.75,2021-12-17 16:14:02
128,69.77,2021-12-17 16:14:03
129,69.78,2021-12-17 16:14:04
130,69.82,2021-12-17 16:14:05
131,69.83,2021-12-17 16:14:06
132,69.85,2021-12-17 16:14:07
