,EDA,time
0,1.199833,2021-12-17 16:42:24.750
1,1.212647,2021-12-17 16:42:25.000
2,1.217773,2021-12-17 16:42:25.250
3,1.2267430000000001,2021-12-17 16:42:25.500
4,1.228024,2021-12-17 16:42:25.750
5,1.2369940000000001,2021-12-17 16:42:26.000
6,1.2421200000000001,2021-12-17 16:42:26.250
7,1.234431,2021-12-17 16:42:26.500
8,1.216492,2021-12-17 16:42:26.750
9,1.161391,2021-12-17 16:42:27.000
10,1.080662,2021-12-17 16:42:27.250
11,1.099883,2021-12-17 16:42:27.500
12,1.398452,2021-12-17 16:42:27.750
13,1.248527,2021-12-17 16:42:28.000
14,1.16011,2021-12-17 16:42:28.250
15,1.1344809999999999,2021-12-17 16:42:28.500
16,1.138326,2021-12-17 16:42:28.750
17,1.138326,2021-12-17 16:42:29.000
18,1.1421700000000001,2021-12-17 16:42:29.250
19,1.144733,2021-12-17 16:42:29.500
20,1.143451,2021-12-17 16:42:29.750
21,1.1460139999999999,2021-12-17 16:42:30.000
22,1.143451,2021-12-17 16:42:30.250
23,1.1472950000000002,2021-12-17 16:42:30.500
24,1.1562649999999999,2021-12-17 16:42:30.750
25,1.1575469999999999,2021-12-17 16:42:31.000
26,1.1639540000000002,2021-12-17 16:42:31.250
27,1.171642,2021-12-17 16:42:31.500
28,1.188301,2021-12-17 16:42:31.750
29,1.2049590000000001,2021-12-17 16:42:32.000
30,1.199833,2021-12-17 16:42:32.250
31,1.203677,2021-12-17 16:42:32.500
32,1.208803,2021-12-17 16:42:32.750
33,1.2049590000000001,2021-12-17 16:42:33.000
34,1.199833,2021-12-17 16:42:33.250
35,1.194708,2021-12-17 16:42:33.500
36,1.183175,2021-12-17 16:42:33.750
37,1.176768,2021-12-17 16:42:34.000
38,1.170361,2021-12-17 16:42:34.250
39,1.149858,2021-12-17 16:42:34.500
40,1.143451,2021-12-17 16:42:34.750
41,1.1357629999999999,2021-12-17 16:42:35.000
42,1.1357629999999999,2021-12-17 16:42:35.250
43,1.140888,2021-12-17 16:42:35.500
44,1.1332,2021-12-17 16:42:35.750
45,1.1344809999999999,2021-12-17 16:42:36.000
46,1.138326,2021-12-17 16:42:36.250
47,1.1332,2021-12-17 16:42:36.500
48,1.1344809999999999,2021-12-17 16:42:36.750
49,1.129356,2021-12-17 16:42:37.000
50,1.1306370000000001,2021-12-17 16:42:37.250
51,1.119105,2021-12-17 16:42:37.500
52,1.128074,2021-12-17 16:42:37.750
53,1.139607,2021-12-17 16:42:38.000
54,1.1472950000000002,2021-12-17 16:42:38.250
55,1.152421,2021-12-17 16:42:38.500
56,1.153702,2021-12-17 16:42:38.750
57,1.153702,2021-12-17 16:42:39.000
58,1.154984,2021-12-17 16:42:39.250
59,1.170361,2021-12-17 16:42:39.500
60,1.178049,2021-12-17 16:42:39.750
61,1.180612,2021-12-17 16:42:40.000
62,1.175486,2021-12-17 16:42:40.250
63,1.176768,2021-12-17 16:42:40.500
64,1.170361,2021-12-17 16:42:40.750
65,1.169079,2021-12-17 16:42:41.000
66,1.166517,2021-12-17 16:42:41.250
67,1.161391,2021-12-17 16:42:41.500
68,1.154984,2021-12-17 16:42:41.750
69,1.148577,2021-12-17 16:42:42.000
70,1.140888,2021-12-17 16:42:42.250
71,1.137044,2021-12-17 16:42:42.500
