,HR,time
0,85.2,2022-10-26 10:20:04
1,85.08,2022-10-26 10:20:05
2,84.97,2022-10-26 10:20:06
3,84.73,2022-10-26 10:20:07
4,84.5,2022-10-26 10:20:08
5,84.47,2022-10-26 10:20:09
6,84.55,2022-10-26 10:20:10
7,84.58,2022-10-26 10:20:11
8,84.62,2022-10-26 10:20:12
9,84.62,2022-10-26 10:20:13
10,84.63,2022-10-26 10:20:14
11,84.65,2022-10-26 10:20:15
12,84.63,2022-10-26 10:20:16
13,84.62,2022-10-26 10:20:17
14,84.6,2022-10-26 10:20:18
15,84.58,2022-10-26 10:20:19
16,84.53,2022-10-26 10:20:20
17,84.42,2022-10-26 10:20:21
18,84.28,2022-10-26 10:20:22
19,84.17,2022-10-26 10:20:23
20,84.12,2022-10-26 10:20:24
21,84.07,2022-10-26 10:20:25
22,84.12,2022-10-26 10:20:26
23,84.17,2022-10-26 10:20:27
24,84.23,2022-10-26 10:20:28
25,84.43,2022-10-26 10:20:29
26,84.68,2022-10-26 10:20:30
27,84.97,2022-10-26 10:20:31
28,85.23,2022-10-26 10:20:32
29,85.47,2022-10-26 10:20:33
30,85.62,2022-10-26 10:20:34
31,85.73,2022-10-26 10:20:35
32,85.78,2022-10-26 10:20:36
33,85.87,2022-10-26 10:20:37
34,85.8,2022-10-26 10:20:38
35,85.78,2022-10-26 10:20:39
36,85.67,2022-10-26 10:20:40
37,85.6,2022-10-26 10:20:41
38,85.55,2022-10-26 10:20:42
39,85.5,2022-10-26 10:20:43
40,85.53,2022-10-26 10:20:44
41,85.6,2022-10-26 10:20:45
42,85.65,2022-10-26 10:20:46
43,85.67,2022-10-26 10:20:47
44,85.68,2022-10-26 10:20:48
45,85.68,2022-10-26 10:20:49
46,85.68,2022-10-26 10:20:50
47,85.72,2022-10-26 10:20:51
48,85.78,2022-10-26 10:20:52
49,85.85,2022-10-26 10:20:53
50,85.98,2022-10-26 10:20:54
51,86.15,2022-10-26 10:20:55
52,86.28,2022-10-26 10:20:56
53,86.43,2022-10-26 10:20:57
54,86.62,2022-10-26 10:20:58
55,86.82,2022-10-26 10:20:59
56,87.03,2022-10-26 10:21:00
57,87.28,2022-10-26 10:21:01
58,87.5,2022-10-26 10:21:02
59,87.72,2022-10-26 10:21:03
60,87.95,2022-10-26 10:21:04
61,88.23,2022-10-26 10:21:05
