,HR,time
0,80.25,2022-10-26 15:55:38
1,80.35,2022-10-26 15:55:39
2,80.43,2022-10-26 15:55:40
3,80.52,2022-10-26 15:55:41
4,80.58,2022-10-26 15:55:42
5,80.65,2022-10-26 15:55:43
6,80.73,2022-10-26 15:55:44
7,80.82,2022-10-26 15:55:45
8,80.92,2022-10-26 15:55:46
9,80.98,2022-10-26 15:55:47
10,81.07,2022-10-26 15:55:48
11,81.13,2022-10-26 15:55:49
12,81.2,2022-10-26 15:55:50
13,81.25,2022-10-26 15:55:51
14,81.27,2022-10-26 15:55:52
15,81.27,2022-10-26 15:55:53
16,81.3,2022-10-26 15:55:54
17,81.35,2022-10-26 15:55:55
18,81.45,2022-10-26 15:55:56
19,81.48,2022-10-26 15:55:57
20,81.58,2022-10-26 15:55:58
21,81.67,2022-10-26 15:55:59
22,81.77,2022-10-26 15:56:00
23,81.88,2022-10-26 15:56:01
24,81.97,2022-10-26 15:56:02
25,82.1,2022-10-26 15:56:03
26,82.23,2022-10-26 15:56:04
27,82.38,2022-10-26 15:56:05
28,82.52,2022-10-26 15:56:06
29,82.6,2022-10-26 15:56:07
30,82.67,2022-10-26 15:56:08
31,82.47,2022-10-26 15:56:09
32,82.32,2022-10-26 15:56:10
33,82.18,2022-10-26 15:56:11
34,82.0,2022-10-26 15:56:12
35,81.77,2022-10-26 15:56:13
36,81.57,2022-10-26 15:56:14
37,81.28,2022-10-26 15:56:15
38,80.98,2022-10-26 15:56:16
39,80.68,2022-10-26 15:56:17
40,80.37,2022-10-26 15:56:18
41,80.07,2022-10-26 15:56:19
42,79.82,2022-10-26 15:56:20
43,79.57,2022-10-26 15:56:21
44,79.33,2022-10-26 15:56:22
45,79.12,2022-10-26 15:56:23
46,78.9,2022-10-26 15:56:24
47,78.7,2022-10-26 15:56:25
48,78.53,2022-10-26 15:56:26
49,78.35,2022-10-26 15:56:27
50,78.17,2022-10-26 15:56:28
51,78.0,2022-10-26 15:56:29
52,77.85,2022-10-26 15:56:30
53,77.73,2022-10-26 15:56:31
54,77.62,2022-10-26 15:56:32
55,77.55,2022-10-26 15:56:33
56,77.48,2022-10-26 15:56:34
57,77.45,2022-10-26 15:56:35
58,77.4,2022-10-26 15:56:36
59,77.33,2022-10-26 15:56:37
60,77.23,2022-10-26 15:56:38
61,77.15,2022-10-26 15:56:39
62,77.08,2022-10-26 15:56:40
63,77.02,2022-10-26 15:56:41
64,76.98,2022-10-26 15:56:42
