,HR,time
0,76.67,2022-08-17 13:53:56
1,77.05,2022-08-17 13:53:57
2,77.38,2022-08-17 13:53:58
3,77.7,2022-08-17 13:53:59
4,77.92,2022-08-17 13:54:00
5,78.17,2022-08-17 13:54:01
6,78.43,2022-08-17 13:54:02
7,78.75,2022-08-17 13:54:03
8,78.92,2022-08-17 13:54:04
9,79.08,2022-08-17 13:54:05
10,79.23,2022-08-17 13:54:06
11,79.43,2022-08-17 13:54:07
12,79.75,2022-08-17 13:54:08
13,80.07,2022-08-17 13:54:09
14,80.35,2022-08-17 13:54:10
15,80.62,2022-08-17 13:54:11
16,80.83,2022-08-17 13:54:12
17,80.75,2022-08-17 13:54:13
18,80.73,2022-08-17 13:54:14
19,80.68,2022-08-17 13:54:15
20,80.65,2022-08-17 13:54:16
21,80.6,2022-08-17 13:54:17
22,80.58,2022-08-17 13:54:18
23,80.58,2022-08-17 13:54:19
24,80.62,2022-08-17 13:54:20
25,80.67,2022-08-17 13:54:21
26,80.68,2022-08-17 13:54:22
27,80.7,2022-08-17 13:54:23
28,80.75,2022-08-17 13:54:24
29,80.83,2022-08-17 13:54:25
30,80.95,2022-08-17 13:54:26
31,81.1,2022-08-17 13:54:27
32,81.27,2022-08-17 13:54:28
33,81.42,2022-08-17 13:54:29
34,81.65,2022-08-17 13:54:30
35,81.88,2022-08-17 13:54:31
36,82.15,2022-08-17 13:54:32
37,82.4,2022-08-17 13:54:33
38,82.65,2022-08-17 13:54:34
39,82.87,2022-08-17 13:54:35
40,83.1,2022-08-17 13:54:36
41,83.32,2022-08-17 13:54:37
42,83.55,2022-08-17 13:54:38
43,83.78,2022-08-17 13:54:39
44,84.0,2022-08-17 13:54:40
45,84.12,2022-08-17 13:54:41
46,84.0,2022-08-17 13:54:42
47,83.88,2022-08-17 13:54:43
48,83.82,2022-08-17 13:54:44
49,83.75,2022-08-17 13:54:45
50,83.72,2022-08-17 13:54:46
51,83.68,2022-08-17 13:54:47
52,83.65,2022-08-17 13:54:48
53,83.62,2022-08-17 13:54:49
54,83.58,2022-08-17 13:54:50
55,83.48,2022-08-17 13:54:51
56,83.33,2022-08-17 13:54:52
57,83.18,2022-08-17 13:54:53
58,82.97,2022-08-17 13:54:54
59,82.77,2022-08-17 13:54:55
60,82.57,2022-08-17 13:54:56
61,82.33,2022-08-17 13:54:57
62,82.17,2022-08-17 13:54:58
63,82.02,2022-08-17 13:54:59
64,81.97,2022-08-17 13:55:00
65,81.92,2022-08-17 13:55:01
66,81.87,2022-08-17 13:55:02
67,81.8,2022-08-17 13:55:03
68,81.72,2022-08-17 13:55:04
69,81.58,2022-08-17 13:55:05
70,81.43,2022-08-17 13:55:06
71,81.23,2022-08-17 13:55:07
72,81.02,2022-08-17 13:55:08
73,80.83,2022-08-17 13:55:09
74,80.68,2022-08-17 13:55:10
75,80.53,2022-08-17 13:55:11
76,80.43,2022-08-17 13:55:12
77,80.32,2022-08-17 13:55:13
78,80.17,2022-08-17 13:55:14
79,80.02,2022-08-17 13:55:15
80,79.85,2022-08-17 13:55:16
81,79.68,2022-08-17 13:55:17
82,79.52,2022-08-17 13:55:18
83,79.35,2022-08-17 13:55:19
84,79.2,2022-08-17 13:55:20
85,79.07,2022-08-17 13:55:21
86,78.98,2022-08-17 13:55:22
87,78.93,2022-08-17 13:55:23
88,78.83,2022-08-17 13:55:24
89,78.7,2022-08-17 13:55:25
90,78.53,2022-08-17 13:55:26
