,HR,time
0,80.67,2022-08-17 14:00:55
1,80.6,2022-08-17 14:00:56
2,80.55,2022-08-17 14:00:57
3,80.48,2022-08-17 14:00:58
4,80.4,2022-08-17 14:00:59
5,80.33,2022-08-17 14:01:00
6,80.3,2022-08-17 14:01:01
7,80.25,2022-08-17 14:01:02
8,80.18,2022-08-17 14:01:03
9,80.1,2022-08-17 14:01:04
10,79.97,2022-08-17 14:01:05
11,79.77,2022-08-17 14:01:06
12,79.58,2022-08-17 14:01:07
13,79.3,2022-08-17 14:01:08
14,79.03,2022-08-17 14:01:09
15,78.8,2022-08-17 14:01:10
16,78.57,2022-08-17 14:01:11
17,78.28,2022-08-17 14:01:12
18,78.0,2022-08-17 14:01:13
19,77.73,2022-08-17 14:01:14
20,77.6,2022-08-17 14:01:15
21,77.4,2022-08-17 14:01:16
22,77.25,2022-08-17 14:01:17
23,77.12,2022-08-17 14:01:18
24,76.85,2022-08-17 14:01:19
25,76.58,2022-08-17 14:01:20
26,76.4,2022-08-17 14:01:21
27,76.23,2022-08-17 14:01:22
28,76.13,2022-08-17 14:01:23
29,76.07,2022-08-17 14:01:24
30,76.0,2022-08-17 14:01:25
31,75.92,2022-08-17 14:01:26
32,75.72,2022-08-17 14:01:27
33,75.52,2022-08-17 14:01:28
34,75.32,2022-08-17 14:01:29
35,75.12,2022-08-17 14:01:30
36,74.9,2022-08-17 14:01:31
37,74.58,2022-08-17 14:01:32
38,74.35,2022-08-17 14:01:33
39,74.18,2022-08-17 14:01:34
40,74.0,2022-08-17 14:01:35
41,73.82,2022-08-17 14:01:36
42,73.62,2022-08-17 14:01:37
43,73.28,2022-08-17 14:01:38
44,72.93,2022-08-17 14:01:39
45,72.6,2022-08-17 14:01:40
46,72.27,2022-08-17 14:01:41
47,71.95,2022-08-17 14:01:42
48,71.6,2022-08-17 14:01:43
49,71.3,2022-08-17 14:01:44
50,71.05,2022-08-17 14:01:45
51,70.8,2022-08-17 14:01:46
52,70.53,2022-08-17 14:01:47
53,70.27,2022-08-17 14:01:48
54,69.97,2022-08-17 14:01:49
55,69.75,2022-08-17 14:01:50
56,69.6,2022-08-17 14:01:51
57,69.47,2022-08-17 14:01:52
58,69.35,2022-08-17 14:01:53
59,69.27,2022-08-17 14:01:54
60,69.3,2022-08-17 14:01:55
61,69.3,2022-08-17 14:01:56
