,HR,time
0,82.14,2021-12-17 17:32:34
1,82.03,2021-12-17 17:32:35
2,81.97,2021-12-17 17:32:36
3,81.66,2021-12-17 17:32:37
4,81.27,2021-12-17 17:32:38
5,80.85,2021-12-17 17:32:39
6,80.83,2021-12-17 17:32:40
7,80.83,2021-12-17 17:32:41
8,80.81,2021-12-17 17:32:42
9,80.76,2021-12-17 17:32:43
10,80.74,2021-12-17 17:32:44
11,80.65,2021-12-17 17:32:45
12,80.51,2021-12-17 17:32:46
13,80.38,2021-12-17 17:32:47
14,80.09,2021-12-17 17:32:48
15,79.86,2021-12-17 17:32:49
16,79.67,2021-12-17 17:32:50
17,79.5,2021-12-17 17:32:51
18,79.38,2021-12-17 17:32:52
19,79.29,2021-12-17 17:32:53
20,79.2,2021-12-17 17:32:54
21,79.16,2021-12-17 17:32:55
22,79.2,2021-12-17 17:32:56
23,79.19,2021-12-17 17:32:57
24,79.15,2021-12-17 17:32:58
25,79.09,2021-12-17 17:32:59
26,79.09,2021-12-17 17:33:00
27,79.05,2021-12-17 17:33:01
28,78.98,2021-12-17 17:33:02
29,78.88,2021-12-17 17:33:03
30,78.76,2021-12-17 17:33:04
31,78.65,2021-12-17 17:33:05
32,77.88,2021-12-17 17:33:06
33,77.32,2021-12-17 17:33:07
34,77.03,2021-12-17 17:33:08
35,76.1,2021-12-17 17:33:09
36,76.17,2021-12-17 17:33:10
37,76.13,2021-12-17 17:33:11
38,76.17,2021-12-17 17:33:12
39,76.22,2021-12-17 17:33:13
40,76.17,2021-12-17 17:33:14
41,76.13,2021-12-17 17:33:15
42,76.08,2021-12-17 17:33:16
43,75.98,2021-12-17 17:33:17
44,75.9,2021-12-17 17:33:18
45,75.8,2021-12-17 17:33:19
46,75.7,2021-12-17 17:33:20
47,75.6,2021-12-17 17:33:21
48,75.47,2021-12-17 17:33:22
49,75.32,2021-12-17 17:33:23
50,75.12,2021-12-17 17:33:24
51,74.92,2021-12-17 17:33:25
52,74.75,2021-12-17 17:33:26
53,74.58,2021-12-17 17:33:27
54,74.45,2021-12-17 17:33:28
55,74.2,2021-12-17 17:33:29
56,73.92,2021-12-17 17:33:30
57,73.65,2021-12-17 17:33:31
58,73.6,2021-12-17 17:33:32
