,EDA,time
0,5.234211,2022-10-28 16:14:49.000
1,5.229087,2022-10-28 16:14:49.250
2,5.2239629999999995,2022-10-28 16:14:49.500
3,5.22012,2022-10-28 16:14:49.750
4,5.214996,2022-10-28 16:14:50.000
5,5.208591,2022-10-28 16:14:50.250
6,5.197062,2022-10-28 16:14:50.500
7,5.203466000000001,2022-10-28 16:14:50.750
8,5.186813,2022-10-28 16:14:51.000
9,5.1816889999999995,2022-10-28 16:14:51.250
10,5.179126999999999,2022-10-28 16:14:51.500
11,5.171441000000001,2022-10-28 16:14:51.750
12,5.158631,2022-10-28 16:14:52.000
13,5.163755,2022-10-28 16:14:52.250
14,5.1752839999999996,2022-10-28 16:14:52.500
15,5.17016,2022-10-28 16:14:52.750
16,5.217558,2022-10-28 16:14:53.000
17,5.225244,2022-10-28 16:14:53.250
18,5.208591,2022-10-28 16:14:53.500
19,5.202186,2022-10-28 16:14:53.750
20,5.193218,2022-10-28 16:14:54.000
21,5.202186,2022-10-28 16:14:54.250
22,5.189375,2022-10-28 16:14:54.500
23,5.179126999999999,2022-10-28 16:14:54.750
24,5.188094,2022-10-28 16:14:55.000
25,5.191937,2022-10-28 16:14:55.250
26,5.188094,2022-10-28 16:14:55.500
27,5.197062,2022-10-28 16:14:55.750
28,5.18297,2022-10-28 16:14:56.000
29,5.165036,2022-10-28 16:14:56.250
30,5.185532,2022-10-28 16:14:56.500
31,5.18297,2022-10-28 16:14:56.750
32,5.167598,2022-10-28 16:14:57.000
33,5.17016,2022-10-28 16:14:57.250
34,5.150945,2022-10-28 16:14:57.500
35,5.179126999999999,2022-10-28 16:14:57.750
36,5.1688790000000004,2022-10-28 16:14:58.000
37,5.22012,2022-10-28 16:14:58.250
38,5.209872,2022-10-28 16:14:58.500
39,5.174003,2022-10-28 16:14:58.750
40,5.149662999999999,2022-10-28 16:14:59.000
41,5.216277,2022-10-28 16:14:59.250
42,5.34566,2022-10-28 16:14:59.500
43,5.457109,2022-10-28 16:14:59.750
44,5.544219,2022-10-28 16:15:00.000
45,5.615956,2022-10-28 16:15:00.250
46,5.618518,2022-10-28 16:15:00.500
47,5.603146,2022-10-28 16:15:00.750
48,5.613394,2022-10-28 16:15:01.000
49,5.606987999999999,2022-10-28 16:15:01.250
50,5.84654,2022-10-28 16:15:01.500
51,6.066876000000001,2022-10-28 16:15:01.750
52,6.473336,2022-10-28 16:15:02.000
53,6.694531,2022-10-28 16:15:02.250
54,6.857222,2022-10-28 16:15:02.500
55,6.911025,2022-10-28 16:15:02.750
56,6.753458,2022-10-28 16:15:03.000
57,6.567710000000001,2022-10-28 16:15:03.250
58,6.530561,2022-10-28 16:15:03.500
59,6.556181,2022-10-28 16:15:03.750
60,6.403739,2022-10-28 16:15:04.000
61,6.24105,2022-10-28 16:15:04.250
62,6.156502,2022-10-28 16:15:04.500
63,6.088608,2022-10-28 16:15:04.750
64,6.032243,2022-10-28 16:15:05.000
65,5.972035,2022-10-28 16:15:05.250
66,5.923356,2022-10-28 16:15:05.500
