,TEMP,time
0,33.47,2022-10-26 16:54:46.250
1,33.47,2022-10-26 16:54:46.500
2,33.47,2022-10-26 16:54:46.750
3,33.45,2022-10-26 16:54:47.000
4,33.45,2022-10-26 16:54:47.250
5,33.45,2022-10-26 16:54:47.500
6,33.45,2022-10-26 16:54:47.750
7,33.45,2022-10-26 16:54:48.000
8,33.45,2022-10-26 16:54:48.250
9,33.45,2022-10-26 16:54:48.500
10,33.45,2022-10-26 16:54:48.750
11,33.45,2022-10-26 16:54:49.000
12,33.45,2022-10-26 16:54:49.250
13,33.45,2022-10-26 16:54:49.500
14,33.45,2022-10-26 16:54:49.750
15,33.45,2022-10-26 16:54:50.000
16,33.45,2022-10-26 16:54:50.250
17,33.45,2022-10-26 16:54:50.500
18,33.45,2022-10-26 16:54:50.750
19,33.47,2022-10-26 16:54:51.000
20,33.47,2022-10-26 16:54:51.250
21,33.47,2022-10-26 16:54:51.500
22,33.47,2022-10-26 16:54:51.750
23,33.49,2022-10-26 16:54:52.000
24,33.49,2022-10-26 16:54:52.250
25,33.49,2022-10-26 16:54:52.500
26,33.49,2022-10-26 16:54:52.750
27,33.47,2022-10-26 16:54:53.000
28,33.47,2022-10-26 16:54:53.250
29,33.47,2022-10-26 16:54:53.500
30,33.47,2022-10-26 16:54:53.750
31,33.45,2022-10-26 16:54:54.000
32,33.45,2022-10-26 16:54:54.250
33,33.45,2022-10-26 16:54:54.500
34,33.45,2022-10-26 16:54:54.750
35,33.45,2022-10-26 16:54:55.000
36,33.45,2022-10-26 16:54:55.250
37,33.45,2022-10-26 16:54:55.500
38,33.45,2022-10-26 16:54:55.750
39,33.45,2022-10-26 16:54:56.000
40,33.45,2022-10-26 16:54:56.250
41,33.45,2022-10-26 16:54:56.500
42,33.45,2022-10-26 16:54:56.750
43,33.47,2022-10-26 16:54:57.000
44,33.47,2022-10-26 16:54:57.250
45,33.47,2022-10-26 16:54:57.500
46,33.47,2022-10-26 16:54:57.750
47,33.45,2022-10-26 16:54:58.000
48,33.45,2022-10-26 16:54:58.250
