,BVP,time
0,-1.83,2022-10-26 16:54:46.031250
1,-3.49,2022-10-26 16:54:46.046875
2,-5.45,2022-10-26 16:54:46.062500
3,-7.34,2022-10-26 16:54:46.078125
4,-8.81,2022-10-26 16:54:46.093750
5,-9.6,2022-10-26 16:54:46.109375
6,-9.57,2022-10-26 16:54:46.125000
7,-8.59,2022-10-26 16:54:46.140625
8,-6.61,2022-10-26 16:54:46.156250
9,-3.68,2022-10-26 16:54:46.171875
10,-0.01,2022-10-26 16:54:46.187500
11,3.98,2022-10-26 16:54:46.203125
12,7.75,2022-10-26 16:54:46.218750
13,10.77,2022-10-26 16:54:46.234375
14,12.7,2022-10-26 16:54:46.250000
15,13.45,2022-10-26 16:54:46.265625
16,13.19,2022-10-26 16:54:46.281250
17,12.27,2022-10-26 16:54:46.296875
18,11.13,2022-10-26 16:54:46.312500
19,10.26,2022-10-26 16:54:46.328125
20,10.17,2022-10-26 16:54:46.343750
21,11.28,2022-10-26 16:54:46.359375
22,13.74,2022-10-26 16:54:46.375000
23,17.26,2022-10-26 16:54:46.390625
24,20.93,2022-10-26 16:54:46.406250
25,23.48,2022-10-26 16:54:46.421875
26,23.6,2022-10-26 16:54:46.437500
27,20.48,2022-10-26 16:54:46.453125
28,14.12,2022-10-26 16:54:46.468750
29,5.4,2022-10-26 16:54:46.484375
30,-4.2,2022-10-26 16:54:46.500000
31,-13.21,2022-10-26 16:54:46.515625
32,-20.55,2022-10-26 16:54:46.531250
33,-25.87,2022-10-26 16:54:46.546875
34,-29.37,2022-10-26 16:54:46.562500
35,-31.57,2022-10-26 16:54:46.578125
36,-32.92,2022-10-26 16:54:46.593750
37,-33.62,2022-10-26 16:54:46.609375
38,-33.58,2022-10-26 16:54:46.625000
39,-32.66,2022-10-26 16:54:46.640625
40,-30.89,2022-10-26 16:54:46.656250
41,-28.52,2022-10-26 16:54:46.671875
42,-25.95,2022-10-26 16:54:46.687500
43,-23.53,2022-10-26 16:54:46.703125
44,-21.44,2022-10-26 16:54:46.718750
45,-19.67,2022-10-26 16:54:46.734375
46,-18.06,2022-10-26 16:54:46.750000
47,-16.35,2022-10-26 16:54:46.765625
48,-14.36,2022-10-26 16:54:46.781250
49,-12.04,2022-10-26 16:54:46.796875
50,-9.48,2022-10-26 16:54:46.812500
51,-6.84,2022-10-26 16:54:46.828125
52,-4.25,2022-10-26 16:54:46.843750
53,-1.78,2022-10-26 16:54:46.859375
54,0.58,2022-10-26 16:54:46.875000
55,2.86,2022-10-26 16:54:46.890625
56,5.22,2022-10-26 16:54:46.906250
57,7.69,2022-10-26 16:54:46.921875
58,10.03,2022-10-26 16:54:46.937500
59,11.78,2022-10-26 16:54:46.953125
60,12.46,2022-10-26 16:54:46.968750
61,11.86,2022-10-26 16:54:46.984375
62,10.17,2022-10-26 16:54:47.000000
63,7.87,2022-10-26 16:54:47.015625
64,5.54,2022-10-26 16:54:47.031250
65,3.89,2022-10-26 16:54:47.046875
66,3.26,2022-10-26 16:54:47.062500
67,3.42,2022-10-26 16:54:47.078125
68,3.76,2022-10-26 16:54:47.093750
69,3.75,2022-10-26 16:54:47.109375
70,3.32,2022-10-26 16:54:47.125000
71,2.94,2022-10-26 16:54:47.140625
72,3.37,2022-10-26 16:54:47.156250
73,5.46,2022-10-26 16:54:47.171875
74,10.59,2022-10-26 16:54:47.187500
75,19.64,2022-10-26 16:54:47.203125
76,32.3,2022-10-26 16:54:47.218750
77,46.87,2022-10-26 16:54:47.234375
78,60.92,2022-10-26 16:54:47.250000
79,72.11,2022-10-26 16:54:47.265625
80,78.8,2022-10-26 16:54:47.281250
81,80.32,2022-10-26 16:54:47.296875
82,77.1,2022-10-26 16:54:47.312500
83,71.74,2022-10-26 16:54:47.328125
84,67.24,2022-10-26 16:54:47.343750
85,65.51,2022-10-26 16:54:47.359375
86,66.62,2022-10-26 16:54:47.375000
87,69.23,2022-10-26 16:54:47.390625
88,71.48,2022-10-26 16:54:47.406250
89,71.76,2022-10-26 16:54:47.421875
90,69.16,2022-10-26 16:54:47.437500
91,63.95,2022-10-26 16:54:47.453125
92,59.23,2022-10-26 16:54:47.468750
93,58.76,2022-10-26 16:54:47.484375
94,65.18,2022-10-26 16:54:47.500000
95,78.82,2022-10-26 16:54:47.515625
96,98.18,2022-10-26 16:54:47.531250
97,120.87,2022-10-26 16:54:47.546875
98,144.18,2022-10-26 16:54:47.562500
99,165.41,2022-10-26 16:54:47.578125
100,172.28,2022-10-26 16:54:47.593750
101,156.86,2022-10-26 16:54:47.609375
102,120.4,2022-10-26 16:54:47.625000
103,73.81,2022-10-26 16:54:47.640625
104,30.15,2022-10-26 16:54:47.656250
105,-2.5,2022-10-26 16:54:47.671875
106,-22.3,2022-10-26 16:54:47.687500
107,-31.26,2022-10-26 16:54:47.703125
108,-32.58,2022-10-26 16:54:47.718750
109,-29.1,2022-10-26 16:54:47.734375
110,-21.11,2022-10-26 16:54:47.750000
111,-8.34,2022-10-26 16:54:47.765625
112,8.11,2022-10-26 16:54:47.781250
113,25.53,2022-10-26 16:54:47.796875
114,41.26,2022-10-26 16:54:47.812500
115,54.13,2022-10-26 16:54:47.828125
116,64.98,2022-10-26 16:54:47.843750
117,75.72,2022-10-26 16:54:47.859375
118,88.1,2022-10-26 16:54:47.875000
119,103.83,2022-10-26 16:54:47.890625
120,122.95,2022-10-26 16:54:47.906250
121,143.51,2022-10-26 16:54:47.921875
122,161.02,2022-10-26 16:54:47.937500
123,171.69,2022-10-26 16:54:47.953125
124,173.62,2022-10-26 16:54:47.968750
125,166.96,2022-10-26 16:54:47.984375
126,152.84,2022-10-26 16:54:48.000000
127,132.45,2022-10-26 16:54:48.015625
128,107.33,2022-10-26 16:54:48.031250
129,78.64,2022-10-26 16:54:48.046875
130,46.94,2022-10-26 16:54:48.062500
131,12.29,2022-10-26 16:54:48.078125
132,-25.21,2022-10-26 16:54:48.093750
133,-65.2,2022-10-26 16:54:48.109375
134,-107.12,2022-10-26 16:54:48.125000
135,-150.04,2022-10-26 16:54:48.140625
136,-192.54,2022-10-26 16:54:48.156250
137,-232.03,2022-10-26 16:54:48.171875
138,-265.31,2022-10-26 16:54:48.187500
139,-289.37,2022-10-26 16:54:48.203125
140,-302.28,2022-10-26 16:54:48.218750
141,-303.4,2022-10-26 16:54:48.234375
142,-293.59,2022-10-26 16:54:48.250000
143,-275.03,2022-10-26 16:54:48.265625
144,-250.77,2022-10-26 16:54:48.281250
145,-224.16,2022-10-26 16:54:48.296875
146,-198.07,2022-10-26 16:54:48.312500
147,-174.53,2022-10-26 16:54:48.328125
148,-154.52,2022-10-26 16:54:48.343750
149,-138.01,2022-10-26 16:54:48.359375
150,-124.17,2022-10-26 16:54:48.375000
151,-111.93,2022-10-26 16:54:48.390625
152,-100.51,2022-10-26 16:54:48.406250
153,-89.7,2022-10-26 16:54:48.421875
154,-79.79,2022-10-26 16:54:48.437500
155,-71.1,2022-10-26 16:54:48.453125
156,-63.75,2022-10-26 16:54:48.468750
157,-57.48,2022-10-26 16:54:48.484375
158,-51.96,2022-10-26 16:54:48.500000
159,-46.94,2022-10-26 16:54:48.515625
160,-42.47,2022-10-26 16:54:48.531250
161,-38.83,2022-10-26 16:54:48.546875
162,-36.14,2022-10-26 16:54:48.562500
163,-34.23,2022-10-26 16:54:48.578125
164,-32.54,2022-10-26 16:54:48.593750
165,-30.45,2022-10-26 16:54:48.609375
166,-27.52,2022-10-26 16:54:48.625000
167,-23.77,2022-10-26 16:54:48.640625
168,-19.59,2022-10-26 16:54:48.656250
169,-15.59,2022-10-26 16:54:48.671875
170,-12.2,2022-10-26 16:54:48.687500
171,-9.57,2022-10-26 16:54:48.703125
172,-7.51,2022-10-26 16:54:48.718750
173,-5.71,2022-10-26 16:54:48.734375
174,-3.89,2022-10-26 16:54:48.750000
175,-2.04,2022-10-26 16:54:48.765625
176,-0.31,2022-10-26 16:54:48.781250
177,1.07,2022-10-26 16:54:48.796875
178,1.99,2022-10-26 16:54:48.812500
179,2.52,2022-10-26 16:54:48.828125
180,2.89,2022-10-26 16:54:48.843750
181,3.36,2022-10-26 16:54:48.859375
182,4.05,2022-10-26 16:54:48.875000
183,4.91,2022-10-26 16:54:48.890625
184,5.74,2022-10-26 16:54:48.906250
