,EDA,time
0,8.423594,2022-08-17 14:23:35.000
1,8.41847,2022-08-17 14:23:35.250
2,8.405660000000001,2022-08-17 14:23:35.500
3,8.397974000000001,2022-08-17 14:23:35.750
4,8.386444000000001,2022-08-17 14:23:36.000
5,8.394131,2022-08-17 14:23:36.250
6,8.413346,2022-08-17 14:23:36.500
7,8.403098,2022-08-17 14:23:36.750
8,8.412065,2022-08-17 14:23:37.000
9,8.403098,2022-08-17 14:23:37.250
10,8.401816,2022-08-17 14:23:37.500
11,8.427437,2022-08-17 14:23:37.750
12,8.483802,2022-08-17 14:23:38.000
13,8.464587,2022-08-17 14:23:38.250
14,8.446652,2022-08-17 14:23:38.500
15,8.451777,2022-08-17 14:23:38.750
16,8.419751,2022-08-17 14:23:39.000
17,8.403098,2022-08-17 14:23:39.250
18,8.31855,2022-08-17 14:23:39.500
19,8.317269,2022-08-17 14:23:39.750
20,8.450496000000001,2022-08-17 14:23:40.000
21,8.470991999999999,2022-08-17 14:23:40.250
22,8.442809,2022-08-17 14:23:40.500
23,8.467149000000001,2022-08-17 14:23:40.750
24,8.476116000000001,2022-08-17 14:23:41.000
25,8.459463000000001,2022-08-17 14:23:41.250
26,8.479959,2022-08-17 14:23:41.500
27,8.488926,2022-08-17 14:23:41.750
28,8.500456,2022-08-17 14:23:42.000
29,8.583722,2022-08-17 14:23:42.250
30,8.576035000000001,2022-08-17 14:23:42.500
31,8.556821000000001,2022-08-17 14:23:42.750
32,8.549134,2022-08-17 14:23:43.000
33,8.564507,2022-08-17 14:23:43.250
34,8.583722,2022-08-17 14:23:43.500
35,8.628558,2022-08-17 14:23:43.750
36,8.654179,2022-08-17 14:23:44.000
37,8.659303,2022-08-17 14:23:44.250
38,8.665708,2022-08-17 14:23:44.500
39,8.658021000000002,2022-08-17 14:23:44.750
40,8.672112,2022-08-17 14:23:45.000
41,8.658021000000002,2022-08-17 14:23:45.250
42,8.664427,2022-08-17 14:23:45.500
43,8.673392999999999,2022-08-17 14:23:45.750
44,8.669551,2022-08-17 14:23:46.000
45,8.661864,2022-08-17 14:23:46.250
46,8.675956,2022-08-17 14:23:46.500
47,8.673392999999999,2022-08-17 14:23:46.750
48,8.682361,2022-08-17 14:23:47.000
49,8.683641,2022-08-17 14:23:47.250
50,8.682361,2022-08-17 14:23:47.500
51,8.687485,2022-08-17 14:23:47.750
52,8.683641,2022-08-17 14:23:48.000
53,8.684922,2022-08-17 14:23:48.250
54,8.690046,2022-08-17 14:23:48.500
55,8.686204,2022-08-17 14:23:48.750
56,8.686204,2022-08-17 14:23:49.000
57,8.69389,2022-08-17 14:23:49.250
58,8.688766000000001,2022-08-17 14:23:49.500
59,8.697733,2022-08-17 14:23:49.750
60,8.702857,2022-08-17 14:23:50.000
61,8.696452,2022-08-17 14:23:50.250
62,8.697733,2022-08-17 14:23:50.500
