,num__1,num__x_1,num__x_2,num__x_3,num__x_4,num__x_5,num__x_6,num__x_7,num__x_8,num__x_9,num__x_10,num__x_11,num__x_12,num__x_13,num__x_14,num__x_15,num__x_16,num__x_17,num__x_18,num__x_19,num__x_20,num__x_21,num__x_22,num__x_23,num__x_24,num__x_25,num__x_26,num__x_27,num__x_28,num__x_29,num__x_30,num__x_31,num__x_32,num__x_33,num__x_34,num__x_35,num__x_36,num__x_37,num__x_38,num__x_39,num__x_40,num__x_41,num__x_42,num__x_43,num__x_44,num__x_45,num__x_46,num__x_47,num__x_48,num__x_49,num__x_50,num__x_51,num__x_52,num__x_53,num__x_54,num__x_55,num__x_56,num__x_57,num__x_58,num__x_59,num__x_60,num__x_61,num__x_62,num__x_63,num__x_64,num__x_65,num__x_66,num__x_67,num__x_68,num__x_69,num__x_70,num__x_71,num__x_72,num__x_73,num__x_74,num__x_75,num__x_76,num__x_77,num__x_78,num__x_79,num__x_80,num__x_81,num__x_82,num__x_83,num__x_84,num__x_85,num__x_86,num__x_87,num__x_88,num__x_89,num__x_90,num__x_91,num__x_92,num__x_93,num__x_94,num__x_95,cat__C_1_G,cat__C_1_H,cat__C_1_I,cat__C_1_J,cat__C_1_K,cat__C_2_H,cat__C_2_I,cat__C_3_G,cat__C_3_H,cat__C_3_I,cat__C_3_J,cat__C_3_K,cat__C_4_G,cat__C_4_H,cat__C_4_I,cat__C_4_J,cat__C_4_K,cat__C_5_G,cat__C_5_H,cat__C_5_I,cat__C_5_J,cat__C_5_K,y
0,1.0,0.03645113236674352,-0.21088410574864944,-0.557372017620155,-1.097934320169741,3.9718664094236145,0.24995447677692695,-0.9582464166060143,-1.3229924430119544,0.7075534046747154,0.21780416889072218,-1.499574040262329,0.6202687253158194,0.9639993439064654,0.3130276581322351,0.6733482477155691,0.28044492713936464,-0.6459332411693166,0.7925372840990441,-0.5520196743883254,-0.6166214812763691,-0.38508268054062317,-0.2060634295065012,0.042355345310047914,0.024970863696142948,-1.3461703143124855,-0.2891903946411209,0.08136085873687779,-0.13776548934300853,1.0440590186368193,-0.17321587349946088,-0.6041312311454525,0.24552259094507467,1.699424056031403,-0.2469942931936246,0.1118302951655031,-0.6672998825787659,-0.32476827995386937,-1.01660944513468,0.6138767151069673,0.25606639045844026,-0.4644146848338859,-0.18737844381398222,-0.33352561562623834,-0.79808126193233,0.5927958578606638,-0.28027989517280316,-0.3910319547992464,-0.3048177894286854,1.2311100526378334,0.252117965314099,1.0099991619843647,0.8575544241364201,-0.7791902228714532,0.6562255979103647,-0.9447141174008472,0.6321290486207854,-0.32625671225973496,-0.14291431772509774,-1.3756194087196623,-0.45062218523426883,-0.8610428859310411,0.5252940271144309,-1.8284280536695885,-0.5752222195778687,0.8185133769348879,-0.03191742154180678,-0.11785389791047285,0.6144946995447812,-1.0865947328213676,0.5137257504297438,-0.822905653989984,-1.5288487754085667,0.22716117193067314,-1.0101135493956892,-0.11264571284377282,0.39904022194581074,0.09077493961561223,0.8654590318462408,-0.6835317295881654,0.17858316113872003,0.4613746016927387,-0.04348391988484656,-1.1840671231021516,-0.19427427258087485,0.18188841046765367,0.2984558248096871,-1.545792745760555,-0.39118040627116774,0.03553280001307496,0.3684217191174001,-1.5272524962516523,0.11639808296777052,0.2789374390218542,0.9517768337205241,1.728167603195064,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-6.158895
1,1.0,0.5356919872491414,1.208712713847844,-0.5279889444431524,-0.11442316668918294,-0.35903415019444573,-0.8899177587598088,-0.9545061292468807,-1.6579537914186195,0.2715858075579722,-0.1340381427446377,-0.7943585995128764,-0.42812699708187607,0.26112286935435697,-0.5424562458490998,-2.0364929984809663,-0.7927321225253714,-1.2474148779608814,-1.5673217422505046,-0.2616416007719633,-0.7622501882094023,-1.0003729653308797,-0.5922832881938428,-0.04707737301341115,1.1285059084705185,-0.4066694817734503,-1.5919279294162403,-0.9455011605969231,1.0931962157407527,-1.2993270777654002,-0.6645334507065512,-0.332480817684225,0.5217811081556488,-1.047410726176197,1.3336109928859956,0.8885205872997544,0.3117799654166132,0.22272860755131121,0.9267515523233721,-0.09170685221870273,-0.6476088666174447,-0.07698811652987042,0.9164579335379701,-0.2793372909409006,0.2739909333727003,0.05908215222016912,-0.45814558912829945,-0.13648577774363965,-1.9462252338592982,0.3908993725960717,-1.8024889033770053,-0.5540663094802445,-0.8611463367925845,-1.303464546704632,0.5774307003011228,0.7729339704245496,-1.1505324786406723,0.7267793142699478,-0.9377155246520289,-0.45052537994417413,0.11015299896163357,-1.2244120855298122,-0.4549585829502277,-0.3265093483597796,-0.7499453261351646,-0.11559810834746062,-1.039964124723749,-0.9526116156641058,0.6379148270359846,-0.6575055991673378,-1.9996914254550897,0.08424601046456591,0.03299040710477248,-1.140944376509842,-0.8916745010137027,-0.11763913200076377,-1.7644640458148366,0.12181314228451402,-1.1656235448407688,-0.5606251712055556,0.33718449324184563,0.0388893804012894,-0.33259411695575014,-1.4313257312878498,-0.839927130852862,1.1425332963937826,-0.05002644719139975,-1.4130751439746418,0.14705472724272226,1.0413949891211052,-0.5386011627391268,-0.14609091893614212,-0.9174070821517982,-0.009254293063790293,-0.34545408245364245,0.024900587516614302,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-22.200026
2,1.0,1.467249367302018,-1.8096007508111545,-0.17019894589778492,-0.37993491392761597,0.8964592303803223,0.3976582360405208,-0.19032087669884684,0.34766378675282233,-0.4366958390365328,-0.4946539550859295,0.5680072287377639,0.45754989189556006,-0.9479377032082311,-0.38928220078832654,-0.5891508187968042,-0.4203464933067404,-0.6495804664871707,0.02856310429041729,-0.5111029908718956,-0.006516721089361196,-0.6800872818967112,-1.0714462152980482,-0.24982837323628,-0.17976456543541125,1.8623561131166195,0.1425781967964566,-1.2329605486051265,1.401820569845307,0.6533095050816231,0.1646802155089664,0.525900978479852,0.06081922113377608,-0.9629912600390951,-0.6081442283196016,1.1717643226657573,1.1273633594516779,-0.9902462440237271,1.1267227129640183,-0.3108042816361273,-0.055869870085982376,-0.5258802593438759,0.6990676809965771,-0.5149915457769756,-0.49008910567200387,1.5537100214845214,-0.5362823314450701,-0.1975059445209841,-0.053140930446364684,0.1021145686938254,-0.8984131911915341,0.9341457375504093,0.26409663670849376,0.5640283071200255,0.47368741420580135,-0.15193833405370777,-0.866317406322442,0.3665533707803524,0.09144454492785378,-0.1865265336663535,-0.06530562505550068,0.7274326001035448,0.10871048332434012,0.17683677078267748,-0.7701278322395901,0.34293263546214264,-0.4195439071432813,-0.5290839219691589,-1.1673654923959054,0.339098585639899,0.092692577703448,0.21208711693440774,0.11403010823990191,0.07808228115178138,-1.3549694918779702,-0.5214512730460616,-0.27977283066318087,-0.5237252859522121,-0.15499733542307928,1.4261597014348648,0.4711217083992484,-1.3075945588079114,-0.431479467137678,-0.40492832168712917,-0.2088054397836846,0.6142546153546099,-0.2097888241602211,0.14386287114256904,-0.0009875303689638696,-0.38962503518631775,-0.14422374803594068,-0.6790792235031011,0.6208895704233477,-0.6842357273410377,-0.13457069566783084,-1.1305052673882499,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-19.357551
3,1.0,-1.2552605237097534,-2.585974647092973,-2.0798602458953517,-2.1588289575842614,-2.629250410964822,-1.2341966675304858,-1.757484147453858,-2.720542134627759,-1.4363763135845964,-1.3118083464672232,-0.6668027189828177,-1.431910462375518,-0.49833806972221517,-1.737190864669556,-1.0855570348786003,-1.5322380378704974,-0.6288404862124988,-1.1499066203902333,-1.0707465660153574,-0.36696568766630444,-2.7224282905581965,-1.0326505301951472,-0.3646067281692353,-0.44753310308114613,-0.6209281087574072,-0.1101229218891615,-0.6732369001249229,-2.224310875999883,-0.48917089472741004,-0.5537137946044492,-1.0432367523465473,-1.7246436433469965,-1.219656477121971,-0.887043898721111,-1.4774471523887658,-1.6197236572643023,-1.275472123764863,-0.760385473460638,-0.3933965076038021,-0.8309432951128547,-1.4551707401180671,-2.0246655342823345,-1.0665307119453036,-0.9963810429563121,-0.7700823169128235,-1.0277087043500148,-1.3376160633132637,-0.29545474635226215,-0.5704607140129563,-0.060766095219454454,-1.868051938064653,-0.23063535339510516,-0.5232331330316513,-1.0287416370689593,-0.5196584581652834,-1.154743107781765,-0.8606997680859219,-1.8349318855766719,-1.3279398390381159,-1.2557913267458045,-0.5296525072591027,-1.1240584991241875,-0.6421562958455006,-2.347452175306179,-1.279857629693332,-2.2750489584179756,-1.4272284261622963,-1.233749788826824,0.8216948138665059,0.5295566290802889,-0.8791828123933899,-0.9456216770548534,-1.1524033704457655,-0.5726520688418711,-0.46378071583162983,-0.6697258112459492,-0.28564364188789615,-1.5205146420272544,-1.287671678687247,-1.162360636631715,-1.8172833050514627,-2.779905240706878,-0.8658394086097178,0.2659058724497324,-0.6180816657034194,-0.5515210076500455,0.6382962847146362,-0.04288590592834958,-1.5219668076284143,-1.8330182140106546,-0.24114294637503556,-1.3506411318485025,0.05080966840649064,-1.5090519237821276,-1.1863334745956993,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,28.763803
4,1.0,-2.377523593471104,-0.5769969909545856,-1.2681257036621705,-0.4392661273529818,0.5763263996292605,-2.2774227911668765,-0.502959322108289,0.4323603934119228,-1.6136232567203252,-0.5315755802398184,-0.02295447321839488,-1.2124980899867777,-0.47301478106601286,-0.7401960577195564,-0.45579408451112646,-1.8358741127618547,-0.611420342526362,0.0018859755032022724,-0.35060540845007515,-0.26886493231682823,-0.13262945542727295,0.2120318107371377,-0.6135975775263514,-0.5156011677382023,-0.5899578491181374,0.18409590682320498,0.5809514085211783,-0.15260186265719422,-0.20500012356902497,-1.9043066114473464,-0.7095804666098664,-0.026787929373443247,-0.1834154336421847,-0.6404834061001056,-0.9687691968383142,0.3798915506336976,-0.42769941073669526,-0.27209246994686725,-0.3277128926698719,-0.39805812312840266,-1.598721059818986,0.0348687052100635,-1.5331886639994434,-0.5370066098693161,-0.4895988440850161,-0.5313300217434846,-0.5508332602531775,1.002023353512817,-0.44951720117645466,-0.06504981596707093,-0.39242732652239026,-0.14665708029243843,-0.518260473873649,-1.0648745738205774,-0.7996937610223824,-0.25191296823180215,-0.13175206258682207,0.44257103203394,-0.8007844438302669,-1.588462355817529,0.10325206842040609,-1.9619729561305517,0.09639110524696955,0.5066265142382133,0.4576735896179011,0.21283931204123271,0.5214253926614584,-0.782350083001725,-0.8281748339429595,-0.6560407451493167,-1.4023222854441981,-0.19988694749391453,-1.0853352875045972,-0.1594163221731018,-0.7608875947412979,-0.38803991803672055,-0.8543015816619529,-1.4610564571915616,-0.880604119401235,0.5128523619914794,-0.036696567856932406,-0.7157935416068749,-2.1360414894816055,-1.5121920880343,-0.02153351702959808,-0.20889427256268375,0.32937082865020684,-0.26014906285840855,-0.8752046087594384,0.49486355999191384,0.2076630160490709,-0.7344375483505077,0.05260717743964849,-0.5040869430443657,0.03849698681560218,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.779898
5,1.0,-2.062923423153642,-2.5109868402253124,-4.004227377705726,-1.1602831893680632,0.08866923271935419,-2.3484050828429623,-1.8801522949739327,0.2791858907979747,-1.2623217846115093,-1.2424731780726113,-0.5879346823258943,-0.16840726118120422,-0.6787910884483708,-1.1386940521541034,-2.7997715905911664,-1.3013355229610994,-1.1344096316232843,-0.13645561791371275,-2.327672381053204,-3.2754160100486795,-2.4211990880645655,-0.4535932976908456,-1.5438647347718288,0.3858124342828243,0.19784725657713223,-1.9435840496484333,-2.3568853213844734,-0.23194714912141928,-1.2136459346855837,0.05093201116079828,-0.5851956183215065,-0.05661439511598564,-0.27028020452174245,0.5330794582819351,-1.2277664308546974,-0.8325920289687523,-0.06914746392888928,0.5615763516577938,-0.30573352443579177,-1.1424598061749744,-1.728614042879019,-0.4666987732748338,0.3626208368955664,-0.840779278539604,-0.8392448255133631,-1.4946608430341495,0.42019507454021515,-1.2694720630917489,0.9478128664942651,-1.2615670065624494,0.024584630725544263,-1.6339363130031466,-3.3431476720391626,1.5866221736594763,-0.05800403325000228,-1.0465079444065004,-0.1741920850510692,-0.8822506438701379,0.19563407673826919,-1.2325046096546124,-1.4515703312076564,-2.0612044514664087,0.21125800585869237,-0.6462487390216676,-0.5825116479752697,-0.8157027874938368,-1.2082105849489932,-0.6087132416014694,0.40272450138317634,-1.211220740769602,1.4776359522651168,-1.399857574461855,1.2532469679451197,-1.67660424467629,-1.1625616501691252,-2.1228997743393085,-0.37169895071837417,-0.9292644260006364,0.00821619243872022,-0.2700420105764022,-0.25605418554813425,-1.7523377543876002,-1.4043470769307282,-1.247844626757948,-1.1910529968376198,-1.2051699663381874,-1.4111814960863482,-0.9461369669058841,0.05879819644880868,0.0463661713114056,-0.8931823729211723,-0.6659960764632803,0.6177226255007658,-0.9627007376183584,0.1701007765256454,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64.446439
6,1.0,-1.8606037271825,-0.36231486242505756,-3.193571972830804,-1.9999859897793382,-2.500313929804317,-1.877162004982014,-1.5785569596517346,-2.5094053965496195,-3.7243356297518595,-1.6082884483402564,-0.9512138385777612,-0.8746467173358076,-1.300384330065113,-1.6161557450123143,-1.7516865735557148,-1.1672052839035971,-3.042058037817314,-1.4420227843538136,-1.0106599777843464,-1.0016286184452738,-2.4912419749150607,-1.2987243401140085,-1.1427359071001753,-0.23898023425967202,-1.8604293514252084,-1.9095012895287415,-1.5298862888915237,-0.575778859374713,-1.2657622784980138,-1.4706240758451292,-0.5798073585748482,-0.9677076541118277,-1.6550305669614258,-0.935158547800393,-2.032407393555874,-1.9394154936917758,-0.9683269775590203,-1.6851288133726734,-1.3510065376962823,-0.3494503322837938,-3.1002864716217653,-1.44792585384404,-1.709362225790018,-1.5118197262401605,-0.24688777429521774,-1.3756999843891353,-1.3986405262769572,-1.342983852811119,-0.6841681376740922,-0.9041629135642383,-0.8417787512484219,-0.6194315800806177,-0.7734443600431523,-1.0393314293730127,-0.27634915288358247,-1.7537319053832334,-1.6898370278362729,-1.4018440341246388,-0.48070834814162683,-0.17180526881033037,-0.1325230402419291,-0.9996975091696948,-0.9815882038717734,-0.23013856023338705,-2.5831004870871492,-0.7501876044781912,-0.3319824788092979,-1.3096346118706554,-2.4439170849866074,-1.1517059155796467,-1.382597848452226,-0.9835851001223276,-0.9981793939987893,-1.4439429217687192,-0.4332103450395341,-1.0680060426105324,-1.701380680143092,-1.953044838929378,-1.8936804494482227,-1.2994776426509542,-1.1900949336354287,-1.5108217716429093,-2.2953724096345116,-1.2784703626618223,-0.615767800968191,-1.7273149472782943,-2.1224267394363996,-1.7421033479278363,-1.3280744236042783,-0.42335743678684196,-0.12247249888978007,-1.021296712830697,-1.3571779891042277,-1.8578492195526632,-0.5074796145859278,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.858388
7,1.0,0.31108970602503627,-0.5991981092040191,0.11846908082175966,0.3168153050057974,-0.3468346001872232,0.5566079734304837,-0.02922649668989204,-2.200895799410556,0.6493282918508403,-0.06941957109267252,-0.09876630127420892,-0.15199518165324655,-0.010604460854351723,-0.18534483928906714,-0.021494199559099324,0.13925743020777662,1.3778586716520809,0.3248268546058623,0.9047832551253379,-0.44988372010089733,1.5629903055169663,0.23846878915688208,-0.6237932411885889,0.5618354995207807,0.18440583764565668,-0.06759805611237239,0.38835712944802114,-0.09166950371319786,0.481748343100864,-0.4873663707851061,1.2780842354080322,-0.09546753748114561,0.3208166749693061,0.40978961631963723,1.5029258134874024,0.5402501728636103,0.06839435781598151,0.0040507459151142705,0.798374414986097,-0.6751418300762636,0.7158193256743834,-0.029276441965696228,-0.2131826864388835,0.8190943820079617,-0.15885131522378246,0.7552642055485836,0.6554331876998137,-1.0421346262945062,-0.7288848394191503,0.15926566320130847,0.5650570960274782,-0.33678730549565605,0.26760899128692456,-0.25543560501811935,-0.061008819521208055,0.6043372015748967,0.2907414690564173,0.736060142618514,0.43786012624586423,0.11800970268598279,0.09718233065941104,-0.3549333929322001,0.4717087871201062,-0.03283593380564496,-0.4402450741717618,0.8926909281169111,1.7439776807212475,0.13986636127938223,-0.2370961315430367,0.618000247983369,0.23343152739764098,-0.0327686269630109,-0.36318981021487023,0.46993657988693593,0.982575084114992,-0.1905342208084897,0.643814712863467,-0.009371548982610632,-0.3461039054728349,0.7845112042711258,0.21449226383449724,1.109276311795707,-0.05684148056393181,1.0010907660971275,-0.8808653728926068,0.6781225980625383,0.32995544230757984,0.1886516400072931,-0.20407660866292482,0.9220805653831894,1.4249430654920894,-0.19475019662194953,1.192158179801841,1.2758245529674221,0.14179528402318842,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.275473
8,1.0,0.8528182278580938,0.3934413124979171,-0.021439800230989528,-0.28922017561265767,-0.3109178837746271,0.49330701144821987,0.30511835786446956,0.3952986970255973,1.0187678079501818,1.2663082286376832,1.6245672726987055,1.1906931350768322,1.3075697249543394,0.6277386857298084,0.33976086150057727,-0.2742225807296535,0.2913063295952161,0.11541383742595042,0.2658679811305338,0.5135273725807408,0.1548324571937237,1.2874218430160973,0.6950116998977333,1.3349805965950763,1.1170406907159927,0.44692705616150197,0.9967618390795498,1.5865985259492725,0.12650343297603783,0.42525114603472564,0.8938025154623609,-0.12329115204487075,-0.7081328878813505,-0.10765224426475206,0.2043544517861668,0.7896662197270615,1.0261340461469215,1.1012425770259981,-0.1056291909482732,-0.3717500407105489,1.1338135324806897,0.7921172033591565,1.4793636197366549,1.8004006538863002,0.9828343284007373,0.007110468441567455,0.21504888263131672,1.2320749895456022,0.663312270570609,2.0200299835054647,-0.6291188455334599,0.563530094960228,1.0883711708089803,0.4096665832330367,0.5091821806938135,0.4581263559237212,0.8211783224867008,1.7943442523959652,-0.237430513183896,0.7885116022285352,0.11588331564396216,1.7230394980519723,0.9343990718474083,-1.1942549740693094,0.5679265304881941,-0.22594434797530458,0.33606146925564767,1.1092090463838942,0.840531100563409,0.08297149392159035,0.8859834811854146,1.0155786048556514,0.8250261946888133,-0.02459074133031601,-1.1231395502881065,1.5667381049303122,1.4486914777859883,0.2073622973483663,1.0742698325068178,0.5388289491364066,-1.104095151359791,-1.1183202970788184,0.9276961082001254,1.1778677681538894,0.20570806504475356,1.0403387012687813,0.9272277329491467,1.7811103725723125,1.5328424070384337,0.30612866474018235,0.755120040021955,1.3863133812604291,0.08142134945533025,1.1059546991302514,0.5442474665425082,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-14.237322
9,1.0,-1.0887589033802048,0.3454611503984371,-0.5650863289631655,-1.0192849717425294,0.14923009165414516,-0.1108931309438617,1.485090143676024,0.9539479859526675,-0.6279581845882466,0.5317201271013516,-1.6324551703219896,-1.1858982394098132,-1.9857039105423087,-0.4071990355605221,-0.2629192515125371,1.1268068881052733,-0.62204267087729,-0.29320093250544554,0.49062444154618684,-0.5717472811577319,-0.05707042250308418,-0.3708757632627999,-0.7130242120570693,-0.35339724824089713,-0.6254855428088558,0.15255336219130025,0.42198415160859126,0.0736992791400604,-1.1710310957016203,0.6045380658702412,-1.8650846415022198,0.9536646048285625,-0.057091806476884784,0.524726480018988,-0.9085230959913334,0.4020517785528959,1.2388919663492544,0.6483691382979084,1.2562034508465953,0.0027125431543828763,1.14975736523296,-0.541816557683685,-0.18896578027419772,-0.2966028996616526,-0.5936928658757946,0.16240770237910102,-0.3990321698121926,0.854880402045206,-0.16457729152158548,0.07546761780317526,-0.3992607354114608,-0.15228203038261784,0.24014414486306718,-0.31470025507854726,-1.8500498873143298,-0.8539087791371114,-0.584241180230164,-0.4329050002309909,2.255272994303354,-0.4297984472169343,0.22563667180884273,0.13204769495954882,0.1369293235205028,-1.158692593478631,1.082742735201726,-0.09847440342911944,0.05401212185220616,-0.1894294865184979,1.1273497264640775,1.2408365922644573,-0.0981187231245676,0.2971711243807589,-1.1966168304752116,0.44911278677349453,0.17266130607299962,0.3998113039460422,0.04231692540186853,-0.2103534434362021,0.3720177472412794,0.3405954410741599,1.631827528664183,-0.9438835835135971,-0.376512907779545,1.0779330080777676,0.818692558836413,0.8606579257084209,1.7425821831586148,-0.04618699006333148,0.6986619103590429,0.15150872464349827,1.0774926522738886,-1.9017125226356164,-0.3599912353805549,-2.3149019913557867,-0.4792912477576268,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32.472854
