,TEMP,time
0,34.65,2021-12-17 17:09:23.500
1,34.65,2021-12-17 17:09:23.750
2,34.65,2021-12-17 17:09:24.000
3,34.65,2021-12-17 17:09:24.250
4,34.65,2021-12-17 17:09:24.500
5,34.65,2021-12-17 17:09:24.750
6,34.66,2021-12-17 17:09:25.000
7,34.66,2021-12-17 17:09:25.250
8,34.66,2021-12-17 17:09:25.500
9,34.66,2021-12-17 17:09:25.750
10,34.66,2021-12-17 17:09:26.000
11,34.66,2021-12-17 17:09:26.250
12,34.66,2021-12-17 17:09:26.500
13,34.66,2021-12-17 17:09:26.750
14,34.68,2021-12-17 17:09:27.000
15,34.68,2021-12-17 17:09:27.250
16,34.68,2021-12-17 17:09:27.500
17,34.68,2021-12-17 17:09:27.750
18,34.68,2021-12-17 17:09:28.000
19,34.68,2021-12-17 17:09:28.250
20,34.68,2021-12-17 17:09:28.500
21,34.68,2021-12-17 17:09:28.750
22,34.68,2021-12-17 17:09:29.000
23,34.68,2021-12-17 17:09:29.250
24,34.68,2021-12-17 17:09:29.500
25,34.68,2021-12-17 17:09:29.750
26,34.68,2021-12-17 17:09:30.000
27,34.68,2021-12-17 17:09:30.250
28,34.68,2021-12-17 17:09:30.500
29,34.68,2021-12-17 17:09:30.750
30,34.66,2021-12-17 17:09:31.000
31,34.66,2021-12-17 17:09:31.250
32,34.66,2021-12-17 17:09:31.500
33,34.66,2021-12-17 17:09:31.750
34,34.68,2021-12-17 17:09:32.000
35,34.68,2021-12-17 17:09:32.250
36,34.68,2021-12-17 17:09:32.500
37,34.68,2021-12-17 17:09:32.750
38,34.68,2021-12-17 17:09:33.000
39,34.68,2021-12-17 17:09:33.250
40,34.68,2021-12-17 17:09:33.500
41,34.68,2021-12-17 17:09:33.750
42,34.66,2021-12-17 17:09:34.000
43,34.66,2021-12-17 17:09:34.250
44,34.66,2021-12-17 17:09:34.500
45,34.66,2021-12-17 17:09:34.750
46,34.65,2021-12-17 17:09:35.000
47,34.65,2021-12-17 17:09:35.250
48,34.65,2021-12-17 17:09:35.500
49,34.65,2021-12-17 17:09:35.750
50,34.68,2021-12-17 17:09:36.000
51,34.68,2021-12-17 17:09:36.250
52,34.68,2021-12-17 17:09:36.500
53,34.68,2021-12-17 17:09:36.750
54,34.66,2021-12-17 17:09:37.000
55,34.66,2021-12-17 17:09:37.250
56,34.66,2021-12-17 17:09:37.500
57,34.66,2021-12-17 17:09:37.750
58,34.65,2021-12-17 17:09:38.000
59,34.65,2021-12-17 17:09:38.250
60,34.65,2021-12-17 17:09:38.500
61,34.65,2021-12-17 17:09:38.750
62,34.68,2021-12-17 17:09:39.000
63,34.68,2021-12-17 17:09:39.250
64,34.68,2021-12-17 17:09:39.500
65,34.68,2021-12-17 17:09:39.750
66,34.66,2021-12-17 17:09:40.000
67,34.66,2021-12-17 17:09:40.250
68,34.66,2021-12-17 17:09:40.500
69,34.66,2021-12-17 17:09:40.750
70,34.68,2021-12-17 17:09:41.000
71,34.68,2021-12-17 17:09:41.250
72,34.68,2021-12-17 17:09:41.500
73,34.68,2021-12-17 17:09:41.750
74,34.66,2021-12-17 17:09:42.000
75,34.66,2021-12-17 17:09:42.250
76,34.66,2021-12-17 17:09:42.500
77,34.66,2021-12-17 17:09:42.750
78,34.65,2021-12-17 17:09:43.000
79,34.65,2021-12-17 17:09:43.250
80,34.65,2021-12-17 17:09:43.500
81,34.65,2021-12-17 17:09:43.750
82,34.66,2021-12-17 17:09:44.000
83,34.66,2021-12-17 17:09:44.250
84,34.66,2021-12-17 17:09:44.500
85,34.66,2021-12-17 17:09:44.750
86,34.65,2021-12-17 17:09:45.000
87,34.65,2021-12-17 17:09:45.250
88,34.65,2021-12-17 17:09:45.500
89,34.65,2021-12-17 17:09:45.750
90,34.66,2021-12-17 17:09:46.000
91,34.66,2021-12-17 17:09:46.250
92,34.66,2021-12-17 17:09:46.500
93,34.66,2021-12-17 17:09:46.750
94,34.65,2021-12-17 17:09:47.000
95,34.65,2021-12-17 17:09:47.250
96,34.65,2021-12-17 17:09:47.500
97,34.65,2021-12-17 17:09:47.750
98,34.66,2021-12-17 17:09:48.000
99,34.66,2021-12-17 17:09:48.250
100,34.66,2021-12-17 17:09:48.500
101,34.66,2021-12-17 17:09:48.750
102,34.68,2021-12-17 17:09:49.000
103,34.68,2021-12-17 17:09:49.250
104,34.68,2021-12-17 17:09:49.500
105,34.68,2021-12-17 17:09:49.750
106,34.66,2021-12-17 17:09:50.000
107,34.66,2021-12-17 17:09:50.250
108,34.66,2021-12-17 17:09:50.500
109,34.66,2021-12-17 17:09:50.750
110,34.66,2021-12-17 17:09:51.000
111,34.66,2021-12-17 17:09:51.250
112,34.66,2021-12-17 17:09:51.500
113,34.66,2021-12-17 17:09:51.750
114,34.66,2021-12-17 17:09:52.000
115,34.66,2021-12-17 17:09:52.250
116,34.66,2021-12-17 17:09:52.500
117,34.66,2021-12-17 17:09:52.750
118,34.66,2021-12-17 17:09:53.000
119,34.66,2021-12-17 17:09:53.250
120,34.66,2021-12-17 17:09:53.500
121,34.66,2021-12-17 17:09:53.750
122,34.66,2021-12-17 17:09:54.000
123,34.66,2021-12-17 17:09:54.250
124,34.66,2021-12-17 17:09:54.500
125,34.66,2021-12-17 17:09:54.750
126,34.65,2021-12-17 17:09:55.000
127,34.65,2021-12-17 17:09:55.250
128,34.65,2021-12-17 17:09:55.500
129,34.65,2021-12-17 17:09:55.750
130,34.66,2021-12-17 17:09:56.000
131,34.66,2021-12-17 17:09:56.250
132,34.66,2021-12-17 17:09:56.500
133,34.66,2021-12-17 17:09:56.750
134,34.65,2021-12-17 17:09:57.000
135,34.65,2021-12-17 17:09:57.250
136,34.65,2021-12-17 17:09:57.500
137,34.65,2021-12-17 17:09:57.750
138,34.66,2021-12-17 17:09:58.000
139,34.66,2021-12-17 17:09:58.250
140,34.66,2021-12-17 17:09:58.500
141,34.66,2021-12-17 17:09:58.750
142,34.66,2021-12-17 17:09:59.000
143,34.66,2021-12-17 17:09:59.250
144,34.66,2021-12-17 17:09:59.500
145,34.66,2021-12-17 17:09:59.750
146,34.65,2021-12-17 17:10:00.000
147,34.65,2021-12-17 17:10:00.250
148,34.65,2021-12-17 17:10:00.500
149,34.65,2021-12-17 17:10:00.750
150,34.65,2021-12-17 17:10:01.000
151,34.65,2021-12-17 17:10:01.250
152,34.65,2021-12-17 17:10:01.500
153,34.65,2021-12-17 17:10:01.750
154,34.66,2021-12-17 17:10:02.000
155,34.66,2021-12-17 17:10:02.250
