,BVP,time
0,-56.31,2022-10-28 16:22:58.031250
1,-50.9,2022-10-28 16:22:58.046875
2,-42.33,2022-10-28 16:22:58.062500
3,-27.31,2022-10-28 16:22:58.078125
4,-3.67,2022-10-28 16:22:58.093750
5,25.39,2022-10-28 16:22:58.109375
6,51.18,2022-10-28 16:22:58.125000
7,63.91,2022-10-28 16:22:58.140625
8,58.74,2022-10-28 16:22:58.156250
9,39.18,2022-10-28 16:22:58.171875
10,15.62,2022-10-28 16:22:58.187500
11,-0.1,2022-10-28 16:22:58.203125
12,-0.85,2022-10-28 16:22:58.218750
13,12.65,2022-10-28 16:22:58.234375
14,33.09,2022-10-28 16:22:58.250000
15,50.93,2022-10-28 16:22:58.265625
16,59.19,2022-10-28 16:22:58.281250
17,55.99,2022-10-28 16:22:58.296875
18,44.14,2022-10-28 16:22:58.312500
19,28.59,2022-10-28 16:22:58.328125
20,13.42,2022-10-28 16:22:58.343750
21,0.22,2022-10-28 16:22:58.359375
22,-11.75,2022-10-28 16:22:58.375000
23,-24.02,2022-10-28 16:22:58.390625
24,-37.19,2022-10-28 16:22:58.406250
25,-49.93,2022-10-28 16:22:58.421875
26,-59.51,2022-10-28 16:22:58.437500
27,-63.22,2022-10-28 16:22:58.453125
28,-59.95,2022-10-28 16:22:58.468750
29,-50.9,2022-10-28 16:22:58.484375
30,-39.23,2022-10-28 16:22:58.500000
31,-28.68,2022-10-28 16:22:58.515625
32,-21.78,2022-10-28 16:22:58.531250
33,-18.56,2022-10-28 16:22:58.546875
34,-16.39,2022-10-28 16:22:58.562500
35,-11.38,2022-10-28 16:22:58.578125
36,-0.72,2022-10-28 16:22:58.593750
37,15.23,2022-10-28 16:22:58.609375
38,32.25,2022-10-28 16:22:58.625000
39,43.44,2022-10-28 16:22:58.640625
40,41.87,2022-10-28 16:22:58.656250
41,23.07,2022-10-28 16:22:58.671875
42,-13.07,2022-10-28 16:22:58.687500
43,-62.54,2022-10-28 16:22:58.703125
44,-118.75,2022-10-28 16:22:58.718750
45,-174.68,2022-10-28 16:22:58.734375
46,-224.59,2022-10-28 16:22:58.750000
47,-264.57,2022-10-28 16:22:58.765625
48,-292.54,2022-10-28 16:22:58.781250
49,-307.69,2022-10-28 16:22:58.796875
50,-310.76,2022-10-28 16:22:58.812500
51,-303.21,2022-10-28 16:22:58.828125
52,-286.62,2022-10-28 16:22:58.843750
53,-262.44,2022-10-28 16:22:58.859375
54,-231.93,2022-10-28 16:22:58.875000
55,-196.44,2022-10-28 16:22:58.890625
56,-157.39,2022-10-28 16:22:58.906250
57,-116.54,2022-10-28 16:22:58.921875
58,-75.39,2022-10-28 16:22:58.937500
59,-36.27,2022-10-28 16:22:58.953125
60,-0.75,2022-10-28 16:22:58.968750
61,30.92,2022-10-28 16:22:58.984375
62,59.69,2022-10-28 16:22:59.000000
63,87.18,2022-10-28 16:22:59.015625
64,115.24,2022-10-28 16:22:59.031250
65,146.1,2022-10-28 16:22:59.046875
66,181.28,2022-10-28 16:22:59.062500
67,221.44,2022-10-28 16:22:59.078125
68,263.42,2022-10-28 16:22:59.093750
69,301.88,2022-10-28 16:22:59.109375
70,330.74,2022-10-28 16:22:59.125000
71,344.97,2022-10-28 16:22:59.140625
72,341.64,2022-10-28 16:22:59.156250
73,320.28,2022-10-28 16:22:59.171875
74,283.44,2022-10-28 16:22:59.187500
75,234.82,2022-10-28 16:22:59.203125
76,179.13,2022-10-28 16:22:59.218750
77,118.58,2022-10-28 16:22:59.234375
78,55.04,2022-10-28 16:22:59.250000
79,-8.72,2022-10-28 16:22:59.265625
80,-68.65,2022-10-28 16:22:59.281250
81,-120.42,2022-10-28 16:22:59.296875
82,-161.08,2022-10-28 16:22:59.312500
83,-188.99,2022-10-28 16:22:59.328125
84,-205.37,2022-10-28 16:22:59.343750
85,-197.0,2022-10-28 16:22:59.359375
86,-156.64,2022-10-28 16:22:59.375000
87,-88.25,2022-10-28 16:22:59.390625
88,-7.14,2022-10-28 16:22:59.406250
89,69.56,2022-10-28 16:22:59.421875
90,131.88,2022-10-28 16:22:59.437500
91,173.47,2022-10-28 16:22:59.453125
92,200.56,2022-10-28 16:22:59.468750
93,217.93,2022-10-28 16:22:59.484375
94,228.21,2022-10-28 16:22:59.500000
95,229.88,2022-10-28 16:22:59.515625
96,220.66,2022-10-28 16:22:59.531250
97,201.38,2022-10-28 16:22:59.546875
98,174.6,2022-10-28 16:22:59.562500
99,144.06,2022-10-28 16:22:59.578125
100,113.02,2022-10-28 16:22:59.593750
101,84.3,2022-10-28 16:22:59.609375
102,58.53,2022-10-28 16:22:59.625000
103,35.7,2022-10-28 16:22:59.640625
104,13.58,2022-10-28 16:22:59.656250
105,-10.04,2022-10-28 16:22:59.671875
106,-36.05,2022-10-28 16:22:59.687500
107,-63.92,2022-10-28 16:22:59.703125
108,-92.46,2022-10-28 16:22:59.718750
109,-121.14,2022-10-28 16:22:59.734375
110,-149.77,2022-10-28 16:22:59.750000
111,-179.04,2022-10-28 16:22:59.765625
112,-208.41,2022-10-28 16:22:59.781250
113,-236.58,2022-10-28 16:22:59.796875
114,-260.4,2022-10-28 16:22:59.812500
115,-275.49,2022-10-28 16:22:59.828125
116,-277.98,2022-10-28 16:22:59.843750
117,-266.37,2022-10-28 16:22:59.859375
118,-242.57,2022-10-28 16:22:59.875000
119,-210.83,2022-10-28 16:22:59.890625
120,-176.68,2022-10-28 16:22:59.906250
121,-144.55,2022-10-28 16:22:59.921875
122,-117.45,2022-10-28 16:22:59.937500
123,-96.56,2022-10-28 16:22:59.953125
124,-81.79,2022-10-28 16:22:59.968750
125,-72.68,2022-10-28 16:22:59.984375
126,-68.76,2022-10-28 16:23:00.000000
127,-69.65,2022-10-28 16:23:00.015625
128,-74.45,2022-10-28 16:23:00.031250
129,-81.87,2022-10-28 16:23:00.046875
130,-90.04,2022-10-28 16:23:00.062500
131,-97.2,2022-10-28 16:23:00.078125
132,-102.26,2022-10-28 16:23:00.093750
133,-104.98,2022-10-28 16:23:00.109375
134,-105.94,2022-10-28 16:23:00.125000
135,-105.88,2022-10-28 16:23:00.140625
136,-105.18,2022-10-28 16:23:00.156250
137,-103.37,2022-10-28 16:23:00.171875
138,-99.37,2022-10-28 16:23:00.187500
139,-92.03,2022-10-28 16:23:00.203125
140,-80.95,2022-10-28 16:23:00.218750
141,-66.89,2022-10-28 16:23:00.234375
142,-51.52,2022-10-28 16:23:00.250000
143,-36.73,2022-10-28 16:23:00.265625
144,-23.68,2022-10-28 16:23:00.281250
145,-12.54,2022-10-28 16:23:00.296875
146,-2.52,2022-10-28 16:23:00.312500
147,7.22,2022-10-28 16:23:00.328125
148,17.05,2022-10-28 16:23:00.343750
149,26.56,2022-10-28 16:23:00.359375
150,34.78,2022-10-28 16:23:00.375000
151,40.87,2022-10-28 16:23:00.390625
152,44.53,2022-10-28 16:23:00.406250
153,46.25,2022-10-28 16:23:00.421875
154,46.97,2022-10-28 16:23:00.437500
155,47.64,2022-10-28 16:23:00.453125
156,48.79,2022-10-28 16:23:00.468750
157,50.39,2022-10-28 16:23:00.484375
158,51.98,2022-10-28 16:23:00.500000
