,HR,time
0,73.78,2022-08-17 13:30:13
1,73.7,2022-08-17 13:30:14
2,73.85,2022-08-17 13:30:15
3,73.98,2022-08-17 13:30:16
4,74.12,2022-08-17 13:30:17
5,74.25,2022-08-17 13:30:18
6,74.37,2022-08-17 13:30:19
7,74.47,2022-08-17 13:30:20
8,74.57,2022-08-17 13:30:21
9,74.63,2022-08-17 13:30:22
10,74.68,2022-08-17 13:30:23
11,74.73,2022-08-17 13:30:24
12,74.77,2022-08-17 13:30:25
13,74.82,2022-08-17 13:30:26
14,74.88,2022-08-17 13:30:27
15,75.0,2022-08-17 13:30:28
16,75.08,2022-08-17 13:30:29
17,75.17,2022-08-17 13:30:30
18,75.18,2022-08-17 13:30:31
19,75.28,2022-08-17 13:30:32
20,75.43,2022-08-17 13:30:33
21,75.58,2022-08-17 13:30:34
22,75.77,2022-08-17 13:30:35
23,75.95,2022-08-17 13:30:36
24,76.25,2022-08-17 13:30:37
25,76.63,2022-08-17 13:30:38
26,77.05,2022-08-17 13:30:39
27,77.47,2022-08-17 13:30:40
28,77.92,2022-08-17 13:30:41
29,78.35,2022-08-17 13:30:42
30,78.82,2022-08-17 13:30:43
31,79.3,2022-08-17 13:30:44
32,79.73,2022-08-17 13:30:45
33,80.17,2022-08-17 13:30:46
34,80.57,2022-08-17 13:30:47
35,80.95,2022-08-17 13:30:48
36,81.32,2022-08-17 13:30:49
37,81.65,2022-08-17 13:30:50
38,81.98,2022-08-17 13:30:51
39,82.32,2022-08-17 13:30:52
40,82.63,2022-08-17 13:30:53
41,82.97,2022-08-17 13:30:54
42,83.25,2022-08-17 13:30:55
43,83.5,2022-08-17 13:30:56
44,83.78,2022-08-17 13:30:57
45,84.12,2022-08-17 13:30:58
46,84.48,2022-08-17 13:30:59
47,84.9,2022-08-17 13:31:00
48,85.33,2022-08-17 13:31:01
49,85.83,2022-08-17 13:31:02
50,86.35,2022-08-17 13:31:03
51,86.88,2022-08-17 13:31:04
52,87.45,2022-08-17 13:31:05
53,88.1,2022-08-17 13:31:06
54,88.73,2022-08-17 13:31:07
55,89.4,2022-08-17 13:31:08
56,90.12,2022-08-17 13:31:09
57,90.8,2022-08-17 13:31:10
58,91.55,2022-08-17 13:31:11
59,92.22,2022-08-17 13:31:12
60,93.02,2022-08-17 13:31:13
61,93.85,2022-08-17 13:31:14
62,94.47,2022-08-17 13:31:15
63,95.08,2022-08-17 13:31:16
64,95.67,2022-08-17 13:31:17
65,96.23,2022-08-17 13:31:18
66,96.68,2022-08-17 13:31:19
67,97.13,2022-08-17 13:31:20
68,97.63,2022-08-17 13:31:21
69,98.13,2022-08-17 13:31:22
70,98.67,2022-08-17 13:31:23
71,99.2,2022-08-17 13:31:24
72,99.77,2022-08-17 13:31:25
73,100.28,2022-08-17 13:31:26
74,100.37,2022-08-17 13:31:27
75,100.38,2022-08-17 13:31:28
76,100.43,2022-08-17 13:31:29
77,100.47,2022-08-17 13:31:30
78,100.55,2022-08-17 13:31:31
79,100.5,2022-08-17 13:31:32
80,100.4,2022-08-17 13:31:33
81,100.3,2022-08-17 13:31:34
82,100.15,2022-08-17 13:31:35
83,99.98,2022-08-17 13:31:36
84,99.72,2022-08-17 13:31:37
85,99.25,2022-08-17 13:31:38
86,98.75,2022-08-17 13:31:39
87,98.23,2022-08-17 13:31:40
88,97.72,2022-08-17 13:31:41
89,97.22,2022-08-17 13:31:42
90,97.13,2022-08-17 13:31:43
91,97.05,2022-08-17 13:31:44
92,97.02,2022-08-17 13:31:45
93,96.95,2022-08-17 13:31:46
94,96.85,2022-08-17 13:31:47
95,96.75,2022-08-17 13:31:48
96,96.7,2022-08-17 13:31:49
97,96.87,2022-08-17 13:31:50
98,97.1,2022-08-17 13:31:51
99,97.33,2022-08-17 13:31:52
100,97.55,2022-08-17 13:31:53
101,97.73,2022-08-17 13:31:54
102,98.0,2022-08-17 13:31:55
103,98.4,2022-08-17 13:31:56
104,98.95,2022-08-17 13:31:57
105,99.47,2022-08-17 13:31:58
106,99.95,2022-08-17 13:31:59
107,100.22,2022-08-17 13:32:00
108,100.5,2022-08-17 13:32:01
109,100.68,2022-08-17 13:32:02
110,100.8,2022-08-17 13:32:03
111,100.93,2022-08-17 13:32:04
112,101.1,2022-08-17 13:32:05
113,101.1,2022-08-17 13:32:06
114,101.1,2022-08-17 13:32:07
115,101.12,2022-08-17 13:32:08
116,101.05,2022-08-17 13:32:09
117,100.98,2022-08-17 13:32:10
118,100.87,2022-08-17 13:32:11
119,100.78,2022-08-17 13:32:12
120,100.65,2022-08-17 13:32:13
121,100.45,2022-08-17 13:32:14
122,100.25,2022-08-17 13:32:15
123,99.95,2022-08-17 13:32:16
124,99.7,2022-08-17 13:32:17
125,99.45,2022-08-17 13:32:18
126,99.17,2022-08-17 13:32:19
127,98.92,2022-08-17 13:32:20
128,98.65,2022-08-17 13:32:21
129,98.42,2022-08-17 13:32:22
130,98.17,2022-08-17 13:32:23
131,97.9,2022-08-17 13:32:24
132,97.58,2022-08-17 13:32:25
133,97.32,2022-08-17 13:32:26
134,97.47,2022-08-17 13:32:27
135,97.57,2022-08-17 13:32:28
136,97.67,2022-08-17 13:32:29
137,97.75,2022-08-17 13:32:30
138,98.03,2022-08-17 13:32:31
139,98.38,2022-08-17 13:32:32
140,98.73,2022-08-17 13:32:33
141,99.08,2022-08-17 13:32:34
142,99.4,2022-08-17 13:32:35
143,99.7,2022-08-17 13:32:36
144,99.98,2022-08-17 13:32:37
145,100.35,2022-08-17 13:32:38
146,100.67,2022-08-17 13:32:39
147,101.02,2022-08-17 13:32:40
148,101.35,2022-08-17 13:32:41
149,101.68,2022-08-17 13:32:42
150,101.58,2022-08-17 13:32:43
151,101.5,2022-08-17 13:32:44
152,101.43,2022-08-17 13:32:45
153,101.4,2022-08-17 13:32:46
154,101.42,2022-08-17 13:32:47
155,101.45,2022-08-17 13:32:48
156,101.43,2022-08-17 13:32:49
157,101.17,2022-08-17 13:32:50
158,100.8,2022-08-17 13:32:51
159,100.42,2022-08-17 13:32:52
160,100.07,2022-08-17 13:32:53
161,99.75,2022-08-17 13:32:54
162,99.38,2022-08-17 13:32:55
163,98.9,2022-08-17 13:32:56
164,98.28,2022-08-17 13:32:57
165,97.72,2022-08-17 13:32:58
166,97.17,2022-08-17 13:32:59
167,96.77,2022-08-17 13:33:00
168,96.38,2022-08-17 13:33:01
169,96.03,2022-08-17 13:33:02
170,95.75,2022-08-17 13:33:03
171,95.47,2022-08-17 13:33:04
172,95.12,2022-08-17 13:33:05
173,94.8,2022-08-17 13:33:06
174,94.52,2022-08-17 13:33:07
175,94.2,2022-08-17 13:33:08
176,93.93,2022-08-17 13:33:09
177,93.68,2022-08-17 13:33:10
178,93.42,2022-08-17 13:33:11
179,93.15,2022-08-17 13:33:12
180,92.78,2022-08-17 13:33:13
181,92.52,2022-08-17 13:33:14
182,92.27,2022-08-17 13:33:15
183,92.12,2022-08-17 13:33:16
184,91.97,2022-08-17 13:33:17
185,91.82,2022-08-17 13:33:18
186,91.85,2022-08-17 13:33:19
187,91.85,2022-08-17 13:33:20
188,91.8,2022-08-17 13:33:21
189,91.73,2022-08-17 13:33:22
190,91.65,2022-08-17 13:33:23
191,91.55,2022-08-17 13:33:24
192,91.48,2022-08-17 13:33:25
193,91.4,2022-08-17 13:33:26
194,91.32,2022-08-17 13:33:27
195,91.27,2022-08-17 13:33:28
196,91.2,2022-08-17 13:33:29
197,91.2,2022-08-17 13:33:30
198,91.02,2022-08-17 13:33:31
199,90.83,2022-08-17 13:33:32
200,90.63,2022-08-17 13:33:33
201,90.47,2022-08-17 13:33:34
202,90.37,2022-08-17 13:33:35
203,90.4,2022-08-17 13:33:36
204,90.42,2022-08-17 13:33:37
205,90.47,2022-08-17 13:33:38
206,90.58,2022-08-17 13:33:39
207,90.73,2022-08-17 13:33:40
208,90.87,2022-08-17 13:33:41
209,90.97,2022-08-17 13:33:42
210,91.07,2022-08-17 13:33:43
211,91.15,2022-08-17 13:33:44
212,91.2,2022-08-17 13:33:45
213,91.27,2022-08-17 13:33:46
214,91.33,2022-08-17 13:33:47
215,91.38,2022-08-17 13:33:48
216,91.45,2022-08-17 13:33:49
217,91.55,2022-08-17 13:33:50
218,91.68,2022-08-17 13:33:51
219,91.8,2022-08-17 13:33:52
220,91.88,2022-08-17 13:33:53
221,91.95,2022-08-17 13:33:54
222,92.02,2022-08-17 13:33:55
223,92.08,2022-08-17 13:33:56
224,92.13,2022-08-17 13:33:57
225,92.15,2022-08-17 13:33:58
226,92.17,2022-08-17 13:33:59
227,92.2,2022-08-17 13:34:00
228,92.22,2022-08-17 13:34:01
229,92.25,2022-08-17 13:34:02
230,92.25,2022-08-17 13:34:03
231,92.27,2022-08-17 13:34:04
232,92.32,2022-08-17 13:34:05
233,92.37,2022-08-17 13:34:06
234,92.42,2022-08-17 13:34:07
235,92.47,2022-08-17 13:34:08
236,92.52,2022-08-17 13:34:09
237,92.58,2022-08-17 13:34:10
238,92.63,2022-08-17 13:34:11
239,92.7,2022-08-17 13:34:12
240,92.82,2022-08-17 13:34:13
