,HR,time
0,76.02,2022-10-26 15:47:58
1,75.85,2022-10-26 15:47:59
2,76.15,2022-10-26 15:48:00
3,75.92,2022-10-26 15:48:01
4,75.27,2022-10-26 15:48:02
5,75.07,2022-10-26 15:48:03
6,74.88,2022-10-26 15:48:04
7,74.83,2022-10-26 15:48:05
8,74.78,2022-10-26 15:48:06
9,74.72,2022-10-26 15:48:07
10,74.65,2022-10-26 15:48:08
11,74.58,2022-10-26 15:48:09
12,74.5,2022-10-26 15:48:10
13,74.43,2022-10-26 15:48:11
14,74.38,2022-10-26 15:48:12
15,74.4,2022-10-26 15:48:13
16,74.42,2022-10-26 15:48:14
17,74.43,2022-10-26 15:48:15
18,74.43,2022-10-26 15:48:16
19,74.42,2022-10-26 15:48:17
20,74.38,2022-10-26 15:48:18
21,74.35,2022-10-26 15:48:19
22,74.32,2022-10-26 15:48:20
23,74.28,2022-10-26 15:48:21
24,74.28,2022-10-26 15:48:22
25,74.28,2022-10-26 15:48:23
26,74.28,2022-10-26 15:48:24
27,74.28,2022-10-26 15:48:25
28,74.27,2022-10-26 15:48:26
29,74.23,2022-10-26 15:48:27
30,74.17,2022-10-26 15:48:28
31,74.07,2022-10-26 15:48:29
32,73.95,2022-10-26 15:48:30
33,73.83,2022-10-26 15:48:31
34,73.77,2022-10-26 15:48:32
35,73.7,2022-10-26 15:48:33
36,73.67,2022-10-26 15:48:34
37,73.68,2022-10-26 15:48:35
38,73.7,2022-10-26 15:48:36
39,73.72,2022-10-26 15:48:37
40,73.72,2022-10-26 15:48:38
41,73.72,2022-10-26 15:48:39
42,73.72,2022-10-26 15:48:40
43,73.7,2022-10-26 15:48:41
44,73.68,2022-10-26 15:48:42
45,73.67,2022-10-26 15:48:43
46,73.63,2022-10-26 15:48:44
47,73.6,2022-10-26 15:48:45
48,73.58,2022-10-26 15:48:46
49,73.55,2022-10-26 15:48:47
50,73.53,2022-10-26 15:48:48
51,73.52,2022-10-26 15:48:49
52,73.5,2022-10-26 15:48:50
53,73.52,2022-10-26 15:48:51
54,73.57,2022-10-26 15:48:52
55,73.62,2022-10-26 15:48:53
56,73.72,2022-10-26 15:48:54
57,73.8,2022-10-26 15:48:55
58,73.97,2022-10-26 15:48:56
59,74.13,2022-10-26 15:48:57
60,74.3,2022-10-26 15:48:58
61,74.45,2022-10-26 15:48:59
62,74.58,2022-10-26 15:49:00
63,74.68,2022-10-26 15:49:01
64,74.77,2022-10-26 15:49:02
65,74.83,2022-10-26 15:49:03
66,74.92,2022-10-26 15:49:04
67,74.98,2022-10-26 15:49:05
68,75.03,2022-10-26 15:49:06
69,75.08,2022-10-26 15:49:07
70,75.13,2022-10-26 15:49:08
71,75.17,2022-10-26 15:49:09
72,75.23,2022-10-26 15:49:10
73,75.28,2022-10-26 15:49:11
74,75.33,2022-10-26 15:49:12
75,75.33,2022-10-26 15:49:13
76,75.33,2022-10-26 15:49:14
77,75.33,2022-10-26 15:49:15
78,75.33,2022-10-26 15:49:16
79,75.33,2022-10-26 15:49:17
80,75.33,2022-10-26 15:49:18
81,75.33,2022-10-26 15:49:19
82,75.33,2022-10-26 15:49:20
83,75.35,2022-10-26 15:49:21
84,75.4,2022-10-26 15:49:22
85,75.47,2022-10-26 15:49:23
86,75.55,2022-10-26 15:49:24
87,75.63,2022-10-26 15:49:25
88,75.72,2022-10-26 15:49:26
89,75.8,2022-10-26 15:49:27
90,75.85,2022-10-26 15:49:28
91,75.9,2022-10-26 15:49:29
92,75.93,2022-10-26 15:49:30
93,75.97,2022-10-26 15:49:31
94,75.95,2022-10-26 15:49:32
95,75.95,2022-10-26 15:49:33
96,75.93,2022-10-26 15:49:34
97,75.92,2022-10-26 15:49:35
