,TEMP,time
0,30.83,2022-10-26 16:35:19.500
1,30.83,2022-10-26 16:35:19.750
2,30.85,2022-10-26 16:35:20.000
3,30.85,2022-10-26 16:35:20.250
4,30.85,2022-10-26 16:35:20.500
5,30.85,2022-10-26 16:35:20.750
6,30.87,2022-10-26 16:35:21.000
7,30.87,2022-10-26 16:35:21.250
8,30.87,2022-10-26 16:35:21.500
9,30.87,2022-10-26 16:35:21.750
10,30.85,2022-10-26 16:35:22.000
11,30.85,2022-10-26 16:35:22.250
12,30.85,2022-10-26 16:35:22.500
13,30.85,2022-10-26 16:35:22.750
14,30.85,2022-10-26 16:35:23.000
15,30.85,2022-10-26 16:35:23.250
16,30.85,2022-10-26 16:35:23.500
17,30.85,2022-10-26 16:35:23.750
18,30.85,2022-10-26 16:35:24.000
19,30.85,2022-10-26 16:35:24.250
20,30.85,2022-10-26 16:35:24.500
21,30.85,2022-10-26 16:35:24.750
22,30.85,2022-10-26 16:35:25.000
23,30.85,2022-10-26 16:35:25.250
24,30.85,2022-10-26 16:35:25.500
25,30.85,2022-10-26 16:35:25.750
26,30.85,2022-10-26 16:35:26.000
27,30.85,2022-10-26 16:35:26.250
28,30.85,2022-10-26 16:35:26.500
29,30.85,2022-10-26 16:35:26.750
30,30.85,2022-10-26 16:35:27.000
31,30.85,2022-10-26 16:35:27.250
32,30.85,2022-10-26 16:35:27.500
33,30.85,2022-10-26 16:35:27.750
34,30.87,2022-10-26 16:35:28.000
35,30.87,2022-10-26 16:35:28.250
36,30.87,2022-10-26 16:35:28.500
37,30.87,2022-10-26 16:35:28.750
38,30.89,2022-10-26 16:35:29.000
39,30.89,2022-10-26 16:35:29.250
40,30.89,2022-10-26 16:35:29.500
41,30.89,2022-10-26 16:35:29.750
42,30.89,2022-10-26 16:35:30.000
43,30.89,2022-10-26 16:35:30.250
44,30.89,2022-10-26 16:35:30.500
45,30.89,2022-10-26 16:35:30.750
46,30.87,2022-10-26 16:35:31.000
47,30.87,2022-10-26 16:35:31.250
48,30.87,2022-10-26 16:35:31.500
49,30.87,2022-10-26 16:35:31.750
50,30.87,2022-10-26 16:35:32.000
51,30.87,2022-10-26 16:35:32.250
52,30.87,2022-10-26 16:35:32.500
53,30.87,2022-10-26 16:35:32.750
54,30.85,2022-10-26 16:35:33.000
55,30.85,2022-10-26 16:35:33.250
56,30.85,2022-10-26 16:35:33.500
57,30.85,2022-10-26 16:35:33.750
58,30.89,2022-10-26 16:35:34.000
59,30.89,2022-10-26 16:35:34.250
60,30.89,2022-10-26 16:35:34.500
61,30.89,2022-10-26 16:35:34.750
62,30.87,2022-10-26 16:35:35.000
63,30.87,2022-10-26 16:35:35.250
64,30.87,2022-10-26 16:35:35.500
65,30.87,2022-10-26 16:35:35.750
66,30.87,2022-10-26 16:35:36.000
67,30.87,2022-10-26 16:35:36.250
68,30.87,2022-10-26 16:35:36.500
69,30.87,2022-10-26 16:35:36.750
70,30.87,2022-10-26 16:35:37.000
71,30.87,2022-10-26 16:35:37.250
72,30.87,2022-10-26 16:35:37.500
73,30.87,2022-10-26 16:35:37.750
74,30.87,2022-10-26 16:35:38.000
75,30.87,2022-10-26 16:35:38.250
76,30.87,2022-10-26 16:35:38.500
77,30.87,2022-10-26 16:35:38.750
78,30.87,2022-10-26 16:35:39.000
79,30.87,2022-10-26 16:35:39.250
80,30.87,2022-10-26 16:35:39.500
81,30.87,2022-10-26 16:35:39.750
82,30.87,2022-10-26 16:35:40.000
83,30.87,2022-10-26 16:35:40.250
84,30.87,2022-10-26 16:35:40.500
85,30.87,2022-10-26 16:35:40.750
86,30.87,2022-10-26 16:35:41.000
87,30.87,2022-10-26 16:35:41.250
88,30.87,2022-10-26 16:35:41.500
89,30.87,2022-10-26 16:35:41.750
90,30.87,2022-10-26 16:35:42.000
91,30.87,2022-10-26 16:35:42.250
92,30.87,2022-10-26 16:35:42.500
93,30.87,2022-10-26 16:35:42.750
94,30.89,2022-10-26 16:35:43.000
95,30.89,2022-10-26 16:35:43.250
96,30.89,2022-10-26 16:35:43.500
97,30.89,2022-10-26 16:35:43.750
98,30.87,2022-10-26 16:35:44.000
99,30.87,2022-10-26 16:35:44.250
100,30.87,2022-10-26 16:35:44.500
101,30.87,2022-10-26 16:35:44.750
102,30.87,2022-10-26 16:35:45.000
103,30.87,2022-10-26 16:35:45.250
104,30.87,2022-10-26 16:35:45.500
105,30.87,2022-10-26 16:35:45.750
106,30.89,2022-10-26 16:35:46.000
107,30.89,2022-10-26 16:35:46.250
108,30.89,2022-10-26 16:35:46.500
109,30.89,2022-10-26 16:35:46.750
110,30.89,2022-10-26 16:35:47.000
111,30.89,2022-10-26 16:35:47.250
112,30.89,2022-10-26 16:35:47.500
113,30.89,2022-10-26 16:35:47.750
114,30.89,2022-10-26 16:35:48.000
115,30.89,2022-10-26 16:35:48.250
116,30.89,2022-10-26 16:35:48.500
117,30.89,2022-10-26 16:35:48.750
118,30.89,2022-10-26 16:35:49.000
119,30.89,2022-10-26 16:35:49.250
120,30.89,2022-10-26 16:35:49.500
121,30.89,2022-10-26 16:35:49.750
122,30.89,2022-10-26 16:35:50.000
123,30.89,2022-10-26 16:35:50.250
124,30.89,2022-10-26 16:35:50.500
125,30.89,2022-10-26 16:35:50.750
126,30.89,2022-10-26 16:35:51.000
127,30.89,2022-10-26 16:35:51.250
128,30.89,2022-10-26 16:35:51.500
129,30.89,2022-10-26 16:35:51.750
130,30.89,2022-10-26 16:35:52.000
131,30.89,2022-10-26 16:35:52.250
132,30.89,2022-10-26 16:35:52.500
133,30.89,2022-10-26 16:35:52.750
134,30.89,2022-10-26 16:35:53.000
135,30.89,2022-10-26 16:35:53.250
136,30.89,2022-10-26 16:35:53.500
137,30.89,2022-10-26 16:35:53.750
138,30.89,2022-10-26 16:35:54.000
139,30.89,2022-10-26 16:35:54.250
140,30.89,2022-10-26 16:35:54.500
141,30.89,2022-10-26 16:35:54.750
142,30.89,2022-10-26 16:35:55.000
143,30.89,2022-10-26 16:35:55.250
144,30.89,2022-10-26 16:35:55.500
145,30.89,2022-10-26 16:35:55.750
146,30.91,2022-10-26 16:35:56.000
147,30.91,2022-10-26 16:35:56.250
148,30.91,2022-10-26 16:35:56.500
149,30.91,2022-10-26 16:35:56.750
150,30.89,2022-10-26 16:35:57.000
151,30.89,2022-10-26 16:35:57.250
152,30.89,2022-10-26 16:35:57.500
153,30.89,2022-10-26 16:35:57.750
154,30.89,2022-10-26 16:35:58.000
155,30.89,2022-10-26 16:35:58.250
156,30.89,2022-10-26 16:35:58.500
157,30.89,2022-10-26 16:35:58.750
158,30.91,2022-10-26 16:35:59.000
159,30.91,2022-10-26 16:35:59.250
160,30.91,2022-10-26 16:35:59.500
161,30.91,2022-10-26 16:35:59.750
162,30.91,2022-10-26 16:36:00.000
163,30.91,2022-10-26 16:36:00.250
164,30.91,2022-10-26 16:36:00.500
165,30.91,2022-10-26 16:36:00.750
166,30.91,2022-10-26 16:36:01.000
167,30.91,2022-10-26 16:36:01.250
168,30.91,2022-10-26 16:36:01.500
169,30.91,2022-10-26 16:36:01.750
170,30.93,2022-10-26 16:36:02.000
171,30.93,2022-10-26 16:36:02.250
172,30.93,2022-10-26 16:36:02.500
173,30.93,2022-10-26 16:36:02.750
174,30.93,2022-10-26 16:36:03.000
175,30.93,2022-10-26 16:36:03.250
176,30.93,2022-10-26 16:36:03.500
177,30.93,2022-10-26 16:36:03.750
178,30.93,2022-10-26 16:36:04.000
179,30.93,2022-10-26 16:36:04.250
180,30.93,2022-10-26 16:36:04.500
181,30.93,2022-10-26 16:36:04.750
182,30.93,2022-10-26 16:36:05.000
183,30.93,2022-10-26 16:36:05.250
184,30.93,2022-10-26 16:36:05.500
185,30.93,2022-10-26 16:36:05.750
186,30.91,2022-10-26 16:36:06.000
187,30.91,2022-10-26 16:36:06.250
188,30.91,2022-10-26 16:36:06.500
