,TEMP,time
0,33.25,2021-12-17 17:09:16.000
1,33.25,2021-12-17 17:09:16.250
2,33.25,2021-12-17 17:09:16.500
3,33.25,2021-12-17 17:09:16.750
4,33.27,2021-12-17 17:09:17.000
5,33.27,2021-12-17 17:09:17.250
6,33.27,2021-12-17 17:09:17.500
7,33.27,2021-12-17 17:09:17.750
8,33.25,2021-12-17 17:09:18.000
9,33.25,2021-12-17 17:09:18.250
10,33.25,2021-12-17 17:09:18.500
11,33.25,2021-12-17 17:09:18.750
12,33.29,2021-12-17 17:09:19.000
13,33.29,2021-12-17 17:09:19.250
14,33.29,2021-12-17 17:09:19.500
15,33.29,2021-12-17 17:09:19.750
16,33.29,2021-12-17 17:09:20.000
17,33.29,2021-12-17 17:09:20.250
18,33.29,2021-12-17 17:09:20.500
19,33.29,2021-12-17 17:09:20.750
20,33.29,2021-12-17 17:09:21.000
21,33.29,2021-12-17 17:09:21.250
22,33.29,2021-12-17 17:09:21.500
23,33.29,2021-12-17 17:09:21.750
24,33.27,2021-12-17 17:09:22.000
25,33.27,2021-12-17 17:09:22.250
26,33.27,2021-12-17 17:09:22.500
27,33.27,2021-12-17 17:09:22.750
28,33.27,2021-12-17 17:09:23.000
29,33.27,2021-12-17 17:09:23.250
30,33.27,2021-12-17 17:09:23.500
31,33.27,2021-12-17 17:09:23.750
32,33.27,2021-12-17 17:09:24.000
33,33.27,2021-12-17 17:09:24.250
34,33.27,2021-12-17 17:09:24.500
35,33.27,2021-12-17 17:09:24.750
36,33.29,2021-12-17 17:09:25.000
37,33.29,2021-12-17 17:09:25.250
38,33.29,2021-12-17 17:09:25.500
39,33.29,2021-12-17 17:09:25.750
40,33.29,2021-12-17 17:09:26.000
41,33.29,2021-12-17 17:09:26.250
42,33.29,2021-12-17 17:09:26.500
43,33.29,2021-12-17 17:09:26.750
44,33.29,2021-12-17 17:09:27.000
45,33.29,2021-12-17 17:09:27.250
46,33.29,2021-12-17 17:09:27.500
47,33.29,2021-12-17 17:09:27.750
48,33.31,2021-12-17 17:09:28.000
49,33.31,2021-12-17 17:09:28.250
50,33.31,2021-12-17 17:09:28.500
51,33.31,2021-12-17 17:09:28.750
52,33.29,2021-12-17 17:09:29.000
53,33.29,2021-12-17 17:09:29.250
54,33.29,2021-12-17 17:09:29.500
55,33.29,2021-12-17 17:09:29.750
56,33.29,2021-12-17 17:09:30.000
57,33.29,2021-12-17 17:09:30.250
58,33.29,2021-12-17 17:09:30.500
59,33.29,2021-12-17 17:09:30.750
60,33.29,2021-12-17 17:09:31.000
61,33.29,2021-12-17 17:09:31.250
62,33.29,2021-12-17 17:09:31.500
63,33.29,2021-12-17 17:09:31.750
64,33.29,2021-12-17 17:09:32.000
65,33.29,2021-12-17 17:09:32.250
66,33.29,2021-12-17 17:09:32.500
67,33.29,2021-12-17 17:09:32.750
68,33.31,2021-12-17 17:09:33.000
69,33.31,2021-12-17 17:09:33.250
70,33.31,2021-12-17 17:09:33.500
71,33.31,2021-12-17 17:09:33.750
72,33.33,2021-12-17 17:09:34.000
73,33.33,2021-12-17 17:09:34.250
74,33.33,2021-12-17 17:09:34.500
75,33.33,2021-12-17 17:09:34.750
76,33.33,2021-12-17 17:09:35.000
77,33.33,2021-12-17 17:09:35.250
78,33.33,2021-12-17 17:09:35.500
79,33.33,2021-12-17 17:09:35.750
80,33.27,2021-12-17 17:09:36.000
81,33.27,2021-12-17 17:09:36.250
82,33.27,2021-12-17 17:09:36.500
83,33.27,2021-12-17 17:09:36.750
84,33.29,2021-12-17 17:09:37.000
85,33.29,2021-12-17 17:09:37.250
86,33.29,2021-12-17 17:09:37.500
87,33.29,2021-12-17 17:09:37.750
88,33.31,2021-12-17 17:09:38.000
89,33.31,2021-12-17 17:09:38.250
90,33.31,2021-12-17 17:09:38.500
91,33.31,2021-12-17 17:09:38.750
92,33.33,2021-12-17 17:09:39.000
93,33.33,2021-12-17 17:09:39.250
94,33.33,2021-12-17 17:09:39.500
95,33.33,2021-12-17 17:09:39.750
96,33.33,2021-12-17 17:09:40.000
97,33.33,2021-12-17 17:09:40.250
98,33.33,2021-12-17 17:09:40.500
99,33.33,2021-12-17 17:09:40.750
100,33.31,2021-12-17 17:09:41.000
101,33.31,2021-12-17 17:09:41.250
102,33.31,2021-12-17 17:09:41.500
103,33.31,2021-12-17 17:09:41.750
104,33.31,2021-12-17 17:09:42.000
105,33.31,2021-12-17 17:09:42.250
106,33.31,2021-12-17 17:09:42.500
107,33.31,2021-12-17 17:09:42.750
108,33.33,2021-12-17 17:09:43.000
109,33.33,2021-12-17 17:09:43.250
110,33.33,2021-12-17 17:09:43.500
111,33.33,2021-12-17 17:09:43.750
112,33.34,2021-12-17 17:09:44.000
113,33.34,2021-12-17 17:09:44.250
114,33.34,2021-12-17 17:09:44.500
115,33.34,2021-12-17 17:09:44.750
116,33.34,2021-12-17 17:09:45.000
117,33.34,2021-12-17 17:09:45.250
118,33.34,2021-12-17 17:09:45.500
119,33.34,2021-12-17 17:09:45.750
120,33.31,2021-12-17 17:09:46.000
121,33.31,2021-12-17 17:09:46.250
122,33.31,2021-12-17 17:09:46.500
123,33.31,2021-12-17 17:09:46.750
124,33.33,2021-12-17 17:09:47.000
125,33.33,2021-12-17 17:09:47.250
126,33.33,2021-12-17 17:09:47.500
127,33.33,2021-12-17 17:09:47.750
128,33.29,2021-12-17 17:09:48.000
129,33.29,2021-12-17 17:09:48.250
130,33.29,2021-12-17 17:09:48.500
131,33.29,2021-12-17 17:09:48.750
132,33.31,2021-12-17 17:09:49.000
133,33.31,2021-12-17 17:09:49.250
134,33.31,2021-12-17 17:09:49.500
135,33.31,2021-12-17 17:09:49.750
136,33.29,2021-12-17 17:09:50.000
137,33.29,2021-12-17 17:09:50.250
138,33.29,2021-12-17 17:09:50.500
139,33.29,2021-12-17 17:09:50.750
140,33.29,2021-12-17 17:09:51.000
141,33.29,2021-12-17 17:09:51.250
142,33.29,2021-12-17 17:09:51.500
143,33.29,2021-12-17 17:09:51.750
144,33.31,2021-12-17 17:09:52.000
145,33.31,2021-12-17 17:09:52.250
146,33.31,2021-12-17 17:09:52.500
147,33.31,2021-12-17 17:09:52.750
148,33.29,2021-12-17 17:09:53.000
149,33.29,2021-12-17 17:09:53.250
150,33.29,2021-12-17 17:09:53.500
151,33.29,2021-12-17 17:09:53.750
152,33.29,2021-12-17 17:09:54.000
153,33.29,2021-12-17 17:09:54.250
154,33.29,2021-12-17 17:09:54.500
155,33.29,2021-12-17 17:09:54.750
156,33.29,2021-12-17 17:09:55.000
157,33.29,2021-12-17 17:09:55.250
158,33.29,2021-12-17 17:09:55.500
159,33.29,2021-12-17 17:09:55.750
160,33.29,2021-12-17 17:09:56.000
161,33.29,2021-12-17 17:09:56.250
162,33.29,2021-12-17 17:09:56.500
163,33.29,2021-12-17 17:09:56.750
164,33.27,2021-12-17 17:09:57.000
165,33.27,2021-12-17 17:09:57.250
166,33.27,2021-12-17 17:09:57.500
167,33.27,2021-12-17 17:09:57.750
168,33.27,2021-12-17 17:09:58.000
169,33.27,2021-12-17 17:09:58.250
170,33.27,2021-12-17 17:09:58.500
171,33.27,2021-12-17 17:09:58.750
172,33.27,2021-12-17 17:09:59.000
173,33.27,2021-12-17 17:09:59.250
174,33.27,2021-12-17 17:09:59.500
175,33.27,2021-12-17 17:09:59.750
176,33.25,2021-12-17 17:10:00.000
177,33.25,2021-12-17 17:10:00.250
178,33.25,2021-12-17 17:10:00.500
179,33.25,2021-12-17 17:10:00.750
180,33.25,2021-12-17 17:10:01.000
181,33.25,2021-12-17 17:10:01.250
182,33.25,2021-12-17 17:10:01.500
183,33.25,2021-12-17 17:10:01.750
184,33.27,2021-12-17 17:10:02.000
185,33.27,2021-12-17 17:10:02.250
186,33.27,2021-12-17 17:10:02.500
187,33.27,2021-12-17 17:10:02.750
188,33.25,2021-12-17 17:10:03.000
189,33.25,2021-12-17 17:10:03.250
190,33.25,2021-12-17 17:10:03.500
191,33.25,2021-12-17 17:10:03.750
192,33.23,2021-12-17 17:10:04.000
193,33.23,2021-12-17 17:10:04.250
194,33.23,2021-12-17 17:10:04.500
195,33.23,2021-12-17 17:10:04.750
196,33.25,2021-12-17 17:10:05.000
197,33.25,2021-12-17 17:10:05.250
198,33.25,2021-12-17 17:10:05.500
199,33.25,2021-12-17 17:10:05.750
200,33.25,2021-12-17 17:10:06.000
201,33.25,2021-12-17 17:10:06.250
202,33.25,2021-12-17 17:10:06.500
203,33.25,2021-12-17 17:10:06.750
204,33.23,2021-12-17 17:10:07.000
205,33.23,2021-12-17 17:10:07.250
206,33.23,2021-12-17 17:10:07.500
207,33.23,2021-12-17 17:10:07.750
208,33.21,2021-12-17 17:10:08.000
209,33.21,2021-12-17 17:10:08.250
210,33.21,2021-12-17 17:10:08.500
211,33.21,2021-12-17 17:10:08.750
212,33.21,2021-12-17 17:10:09.000
213,33.21,2021-12-17 17:10:09.250
214,33.21,2021-12-17 17:10:09.500
215,33.21,2021-12-17 17:10:09.750
216,33.23,2021-12-17 17:10:10.000
217,33.23,2021-12-17 17:10:10.250
218,33.23,2021-12-17 17:10:10.500
219,33.23,2021-12-17 17:10:10.750
220,33.21,2021-12-17 17:10:11.000
221,33.21,2021-12-17 17:10:11.250
222,33.21,2021-12-17 17:10:11.500
223,33.21,2021-12-17 17:10:11.750
224,33.23,2021-12-17 17:10:12.000
225,33.23,2021-12-17 17:10:12.250
226,33.23,2021-12-17 17:10:12.500
227,33.23,2021-12-17 17:10:12.750
228,33.21,2021-12-17 17:10:13.000
229,33.21,2021-12-17 17:10:13.250
230,33.21,2021-12-17 17:10:13.500
231,33.21,2021-12-17 17:10:13.750
232,33.18,2021-12-17 17:10:14.000
233,33.18,2021-12-17 17:10:14.250
234,33.18,2021-12-17 17:10:14.500
235,33.18,2021-12-17 17:10:14.750
236,33.21,2021-12-17 17:10:15.000
237,33.21,2021-12-17 17:10:15.250
238,33.21,2021-12-17 17:10:15.500
239,33.21,2021-12-17 17:10:15.750
240,33.21,2021-12-17 17:10:16.000
241,33.21,2021-12-17 17:10:16.250
242,33.21,2021-12-17 17:10:16.500
243,33.21,2021-12-17 17:10:16.750
244,33.21,2021-12-17 17:10:17.000
245,33.21,2021-12-17 17:10:17.250
246,33.21,2021-12-17 17:10:17.500
247,33.21,2021-12-17 17:10:17.750
248,33.18,2021-12-17 17:10:18.000
249,33.18,2021-12-17 17:10:18.250
250,33.18,2021-12-17 17:10:18.500
251,33.18,2021-12-17 17:10:18.750
252,33.18,2021-12-17 17:10:19.000
253,33.18,2021-12-17 17:10:19.250
254,33.18,2021-12-17 17:10:19.500
255,33.18,2021-12-17 17:10:19.750
256,33.18,2021-12-17 17:10:20.000
257,33.18,2021-12-17 17:10:20.250
258,33.18,2021-12-17 17:10:20.500
259,33.18,2021-12-17 17:10:20.750
260,33.18,2021-12-17 17:10:21.000
261,33.18,2021-12-17 17:10:21.250
262,33.18,2021-12-17 17:10:21.500
263,33.18,2021-12-17 17:10:21.750
264,33.16,2021-12-17 17:10:22.000
265,33.16,2021-12-17 17:10:22.250
266,33.16,2021-12-17 17:10:22.500
267,33.16,2021-12-17 17:10:22.750
268,33.18,2021-12-17 17:10:23.000
269,33.18,2021-12-17 17:10:23.250
270,33.18,2021-12-17 17:10:23.500
271,33.18,2021-12-17 17:10:23.750
272,33.18,2021-12-17 17:10:24.000
273,33.18,2021-12-17 17:10:24.250
274,33.18,2021-12-17 17:10:24.500
275,33.18,2021-12-17 17:10:24.750
276,33.16,2021-12-17 17:10:25.000
277,33.16,2021-12-17 17:10:25.250
278,33.16,2021-12-17 17:10:25.500
279,33.16,2021-12-17 17:10:25.750
280,33.16,2021-12-17 17:10:26.000
281,33.16,2021-12-17 17:10:26.250
282,33.16,2021-12-17 17:10:26.500
283,33.16,2021-12-17 17:10:26.750
284,33.18,2021-12-17 17:10:27.000
285,33.18,2021-12-17 17:10:27.250
286,33.18,2021-12-17 17:10:27.500
287,33.18,2021-12-17 17:10:27.750
288,33.16,2021-12-17 17:10:28.000
289,33.16,2021-12-17 17:10:28.250
290,33.16,2021-12-17 17:10:28.500
291,33.16,2021-12-17 17:10:28.750
292,33.16,2021-12-17 17:10:29.000
293,33.16,2021-12-17 17:10:29.250
294,33.16,2021-12-17 17:10:29.500
295,33.16,2021-12-17 17:10:29.750
296,33.16,2021-12-17 17:10:30.000
297,33.16,2021-12-17 17:10:30.250
298,33.16,2021-12-17 17:10:30.500
299,33.16,2021-12-17 17:10:30.750
300,33.15,2021-12-17 17:10:31.000
301,33.15,2021-12-17 17:10:31.250
302,33.15,2021-12-17 17:10:31.500
303,33.15,2021-12-17 17:10:31.750
304,33.16,2021-12-17 17:10:32.000
305,33.16,2021-12-17 17:10:32.250
306,33.16,2021-12-17 17:10:32.500
307,33.16,2021-12-17 17:10:32.750
308,33.16,2021-12-17 17:10:33.000
309,33.16,2021-12-17 17:10:33.250
310,33.16,2021-12-17 17:10:33.500
311,33.16,2021-12-17 17:10:33.750
312,33.16,2021-12-17 17:10:34.000
