,HR,time
0,84.86,2022-10-26 09:52:41
1,84.83,2022-10-26 09:52:42
2,84.77,2022-10-26 09:52:43
3,84.94,2022-10-26 09:52:44
4,85.09,2022-10-26 09:52:45
5,85.24,2022-10-26 09:52:46
6,85.37,2022-10-26 09:52:47
7,85.5,2022-10-26 09:52:48
8,85.62,2022-10-26 09:52:49
9,85.71,2022-10-26 09:52:50
10,85.67,2022-10-26 09:52:51
11,85.7,2022-10-26 09:52:52
12,85.8,2022-10-26 09:52:53
13,85.93,2022-10-26 09:52:54
14,86.07,2022-10-26 09:52:55
15,86.2,2022-10-26 09:52:56
16,86.36,2022-10-26 09:52:57
17,86.52,2022-10-26 09:52:58
18,86.68,2022-10-26 09:52:59
19,86.81,2022-10-26 09:53:00
20,86.94,2022-10-26 09:53:01
21,87.06,2022-10-26 09:53:02
22,87.18,2022-10-26 09:53:03
23,87.27,2022-10-26 09:53:04
24,87.34,2022-10-26 09:53:05
25,87.39,2022-10-26 09:53:06
26,87.44,2022-10-26 09:53:07
27,87.46,2022-10-26 09:53:08
28,87.46,2022-10-26 09:53:09
29,87.41,2022-10-26 09:53:10
30,87.36,2022-10-26 09:53:11
31,87.3,2022-10-26 09:53:12
32,87.87,2022-10-26 09:53:13
33,88.07,2022-10-26 09:53:14
34,88.3,2022-10-26 09:53:15
35,88.43,2022-10-26 09:53:16
36,88.57,2022-10-26 09:53:17
37,88.55,2022-10-26 09:53:18
38,88.4,2022-10-26 09:53:19
39,88.2,2022-10-26 09:53:20
40,88.0,2022-10-26 09:53:21
41,87.75,2022-10-26 09:53:22
42,87.5,2022-10-26 09:53:23
43,87.27,2022-10-26 09:53:24
44,87.03,2022-10-26 09:53:25
45,86.82,2022-10-26 09:53:26
46,86.62,2022-10-26 09:53:27
47,86.43,2022-10-26 09:53:28
48,86.27,2022-10-26 09:53:29
49,86.1,2022-10-26 09:53:30
50,85.95,2022-10-26 09:53:31
51,85.82,2022-10-26 09:53:32
