,HR,time
0,109.1,2021-12-17 16:33:20
1,109.38,2021-12-17 16:33:21
2,109.68,2021-12-17 16:33:22
3,109.95,2021-12-17 16:33:23
4,110.27,2021-12-17 16:33:24
5,110.57,2021-12-17 16:33:25
6,110.9,2021-12-17 16:33:26
7,111.17,2021-12-17 16:33:27
8,111.43,2021-12-17 16:33:28
9,111.65,2021-12-17 16:33:29
10,111.78,2021-12-17 16:33:30
11,111.93,2021-12-17 16:33:31
12,112.07,2021-12-17 16:33:32
13,112.28,2021-12-17 16:33:33
14,112.47,2021-12-17 16:33:34
15,112.67,2021-12-17 16:33:35
16,112.83,2021-12-17 16:33:36
17,112.95,2021-12-17 16:33:37
18,113.03,2021-12-17 16:33:38
19,113.03,2021-12-17 16:33:39
20,113.05,2021-12-17 16:33:40
21,113.05,2021-12-17 16:33:41
22,113.02,2021-12-17 16:33:42
23,113.02,2021-12-17 16:33:43
24,113.1,2021-12-17 16:33:44
25,113.13,2021-12-17 16:33:45
26,113.17,2021-12-17 16:33:46
27,113.17,2021-12-17 16:33:47
28,113.18,2021-12-17 16:33:48
29,113.27,2021-12-17 16:33:49
30,113.37,2021-12-17 16:33:50
31,113.5,2021-12-17 16:33:51
32,113.63,2021-12-17 16:33:52
33,113.78,2021-12-17 16:33:53
34,113.17,2021-12-17 16:33:54
35,112.53,2021-12-17 16:33:55
36,111.93,2021-12-17 16:33:56
37,111.33,2021-12-17 16:33:57
38,110.77,2021-12-17 16:33:58
39,110.17,2021-12-17 16:33:59
40,109.4,2021-12-17 16:34:00
41,108.63,2021-12-17 16:34:01
42,107.85,2021-12-17 16:34:02
43,107.03,2021-12-17 16:34:03
44,106.18,2021-12-17 16:34:04
45,105.35,2021-12-17 16:34:05
46,104.5,2021-12-17 16:34:06
47,103.62,2021-12-17 16:34:07
48,102.75,2021-12-17 16:34:08
49,101.88,2021-12-17 16:34:09
50,101.07,2021-12-17 16:34:10
51,100.25,2021-12-17 16:34:11
52,99.42,2021-12-17 16:34:12
53,98.6,2021-12-17 16:34:13
54,97.92,2021-12-17 16:34:14
55,97.22,2021-12-17 16:34:15
56,96.55,2021-12-17 16:34:16
57,95.8,2021-12-17 16:34:17
58,95.07,2021-12-17 16:34:18
59,94.33,2021-12-17 16:34:19
60,93.6,2021-12-17 16:34:20
61,92.9,2021-12-17 16:34:21
62,92.2,2021-12-17 16:34:22
63,91.5,2021-12-17 16:34:23
64,90.8,2021-12-17 16:34:24
65,90.1,2021-12-17 16:34:25
66,89.38,2021-12-17 16:34:26
67,88.7,2021-12-17 16:34:27
68,88.03,2021-12-17 16:34:28
69,87.37,2021-12-17 16:34:29
70,86.7,2021-12-17 16:34:30
71,86.05,2021-12-17 16:34:31
72,85.38,2021-12-17 16:34:32
73,84.63,2021-12-17 16:34:33
74,83.9,2021-12-17 16:34:34
75,83.15,2021-12-17 16:34:35
76,82.43,2021-12-17 16:34:36
77,81.72,2021-12-17 16:34:37
78,80.98,2021-12-17 16:34:38
79,80.33,2021-12-17 16:34:39
80,79.65,2021-12-17 16:34:40
81,78.98,2021-12-17 16:34:41
82,78.37,2021-12-17 16:34:42
83,77.73,2021-12-17 16:34:43
84,77.05,2021-12-17 16:34:44
85,76.38,2021-12-17 16:34:45
86,75.72,2021-12-17 16:34:46
87,75.07,2021-12-17 16:34:47
88,74.4,2021-12-17 16:34:48
89,73.65,2021-12-17 16:34:49
90,72.88,2021-12-17 16:34:50
91,72.03,2021-12-17 16:34:51
92,71.13,2021-12-17 16:34:52
93,70.25,2021-12-17 16:34:53
94,70.15,2021-12-17 16:34:54
95,70.08,2021-12-17 16:34:55
96,70.13,2021-12-17 16:34:56
97,70.13,2021-12-17 16:34:57
98,70.13,2021-12-17 16:34:58
99,69.98,2021-12-17 16:34:59
100,69.82,2021-12-17 16:35:00
101,69.67,2021-12-17 16:35:01
102,69.57,2021-12-17 16:35:02
103,69.47,2021-12-17 16:35:03
104,69.38,2021-12-17 16:35:04
105,69.3,2021-12-17 16:35:05
106,69.22,2021-12-17 16:35:06
107,69.13,2021-12-17 16:35:07
108,69.07,2021-12-17 16:35:08
109,69.0,2021-12-17 16:35:09
110,68.93,2021-12-17 16:35:10
111,68.85,2021-12-17 16:35:11
112,68.78,2021-12-17 16:35:12
113,68.72,2021-12-17 16:35:13
114,68.65,2021-12-17 16:35:14
115,68.62,2021-12-17 16:35:15
116,68.57,2021-12-17 16:35:16
117,68.52,2021-12-17 16:35:17
118,68.48,2021-12-17 16:35:18
119,68.45,2021-12-17 16:35:19
120,68.42,2021-12-17 16:35:20
121,68.4,2021-12-17 16:35:21
122,68.42,2021-12-17 16:35:22
123,68.43,2021-12-17 16:35:23
124,68.5,2021-12-17 16:35:24
125,68.57,2021-12-17 16:35:25
126,68.63,2021-12-17 16:35:26
127,68.72,2021-12-17 16:35:27
128,68.8,2021-12-17 16:35:28
129,68.88,2021-12-17 16:35:29
130,68.97,2021-12-17 16:35:30
131,69.05,2021-12-17 16:35:31
132,69.17,2021-12-17 16:35:32
133,69.28,2021-12-17 16:35:33
134,69.4,2021-12-17 16:35:34
135,69.52,2021-12-17 16:35:35
136,69.63,2021-12-17 16:35:36
137,69.57,2021-12-17 16:35:37
138,69.52,2021-12-17 16:35:38
139,69.43,2021-12-17 16:35:39
140,69.37,2021-12-17 16:35:40
141,69.27,2021-12-17 16:35:41
142,69.18,2021-12-17 16:35:42
143,69.1,2021-12-17 16:35:43
144,69.05,2021-12-17 16:35:44
145,69.03,2021-12-17 16:35:45
146,69.03,2021-12-17 16:35:46
147,69.03,2021-12-17 16:35:47
148,69.03,2021-12-17 16:35:48
149,69.03,2021-12-17 16:35:49
150,69.03,2021-12-17 16:35:50
151,69.07,2021-12-17 16:35:51
152,69.13,2021-12-17 16:35:52
153,69.2,2021-12-17 16:35:53
154,69.27,2021-12-17 16:35:54
155,69.33,2021-12-17 16:35:55
156,69.28,2021-12-17 16:35:56
157,69.3,2021-12-17 16:35:57
158,69.32,2021-12-17 16:35:58
159,69.5,2021-12-17 16:35:59
160,69.67,2021-12-17 16:36:00
161,69.83,2021-12-17 16:36:01
162,69.97,2021-12-17 16:36:02
163,70.08,2021-12-17 16:36:03
164,70.2,2021-12-17 16:36:04
165,70.3,2021-12-17 16:36:05
166,70.4,2021-12-17 16:36:06
167,70.5,2021-12-17 16:36:07
168,70.6,2021-12-17 16:36:08
169,70.7,2021-12-17 16:36:09
170,70.8,2021-12-17 16:36:10
171,70.9,2021-12-17 16:36:11
172,71.0,2021-12-17 16:36:12
173,71.08,2021-12-17 16:36:13
174,71.13,2021-12-17 16:36:14
175,71.13,2021-12-17 16:36:15
176,71.15,2021-12-17 16:36:16
177,71.12,2021-12-17 16:36:17
178,71.07,2021-12-17 16:36:18
179,71.02,2021-12-17 16:36:19
180,70.97,2021-12-17 16:36:20
181,70.9,2021-12-17 16:36:21
182,70.83,2021-12-17 16:36:22
183,70.8,2021-12-17 16:36:23
184,70.73,2021-12-17 16:36:24
185,70.7,2021-12-17 16:36:25
186,70.7,2021-12-17 16:36:26
187,70.67,2021-12-17 16:36:27
188,70.63,2021-12-17 16:36:28
189,70.6,2021-12-17 16:36:29
190,70.57,2021-12-17 16:36:30
191,70.53,2021-12-17 16:36:31
192,70.45,2021-12-17 16:36:32
193,70.37,2021-12-17 16:36:33
194,70.28,2021-12-17 16:36:34
195,70.2,2021-12-17 16:36:35
196,70.12,2021-12-17 16:36:36
197,70.18,2021-12-17 16:36:37
198,70.23,2021-12-17 16:36:38
199,70.28,2021-12-17 16:36:39
200,70.32,2021-12-17 16:36:40
201,70.37,2021-12-17 16:36:41
202,70.38,2021-12-17 16:36:42
203,70.38,2021-12-17 16:36:43
204,70.35,2021-12-17 16:36:44
205,70.28,2021-12-17 16:36:45
206,70.2,2021-12-17 16:36:46
207,70.12,2021-12-17 16:36:47
208,70.05,2021-12-17 16:36:48
209,69.98,2021-12-17 16:36:49
210,69.92,2021-12-17 16:36:50
211,69.85,2021-12-17 16:36:51
212,69.82,2021-12-17 16:36:52
213,69.75,2021-12-17 16:36:53
214,69.68,2021-12-17 16:36:54
215,69.62,2021-12-17 16:36:55
216,69.57,2021-12-17 16:36:56
217,69.5,2021-12-17 16:36:57
218,69.45,2021-12-17 16:36:58
219,69.38,2021-12-17 16:36:59
220,69.33,2021-12-17 16:37:00
221,69.27,2021-12-17 16:37:01
222,69.23,2021-12-17 16:37:02
223,69.2,2021-12-17 16:37:03
224,69.17,2021-12-17 16:37:04
225,69.13,2021-12-17 16:37:05
226,69.08,2021-12-17 16:37:06
227,69.05,2021-12-17 16:37:07
228,69.03,2021-12-17 16:37:08
229,69.02,2021-12-17 16:37:09
230,69.02,2021-12-17 16:37:10
231,69.03,2021-12-17 16:37:11
232,69.05,2021-12-17 16:37:12
233,69.08,2021-12-17 16:37:13
234,69.15,2021-12-17 16:37:14
235,69.25,2021-12-17 16:37:15
236,69.35,2021-12-17 16:37:16
237,69.52,2021-12-17 16:37:17
238,69.68,2021-12-17 16:37:18
239,69.83,2021-12-17 16:37:19
240,69.97,2021-12-17 16:37:20
241,70.08,2021-12-17 16:37:21
242,70.18,2021-12-17 16:37:22
243,70.25,2021-12-17 16:37:23
244,70.32,2021-12-17 16:37:24
245,70.32,2021-12-17 16:37:25
246,70.28,2021-12-17 16:37:26
247,70.27,2021-12-17 16:37:27
248,70.25,2021-12-17 16:37:28
249,70.27,2021-12-17 16:37:29
250,70.25,2021-12-17 16:37:30
251,70.23,2021-12-17 16:37:31
252,70.22,2021-12-17 16:37:32
253,70.13,2021-12-17 16:37:33
254,70.02,2021-12-17 16:37:34
255,69.87,2021-12-17 16:37:35
256,69.67,2021-12-17 16:37:36
257,69.5,2021-12-17 16:37:37
258,69.3,2021-12-17 16:37:38
259,69.13,2021-12-17 16:37:39
260,69.0,2021-12-17 16:37:40
261,68.87,2021-12-17 16:37:41
262,68.78,2021-12-17 16:37:42
263,68.73,2021-12-17 16:37:43
264,68.72,2021-12-17 16:37:44
265,68.78,2021-12-17 16:37:45
266,68.87,2021-12-17 16:37:46
267,68.98,2021-12-17 16:37:47
268,69.1,2021-12-17 16:37:48
269,69.18,2021-12-17 16:37:49
270,69.27,2021-12-17 16:37:50
271,69.33,2021-12-17 16:37:51
272,69.37,2021-12-17 16:37:52
273,69.43,2021-12-17 16:37:53
274,69.47,2021-12-17 16:37:54
275,69.55,2021-12-17 16:37:55
276,69.65,2021-12-17 16:37:56
277,69.75,2021-12-17 16:37:57
278,69.83,2021-12-17 16:37:58
279,69.92,2021-12-17 16:37:59
280,69.97,2021-12-17 16:38:00
281,70.05,2021-12-17 16:38:01
282,70.1,2021-12-17 16:38:02
283,70.15,2021-12-17 16:38:03
284,70.2,2021-12-17 16:38:04
285,70.27,2021-12-17 16:38:05
286,70.37,2021-12-17 16:38:06
287,70.43,2021-12-17 16:38:07
288,70.17,2021-12-17 16:38:08
289,69.9,2021-12-17 16:38:09
290,69.53,2021-12-17 16:38:10
291,69.3,2021-12-17 16:38:11
292,69.15,2021-12-17 16:38:12
293,69.03,2021-12-17 16:38:13
294,68.97,2021-12-17 16:38:14
295,68.87,2021-12-17 16:38:15
296,68.77,2021-12-17 16:38:16
297,68.62,2021-12-17 16:38:17
298,68.47,2021-12-17 16:38:18
