,HR,time
0,78.35,2021-12-17 16:56:59
1,78.6,2021-12-17 16:57:00
2,78.83,2021-12-17 16:57:01
3,79.07,2021-12-17 16:57:02
4,79.27,2021-12-17 16:57:03
5,79.43,2021-12-17 16:57:04
6,79.75,2021-12-17 16:57:05
7,79.95,2021-12-17 16:57:06
8,80.18,2021-12-17 16:57:07
9,80.35,2021-12-17 16:57:08
10,80.52,2021-12-17 16:57:09
11,80.65,2021-12-17 16:57:10
12,80.73,2021-12-17 16:57:11
13,80.75,2021-12-17 16:57:12
14,80.47,2021-12-17 16:57:13
15,80.18,2021-12-17 16:57:14
16,79.9,2021-12-17 16:57:15
17,79.57,2021-12-17 16:57:16
18,79.23,2021-12-17 16:57:17
19,78.9,2021-12-17 16:57:18
20,78.53,2021-12-17 16:57:19
21,78.07,2021-12-17 16:57:20
22,77.57,2021-12-17 16:57:21
23,77.05,2021-12-17 16:57:22
24,76.65,2021-12-17 16:57:23
25,76.28,2021-12-17 16:57:24
26,76.05,2021-12-17 16:57:25
27,75.8,2021-12-17 16:57:26
28,75.53,2021-12-17 16:57:27
29,75.27,2021-12-17 16:57:28
30,75.1,2021-12-17 16:57:29
31,74.95,2021-12-17 16:57:30
32,74.8,2021-12-17 16:57:31
33,74.63,2021-12-17 16:57:32
34,74.47,2021-12-17 16:57:33
35,74.3,2021-12-17 16:57:34
36,74.13,2021-12-17 16:57:35
37,73.58,2021-12-17 16:57:36
38,73.07,2021-12-17 16:57:37
39,72.58,2021-12-17 16:57:38
40,72.12,2021-12-17 16:57:39
41,71.67,2021-12-17 16:57:40
42,71.22,2021-12-17 16:57:41
43,70.78,2021-12-17 16:57:42
44,70.3,2021-12-17 16:57:43
45,69.82,2021-12-17 16:57:44
46,69.38,2021-12-17 16:57:45
47,68.95,2021-12-17 16:57:46
48,68.52,2021-12-17 16:57:47
49,68.0,2021-12-17 16:57:48
50,67.48,2021-12-17 16:57:49
51,67.07,2021-12-17 16:57:50
52,66.68,2021-12-17 16:57:51
53,66.32,2021-12-17 16:57:52
54,65.98,2021-12-17 16:57:53
55,65.65,2021-12-17 16:57:54
56,65.2,2021-12-17 16:57:55
57,64.72,2021-12-17 16:57:56
58,64.22,2021-12-17 16:57:57
59,63.65,2021-12-17 16:57:58
60,63.08,2021-12-17 16:57:59
61,62.57,2021-12-17 16:58:00
62,62.05,2021-12-17 16:58:01
63,61.52,2021-12-17 16:58:02
64,61.03,2021-12-17 16:58:03
65,60.55,2021-12-17 16:58:04
66,60.07,2021-12-17 16:58:05
67,59.72,2021-12-17 16:58:06
68,59.32,2021-12-17 16:58:07
69,59.17,2021-12-17 16:58:08
70,58.92,2021-12-17 16:58:09
71,58.7,2021-12-17 16:58:10
72,58.43,2021-12-17 16:58:11
73,58.2,2021-12-17 16:58:12
74,57.98,2021-12-17 16:58:13
75,57.75,2021-12-17 16:58:14
76,57.45,2021-12-17 16:58:15
77,57.17,2021-12-17 16:58:16
78,56.92,2021-12-17 16:58:17
79,56.65,2021-12-17 16:58:18
80,56.4,2021-12-17 16:58:19
81,56.23,2021-12-17 16:58:20
82,56.07,2021-12-17 16:58:21
83,55.95,2021-12-17 16:58:22
84,55.82,2021-12-17 16:58:23
85,55.65,2021-12-17 16:58:24
86,55.53,2021-12-17 16:58:25
87,55.43,2021-12-17 16:58:26
88,55.33,2021-12-17 16:58:27
89,55.68,2021-12-17 16:58:28
90,56.0,2021-12-17 16:58:29
91,56.32,2021-12-17 16:58:30
92,56.58,2021-12-17 16:58:31
93,56.87,2021-12-17 16:58:32
94,57.17,2021-12-17 16:58:33
95,57.45,2021-12-17 16:58:34
96,57.7,2021-12-17 16:58:35
97,58.02,2021-12-17 16:58:36
98,58.33,2021-12-17 16:58:37
99,58.62,2021-12-17 16:58:38
100,58.9,2021-12-17 16:58:39
101,59.08,2021-12-17 16:58:40
102,59.3,2021-12-17 16:58:41
103,59.5,2021-12-17 16:58:42
104,59.65,2021-12-17 16:58:43
105,59.73,2021-12-17 16:58:44
106,59.75,2021-12-17 16:58:45
107,59.78,2021-12-17 16:58:46
108,59.85,2021-12-17 16:58:47
109,59.92,2021-12-17 16:58:48
110,59.97,2021-12-17 16:58:49
111,59.85,2021-12-17 16:58:50
112,59.7,2021-12-17 16:58:51
113,59.62,2021-12-17 16:58:52
114,59.5,2021-12-17 16:58:53
115,59.47,2021-12-17 16:58:54
116,59.45,2021-12-17 16:58:55
117,59.47,2021-12-17 16:58:56
118,59.5,2021-12-17 16:58:57
119,59.53,2021-12-17 16:58:58
120,59.57,2021-12-17 16:58:59
