,HR,time
0,81.83,2021-12-17 16:49:38
1,81.52,2021-12-17 16:49:39
2,81.22,2021-12-17 16:49:40
3,80.92,2021-12-17 16:49:41
4,80.68,2021-12-17 16:49:42
5,80.37,2021-12-17 16:49:43
6,80.03,2021-12-17 16:49:44
7,79.68,2021-12-17 16:49:45
8,79.35,2021-12-17 16:49:46
9,78.97,2021-12-17 16:49:47
10,78.58,2021-12-17 16:49:48
11,78.27,2021-12-17 16:49:49
12,77.93,2021-12-17 16:49:50
13,77.6,2021-12-17 16:49:51
14,77.27,2021-12-17 16:49:52
15,76.92,2021-12-17 16:49:53
16,76.6,2021-12-17 16:49:54
17,76.33,2021-12-17 16:49:55
18,76.07,2021-12-17 16:49:56
19,75.78,2021-12-17 16:49:57
20,75.47,2021-12-17 16:49:58
21,75.2,2021-12-17 16:49:59
22,75.07,2021-12-17 16:50:00
23,74.97,2021-12-17 16:50:01
24,74.98,2021-12-17 16:50:02
25,75.0,2021-12-17 16:50:03
26,75.02,2021-12-17 16:50:04
27,75.07,2021-12-17 16:50:05
28,75.12,2021-12-17 16:50:06
29,75.2,2021-12-17 16:50:07
30,75.27,2021-12-17 16:50:08
31,75.3,2021-12-17 16:50:09
32,75.27,2021-12-17 16:50:10
33,75.27,2021-12-17 16:50:11
34,75.33,2021-12-17 16:50:12
35,75.37,2021-12-17 16:50:13
36,75.32,2021-12-17 16:50:14
37,75.23,2021-12-17 16:50:15
38,75.17,2021-12-17 16:50:16
39,75.08,2021-12-17 16:50:17
40,74.98,2021-12-17 16:50:18
41,74.97,2021-12-17 16:50:19
42,74.83,2021-12-17 16:50:20
43,74.67,2021-12-17 16:50:21
44,74.53,2021-12-17 16:50:22
45,74.37,2021-12-17 16:50:23
46,74.0,2021-12-17 16:50:24
47,73.8,2021-12-17 16:50:25
48,73.72,2021-12-17 16:50:26
49,73.6,2021-12-17 16:50:27
50,73.48,2021-12-17 16:50:28
51,73.42,2021-12-17 16:50:29
52,73.38,2021-12-17 16:50:30
53,73.37,2021-12-17 16:50:31
54,73.38,2021-12-17 16:50:32
55,73.4,2021-12-17 16:50:33
56,73.42,2021-12-17 16:50:34
57,73.43,2021-12-17 16:50:35
58,73.58,2021-12-17 16:50:36
59,73.63,2021-12-17 16:50:37
60,73.72,2021-12-17 16:50:38
61,73.77,2021-12-17 16:50:39
62,73.82,2021-12-17 16:50:40
63,73.87,2021-12-17 16:50:41
64,73.77,2021-12-17 16:50:42
65,73.7,2021-12-17 16:50:43
66,73.52,2021-12-17 16:50:44
67,73.33,2021-12-17 16:50:45
68,73.15,2021-12-17 16:50:46
69,72.93,2021-12-17 16:50:47
70,72.67,2021-12-17 16:50:48
71,72.4,2021-12-17 16:50:49
72,72.3,2021-12-17 16:50:50
73,72.22,2021-12-17 16:50:51
74,72.15,2021-12-17 16:50:52
75,72.1,2021-12-17 16:50:53
76,72.03,2021-12-17 16:50:54
77,71.93,2021-12-17 16:50:55
78,71.87,2021-12-17 16:50:56
79,71.83,2021-12-17 16:50:57
80,72.08,2021-12-17 16:50:58
81,72.28,2021-12-17 16:50:59
82,72.5,2021-12-17 16:51:00
83,72.67,2021-12-17 16:51:01
84,72.73,2021-12-17 16:51:02
85,72.4,2021-12-17 16:51:03
86,72.07,2021-12-17 16:51:04
87,71.75,2021-12-17 16:51:05
88,71.43,2021-12-17 16:51:06
89,71.1,2021-12-17 16:51:07
90,70.75,2021-12-17 16:51:08
91,70.45,2021-12-17 16:51:09
92,70.2,2021-12-17 16:51:10
93,69.98,2021-12-17 16:51:11
94,69.7,2021-12-17 16:51:12
95,69.47,2021-12-17 16:51:13
96,69.23,2021-12-17 16:51:14
97,69.02,2021-12-17 16:51:15
98,68.8,2021-12-17 16:51:16
99,68.58,2021-12-17 16:51:17
100,68.35,2021-12-17 16:51:18
101,68.08,2021-12-17 16:51:19
102,67.8,2021-12-17 16:51:20
103,67.48,2021-12-17 16:51:21
104,67.1,2021-12-17 16:51:22
105,66.75,2021-12-17 16:51:23
106,66.58,2021-12-17 16:51:24
107,66.42,2021-12-17 16:51:25
108,66.25,2021-12-17 16:51:26
109,66.1,2021-12-17 16:51:27
110,65.93,2021-12-17 16:51:28
111,65.72,2021-12-17 16:51:29
112,65.48,2021-12-17 16:51:30
113,65.25,2021-12-17 16:51:31
114,64.98,2021-12-17 16:51:32
115,64.73,2021-12-17 16:51:33
116,64.5,2021-12-17 16:51:34
117,64.27,2021-12-17 16:51:35
118,64.07,2021-12-17 16:51:36
119,63.85,2021-12-17 16:51:37
120,63.62,2021-12-17 16:51:38
121,63.4,2021-12-17 16:51:39
122,63.17,2021-12-17 16:51:40
123,62.92,2021-12-17 16:51:41
124,62.7,2021-12-17 16:51:42
125,62.48,2021-12-17 16:51:43
126,62.4,2021-12-17 16:51:44
127,62.33,2021-12-17 16:51:45
128,62.28,2021-12-17 16:51:46
129,62.3,2021-12-17 16:51:47
130,62.4,2021-12-17 16:51:48
131,62.48,2021-12-17 16:51:49
132,62.42,2021-12-17 16:51:50
133,62.33,2021-12-17 16:51:51
134,62.2,2021-12-17 16:51:52
135,62.05,2021-12-17 16:51:53
136,62.03,2021-12-17 16:51:54
137,62.07,2021-12-17 16:51:55
138,62.12,2021-12-17 16:51:56
139,62.22,2021-12-17 16:51:57
140,62.08,2021-12-17 16:51:58
141,62.07,2021-12-17 16:51:59
142,62.07,2021-12-17 16:52:00
143,62.1,2021-12-17 16:52:01
144,62.1,2021-12-17 16:52:02
145,62.52,2021-12-17 16:52:03
146,62.93,2021-12-17 16:52:04
147,63.32,2021-12-17 16:52:05
148,63.67,2021-12-17 16:52:06
149,64.02,2021-12-17 16:52:07
150,64.37,2021-12-17 16:52:08
151,64.68,2021-12-17 16:52:09
152,64.97,2021-12-17 16:52:10
153,65.22,2021-12-17 16:52:11
154,65.43,2021-12-17 16:52:12
155,65.63,2021-12-17 16:52:13
156,65.83,2021-12-17 16:52:14
157,66.0,2021-12-17 16:52:15
158,66.25,2021-12-17 16:52:16
159,66.52,2021-12-17 16:52:17
160,66.78,2021-12-17 16:52:18
161,67.12,2021-12-17 16:52:19
162,67.48,2021-12-17 16:52:20
163,67.88,2021-12-17 16:52:21
164,68.22,2021-12-17 16:52:22
165,68.53,2021-12-17 16:52:23
166,68.85,2021-12-17 16:52:24
167,69.25,2021-12-17 16:52:25
168,69.4,2021-12-17 16:52:26
169,69.55,2021-12-17 16:52:27
170,69.78,2021-12-17 16:52:28
171,70.07,2021-12-17 16:52:29
172,70.37,2021-12-17 16:52:30
173,70.7,2021-12-17 16:52:31
174,71.07,2021-12-17 16:52:32
175,71.45,2021-12-17 16:52:33
176,71.87,2021-12-17 16:52:34
177,72.33,2021-12-17 16:52:35
178,72.78,2021-12-17 16:52:36
179,73.23,2021-12-17 16:52:37
180,73.68,2021-12-17 16:52:38
181,74.15,2021-12-17 16:52:39
182,74.63,2021-12-17 16:52:40
183,75.13,2021-12-17 16:52:41
184,75.65,2021-12-17 16:52:42
185,76.15,2021-12-17 16:52:43
186,76.62,2021-12-17 16:52:44
187,77.13,2021-12-17 16:52:45
188,77.67,2021-12-17 16:52:46
189,78.15,2021-12-17 16:52:47
190,78.6,2021-12-17 16:52:48
