,BVP,time
0,7.61,2021-12-17 17:22:59.890625
1,6.06,2021-12-17 17:22:59.906250
2,2.97,2021-12-17 17:22:59.921875
3,-2.28,2021-12-17 17:22:59.937500
4,-9.74,2021-12-17 17:22:59.953125
5,-18.54,2021-12-17 17:22:59.968750
6,-26.81,2021-12-17 17:22:59.984375
7,-31.94,2021-12-17 17:23:00.000000
8,-31.22,2021-12-17 17:23:00.015625
9,-22.77,2021-12-17 17:23:00.031250
10,-6.32,2021-12-17 17:23:00.046875
11,16.39,2021-12-17 17:23:00.062500
12,41.97,2021-12-17 17:23:00.078125
13,66.3,2021-12-17 17:23:00.093750
14,85.81,2021-12-17 17:23:00.109375
15,98.41,2021-12-17 17:23:00.125000
16,104.16,2021-12-17 17:23:00.140625
17,104.89,2021-12-17 17:23:00.156250
18,103.42,2021-12-17 17:23:00.171875
19,102.35,2021-12-17 17:23:00.187500
20,103.0,2021-12-17 17:23:00.203125
21,104.9,2021-12-17 17:23:00.218750
22,105.99,2021-12-17 17:23:00.234375
23,103.56,2021-12-17 17:23:00.250000
24,95.57,2021-12-17 17:23:00.265625
25,81.77,2021-12-17 17:23:00.281250
26,64.03,2021-12-17 17:23:00.296875
27,45.73,2021-12-17 17:23:00.312500
28,30.49,2021-12-17 17:23:00.328125
29,20.75,2021-12-17 17:23:00.343750
30,17.0,2021-12-17 17:23:00.359375
31,17.97,2021-12-17 17:23:00.375000
32,21.56,2021-12-17 17:23:00.390625
33,25.93,2021-12-17 17:23:00.406250
34,30.13,2021-12-17 17:23:00.421875
35,34.06,2021-12-17 17:23:00.437500
36,37.9,2021-12-17 17:23:00.453125
37,41.5,2021-12-17 17:23:00.468750
38,44.23,2021-12-17 17:23:00.484375
39,45.36,2021-12-17 17:23:00.500000
40,44.61,2021-12-17 17:23:00.515625
41,42.47,2021-12-17 17:23:00.531250
42,40.11,2021-12-17 17:23:00.546875
43,38.79,2021-12-17 17:23:00.562500
44,39.22,2021-12-17 17:23:00.578125
45,41.2,2021-12-17 17:23:00.593750
46,43.7,2021-12-17 17:23:00.609375
47,45.31,2021-12-17 17:23:00.625000
48,44.95,2021-12-17 17:23:00.640625
49,42.32,2021-12-17 17:23:00.656250
50,38.06,2021-12-17 17:23:00.671875
51,33.47,2021-12-17 17:23:00.687500
52,30.03,2021-12-17 17:23:00.703125
53,28.72,2021-12-17 17:23:00.718750
54,29.69,2021-12-17 17:23:00.734375
55,32.25,2021-12-17 17:23:00.750000
56,35.24,2021-12-17 17:23:00.765625
57,37.63,2021-12-17 17:23:00.781250
58,38.97,2021-12-17 17:23:00.796875
59,39.47,2021-12-17 17:23:00.812500
60,39.74,2021-12-17 17:23:00.828125
61,40.28,2021-12-17 17:23:00.843750
62,41.15,2021-12-17 17:23:00.859375
63,41.79,2021-12-17 17:23:00.875000
64,41.18,2021-12-17 17:23:00.890625
65,38.14,2021-12-17 17:23:00.906250
66,31.74,2021-12-17 17:23:00.921875
67,21.67,2021-12-17 17:23:00.937500
68,8.5,2021-12-17 17:23:00.953125
69,-6.24,2021-12-17 17:23:00.968750
70,-20.41,2021-12-17 17:23:00.984375
71,-31.87,2021-12-17 17:23:01.000000
72,-39.32,2021-12-17 17:23:01.015625
73,-42.86,2021-12-17 17:23:01.031250
74,-44.1,2021-12-17 17:23:01.046875
75,-45.63,2021-12-17 17:23:01.062500
76,-50.16,2021-12-17 17:23:01.078125
77,-59.54,2021-12-17 17:23:01.093750
78,-74.19,2021-12-17 17:23:01.109375
79,-93.06,2021-12-17 17:23:01.125000
80,-114.07,2021-12-17 17:23:01.140625
81,-134.74,2021-12-17 17:23:01.156250
82,-153.0,2021-12-17 17:23:01.171875
83,-167.69,2021-12-17 17:23:01.187500
84,-178.76,2021-12-17 17:23:01.203125
85,-187.03,2021-12-17 17:23:01.218750
86,-193.66,2021-12-17 17:23:01.234375
87,-199.65,2021-12-17 17:23:01.250000
88,-205.48,2021-12-17 17:23:01.265625
89,-211.14,2021-12-17 17:23:01.281250
90,-216.26,2021-12-17 17:23:01.296875
91,-220.29,2021-12-17 17:23:01.312500
92,-222.45,2021-12-17 17:23:01.328125
93,-221.69,2021-12-17 17:23:01.343750
94,-216.83,2021-12-17 17:23:01.359375
95,-207.04,2021-12-17 17:23:01.375000
96,-192.38,2021-12-17 17:23:01.390625
97,-174.15,2021-12-17 17:23:01.406250
98,-154.69,2021-12-17 17:23:01.421875
99,-136.62,2021-12-17 17:23:01.437500
100,-122.01,2021-12-17 17:23:01.453125
101,-111.74,2021-12-17 17:23:01.468750
102,-105.41,2021-12-17 17:23:01.484375
103,-101.79,2021-12-17 17:23:01.500000
104,-99.33,2021-12-17 17:23:01.515625
105,-96.56,2021-12-17 17:23:01.531250
106,-92.43,2021-12-17 17:23:01.546875
107,-86.36,2021-12-17 17:23:01.562500
108,-78.47,2021-12-17 17:23:01.578125
109,-69.59,2021-12-17 17:23:01.593750
110,-61.05,2021-12-17 17:23:01.609375
111,-54.28,2021-12-17 17:23:01.625000
112,-50.13,2021-12-17 17:23:01.640625
113,-48.45,2021-12-17 17:23:01.656250
114,-48.16,2021-12-17 17:23:01.671875
115,-47.77,2021-12-17 17:23:01.687500
116,-46.13,2021-12-17 17:23:01.703125
117,-43.0,2021-12-17 17:23:01.718750
118,-39.14,2021-12-17 17:23:01.734375
119,-35.83,2021-12-17 17:23:01.750000
120,-34.24,2021-12-17 17:23:01.765625
121,-34.75,2021-12-17 17:23:01.781250
122,-36.7,2021-12-17 17:23:01.796875
123,-38.43,2021-12-17 17:23:01.812500
124,-37.7,2021-12-17 17:23:01.828125
125,-32.38,2021-12-17 17:23:01.843750
126,-21.16,2021-12-17 17:23:01.859375
127,-4.2,2021-12-17 17:23:01.875000
128,16.63,2021-12-17 17:23:01.890625
129,38.09,2021-12-17 17:23:01.906250
130,56.27,2021-12-17 17:23:01.921875
131,67.76,2021-12-17 17:23:01.937500
132,70.86,2021-12-17 17:23:01.953125
133,66.35,2021-12-17 17:23:01.968750
134,57.45,2021-12-17 17:23:01.984375
135,48.87,2021-12-17 17:23:02.000000
136,45.09,2021-12-17 17:23:02.015625
137,48.66,2021-12-17 17:23:02.031250
138,59.24,2021-12-17 17:23:02.046875
139,73.86,2021-12-17 17:23:02.062500
140,88.18,2021-12-17 17:23:02.078125
141,98.26,2021-12-17 17:23:02.093750
142,101.92,2021-12-17 17:23:02.109375
143,98.97,2021-12-17 17:23:02.125000
144,90.67,2021-12-17 17:23:02.140625
145,78.66,2021-12-17 17:23:02.156250
146,64.18,2021-12-17 17:23:02.171875
147,47.95,2021-12-17 17:23:02.187500
148,30.65,2021-12-17 17:23:02.203125
149,13.47,2021-12-17 17:23:02.218750
150,-1.79,2021-12-17 17:23:02.234375
151,-13.18,2021-12-17 17:23:02.250000
152,-19.32,2021-12-17 17:23:02.265625
153,-20.02,2021-12-17 17:23:02.281250
154,-16.44,2021-12-17 17:23:02.296875
155,-10.67,2021-12-17 17:23:02.312500
156,-4.98,2021-12-17 17:23:02.328125
157,-1.03,2021-12-17 17:23:02.343750
158,0.57,2021-12-17 17:23:02.359375
159,0.36,2021-12-17 17:23:02.375000
160,-0.52,2021-12-17 17:23:02.390625
161,-0.89,2021-12-17 17:23:02.406250
162,-0.19,2021-12-17 17:23:02.421875
163,1.37,2021-12-17 17:23:02.437500
164,3.04,2021-12-17 17:23:02.453125
165,4.02,2021-12-17 17:23:02.468750
166,3.92,2021-12-17 17:23:02.484375
167,2.99,2021-12-17 17:23:02.500000
168,1.91,2021-12-17 17:23:02.515625
169,1.4,2021-12-17 17:23:02.531250
170,1.85,2021-12-17 17:23:02.546875
171,3.14,2021-12-17 17:23:02.562500
172,4.72,2021-12-17 17:23:02.578125
173,5.91,2021-12-17 17:23:02.593750
174,6.27,2021-12-17 17:23:02.609375
175,5.73,2021-12-17 17:23:02.625000
176,4.64,2021-12-17 17:23:02.640625
177,3.53,2021-12-17 17:23:02.656250
178,2.89,2021-12-17 17:23:02.671875
179,2.9,2021-12-17 17:23:02.687500
180,3.41,2021-12-17 17:23:02.703125
181,3.95,2021-12-17 17:23:02.718750
182,4.01,2021-12-17 17:23:02.734375
183,3.26,2021-12-17 17:23:02.750000
184,1.69,2021-12-17 17:23:02.765625
185,-0.41,2021-12-17 17:23:02.781250
186,-2.61,2021-12-17 17:23:02.796875
187,-4.59,2021-12-17 17:23:02.812500
188,-6.21,2021-12-17 17:23:02.828125
189,-7.62,2021-12-17 17:23:02.843750
190,-9.09,2021-12-17 17:23:02.859375
191,-10.86,2021-12-17 17:23:02.875000
192,-13.08,2021-12-17 17:23:02.890625
193,-15.7,2021-12-17 17:23:02.906250
194,-18.54,2021-12-17 17:23:02.921875
195,-21.34,2021-12-17 17:23:02.937500
196,-23.77,2021-12-17 17:23:02.953125
197,-25.53,2021-12-17 17:23:02.968750
198,-26.39,2021-12-17 17:23:02.984375
199,-26.23,2021-12-17 17:23:03.000000
