,BVP,time
0,24.82,2022-08-17 13:23:54.000000
1,8.59,2022-08-17 13:23:54.015625
2,-7.45,2022-08-17 13:23:54.031250
3,-21.86,2022-08-17 13:23:54.046875
4,-33.57,2022-08-17 13:23:54.062500
5,-42.3,2022-08-17 13:23:54.078125
6,-48.45,2022-08-17 13:23:54.093750
7,-52.65,2022-08-17 13:23:54.109375
8,-55.24,2022-08-17 13:23:54.125000
9,-55.95,2022-08-17 13:23:54.140625
10,-54.0,2022-08-17 13:23:54.156250
11,-48.53,2022-08-17 13:23:54.171875
12,-39.03,2022-08-17 13:23:54.187500
13,-25.75,2022-08-17 13:23:54.203125
14,-9.48,2022-08-17 13:23:54.218750
15,8.82,2022-08-17 13:23:54.234375
16,28.2,2022-08-17 13:23:54.250000
17,47.73,2022-08-17 13:23:54.265625
18,66.45,2022-08-17 13:23:54.281250
19,83.38,2022-08-17 13:23:54.296875
20,97.42,2022-08-17 13:23:54.312500
21,107.48,2022-08-17 13:23:54.328125
22,112.39,2022-08-17 13:23:54.343750
23,111.48,2022-08-17 13:23:54.359375
24,105.09,2022-08-17 13:23:54.375000
25,94.66,2022-08-17 13:23:54.390625
26,82.38,2022-08-17 13:23:54.406250
27,70.56,2022-08-17 13:23:54.421875
28,60.87,2022-08-17 13:23:54.437500
29,53.94,2022-08-17 13:23:54.453125
30,49.3,2022-08-17 13:23:54.468750
31,45.33,2022-08-17 13:23:54.484375
32,40.46,2022-08-17 13:23:54.500000
33,34.04,2022-08-17 13:23:54.515625
34,26.41,2022-08-17 13:23:54.531250
35,18.45,2022-08-17 13:23:54.546875
36,11.11,2022-08-17 13:23:54.562500
37,5.2,2022-08-17 13:23:54.578125
38,1.38,2022-08-17 13:23:54.593750
39,0.06,2022-08-17 13:23:54.609375
40,0.07,2022-08-17 13:23:54.625000
41,0.07,2022-08-17 13:23:54.640625
42,-0.5,2022-08-17 13:23:54.656250
43,-1.35,2022-08-17 13:23:54.671875
44,-2.12,2022-08-17 13:23:54.687500
45,-2.63,2022-08-17 13:23:54.703125
46,-2.74,2022-08-17 13:23:54.718750
47,-2.14,2022-08-17 13:23:54.734375
48,-0.48,2022-08-17 13:23:54.750000
49,-0.07,2022-08-17 13:23:54.765625
50,-2.74,2022-08-17 13:23:54.781250
51,-8.12,2022-08-17 13:23:54.796875
52,-14.21,2022-08-17 13:23:54.812500
53,-19.77,2022-08-17 13:23:54.828125
54,-25.25,2022-08-17 13:23:54.843750
55,-31.87,2022-08-17 13:23:54.859375
56,-40.1,2022-08-17 13:23:54.875000
57,-48.9,2022-08-17 13:23:54.890625
58,-60.23,2022-08-17 13:23:54.906250
59,-75.24,2022-08-17 13:23:54.921875
60,-92.51,2022-08-17 13:23:54.937500
61,-109.25,2022-08-17 13:23:54.953125
62,-124.04,2022-08-17 13:23:54.968750
63,-137.35,2022-08-17 13:23:54.984375
64,-149.71,2022-08-17 13:23:55.000000
65,-160.5,2022-08-17 13:23:55.015625
66,-168.44,2022-08-17 13:23:55.031250
67,-178.75,2022-08-17 13:23:55.046875
68,-197.37,2022-08-17 13:23:55.062500
69,-226.66,2022-08-17 13:23:55.078125
70,-264.65,2022-08-17 13:23:55.093750
71,-307.79,2022-08-17 13:23:55.109375
72,-352.58,2022-08-17 13:23:55.125000
73,-395.5,2022-08-17 13:23:55.140625
74,-433.13,2022-08-17 13:23:55.156250
75,-428.53,2022-08-17 13:23:55.171875
76,-362.91,2022-08-17 13:23:55.187500
77,-250.1,2022-08-17 13:23:55.203125
78,-126.74,2022-08-17 13:23:55.218750
79,-22.73,2022-08-17 13:23:55.234375
80,51.38,2022-08-17 13:23:55.250000
81,98.43,2022-08-17 13:23:55.265625
82,126.38,2022-08-17 13:23:55.281250
83,143.41,2022-08-17 13:23:55.296875
84,153.66,2022-08-17 13:23:55.312500
85,156.35,2022-08-17 13:23:55.328125
86,148.58,2022-08-17 13:23:55.343750
87,130.39,2022-08-17 13:23:55.359375
88,105.21,2022-08-17 13:23:55.375000
89,75.97,2022-08-17 13:23:55.390625
90,42.86,2022-08-17 13:23:55.406250
91,4.27,2022-08-17 13:23:55.421875
92,-42.04,2022-08-17 13:23:55.437500
93,-90.84,2022-08-17 13:23:55.453125
94,-140.12,2022-08-17 13:23:55.468750
95,-185.05,2022-08-17 13:23:55.484375
96,-216.6,2022-08-17 13:23:55.500000
97,-225.39,2022-08-17 13:23:55.515625
98,-207.84,2022-08-17 13:23:55.531250
99,-168.87,2022-08-17 13:23:55.546875
100,-119.21,2022-08-17 13:23:55.562500
101,-70.37,2022-08-17 13:23:55.578125
102,-29.89,2022-08-17 13:23:55.593750
103,-2.63,2022-08-17 13:23:55.609375
104,12.03,2022-08-17 13:23:55.625000
105,19.24,2022-08-17 13:23:55.640625
106,25.08,2022-08-17 13:23:55.656250
107,32.69,2022-08-17 13:23:55.671875
108,41.34,2022-08-17 13:23:55.687500
109,48.43,2022-08-17 13:23:55.703125
110,51.87,2022-08-17 13:23:55.718750
111,51.24,2022-08-17 13:23:55.734375
112,45.61,2022-08-17 13:23:55.750000
113,34.78,2022-08-17 13:23:55.765625
114,19.69,2022-08-17 13:23:55.781250
115,2.04,2022-08-17 13:23:55.796875
116,-16.09,2022-08-17 13:23:55.812500
117,-32.34,2022-08-17 13:23:55.828125
118,-43.87,2022-08-17 13:23:55.843750
119,-47.68,2022-08-17 13:23:55.859375
120,-41.45,2022-08-17 13:23:55.875000
121,-25.47,2022-08-17 13:23:55.890625
122,-2.41,2022-08-17 13:23:55.906250
123,23.44,2022-08-17 13:23:55.921875
124,47.26,2022-08-17 13:23:55.937500
125,65.13,2022-08-17 13:23:55.953125
126,75.21,2022-08-17 13:23:55.968750
127,78.34,2022-08-17 13:23:55.984375
128,77.46,2022-08-17 13:23:56.000000
129,76.07,2022-08-17 13:23:56.015625
130,76.36,2022-08-17 13:23:56.031250
131,78.47,2022-08-17 13:23:56.046875
132,80.78,2022-08-17 13:23:56.062500
133,81.16,2022-08-17 13:23:56.078125
134,78.39,2022-08-17 13:23:56.093750
135,72.98,2022-08-17 13:23:56.109375
136,66.9,2022-08-17 13:23:56.125000
137,62.48,2022-08-17 13:23:56.140625
138,61.24,2022-08-17 13:23:56.156250
139,63.06,2022-08-17 13:23:56.171875
140,66.53,2022-08-17 13:23:56.187500
141,69.77,2022-08-17 13:23:56.203125
142,71.4,2022-08-17 13:23:56.218750
143,71.09,2022-08-17 13:23:56.234375
144,69.49,2022-08-17 13:23:56.250000
145,67.71,2022-08-17 13:23:56.265625
146,66.89,2022-08-17 13:23:56.281250
147,68.1,2022-08-17 13:23:56.296875
148,72.32,2022-08-17 13:23:56.312500
149,80.56,2022-08-17 13:23:56.328125
150,93.48,2022-08-17 13:23:56.343750
151,110.88,2022-08-17 13:23:56.359375
152,131.25,2022-08-17 13:23:56.375000
153,151.75,2022-08-17 13:23:56.390625
154,168.84,2022-08-17 13:23:56.406250
155,179.42,2022-08-17 13:23:56.421875
156,181.79,2022-08-17 13:23:56.437500
157,176.08,2022-08-17 13:23:56.453125
158,163.95,2022-08-17 13:23:56.468750
159,147.76,2022-08-17 13:23:56.484375
160,129.77,2022-08-17 13:23:56.500000
161,111.68,2022-08-17 13:23:56.515625
162,94.58,2022-08-17 13:23:56.531250
163,79.23,2022-08-17 13:23:56.546875
164,66.23,2022-08-17 13:23:56.562500
165,56.03,2022-08-17 13:23:56.578125
166,48.72,2022-08-17 13:23:56.593750
167,43.93,2022-08-17 13:23:56.609375
168,40.78,2022-08-17 13:23:56.625000
169,38.11,2022-08-17 13:23:56.640625
170,34.85,2022-08-17 13:23:56.656250
171,30.37,2022-08-17 13:23:56.671875
172,24.52,2022-08-17 13:23:56.687500
173,17.5,2022-08-17 13:23:56.703125
174,9.63,2022-08-17 13:23:56.718750
175,1.17,2022-08-17 13:23:56.734375
176,-7.62,2022-08-17 13:23:56.750000
177,-16.42,2022-08-17 13:23:56.765625
178,-24.71,2022-08-17 13:23:56.781250
179,-31.94,2022-08-17 13:23:56.796875
180,-37.85,2022-08-17 13:23:56.812500
181,-42.74,2022-08-17 13:23:56.828125
182,-47.48,2022-08-17 13:23:56.843750
183,-53.22,2022-08-17 13:23:56.859375
184,-60.84,2022-08-17 13:23:56.875000
185,-70.41,2022-08-17 13:23:56.890625
186,-81.06,2022-08-17 13:23:56.906250
187,-91.13,2022-08-17 13:23:56.921875
188,-98.61,2022-08-17 13:23:56.937500
189,-101.72,2022-08-17 13:23:56.953125
190,-99.27,2022-08-17 13:23:56.968750
191,-90.95,2022-08-17 13:23:56.984375
192,-77.33,2022-08-17 13:23:57.000000
193,-59.83,2022-08-17 13:23:57.015625
194,-40.52,2022-08-17 13:23:57.031250
195,-21.72,2022-08-17 13:23:57.046875
196,-5.59,2022-08-17 13:23:57.062500
197,6.38,2022-08-17 13:23:57.078125
198,13.66,2022-08-17 13:23:57.093750
199,16.61,2022-08-17 13:23:57.109375
200,16.26,2022-08-17 13:23:57.125000
201,13.77,2022-08-17 13:23:57.140625
202,10.11,2022-08-17 13:23:57.156250
203,5.86,2022-08-17 13:23:57.171875
204,1.34,2022-08-17 13:23:57.187500
205,-3.18,2022-08-17 13:23:57.203125
206,-7.23,2022-08-17 13:23:57.218750
207,-10.15,2022-08-17 13:23:57.234375
208,-11.21,2022-08-17 13:23:57.250000
209,-9.97,2022-08-17 13:23:57.265625
210,-6.45,2022-08-17 13:23:57.281250
211,-1.25,2022-08-17 13:23:57.296875
212,4.65,2022-08-17 13:23:57.312500
213,10.17,2022-08-17 13:23:57.328125
214,14.32,2022-08-17 13:23:57.343750
215,16.4,2022-08-17 13:23:57.359375
216,15.95,2022-08-17 13:23:57.375000
217,12.71,2022-08-17 13:23:57.390625
218,6.59,2022-08-17 13:23:57.406250
219,-2.33,2022-08-17 13:23:57.421875
220,-13.66,2022-08-17 13:23:57.437500
221,-26.66,2022-08-17 13:23:57.453125
222,-40.25,2022-08-17 13:23:57.468750
223,-53.21,2022-08-17 13:23:57.484375
224,-64.43,2022-08-17 13:23:57.500000
225,-73.2,2022-08-17 13:23:57.515625
226,-79.31,2022-08-17 13:23:57.531250
227,-82.83,2022-08-17 13:23:57.546875
228,-83.92,2022-08-17 13:23:57.562500
229,-82.62,2022-08-17 13:23:57.578125
230,-78.8,2022-08-17 13:23:57.593750
231,-72.4,2022-08-17 13:23:57.609375
232,-63.62,2022-08-17 13:23:57.625000
233,-52.99,2022-08-17 13:23:57.640625
234,-41.34,2022-08-17 13:23:57.656250
235,-29.49,2022-08-17 13:23:57.671875
236,-18.01,2022-08-17 13:23:57.687500
237,-7.17,2022-08-17 13:23:57.703125
238,2.93,2022-08-17 13:23:57.718750
239,12.13,2022-08-17 13:23:57.734375
240,20.05,2022-08-17 13:23:57.750000
241,26.16,2022-08-17 13:23:57.765625
242,29.89,2022-08-17 13:23:57.781250
243,30.98,2022-08-17 13:23:57.796875
244,29.5,2022-08-17 13:23:57.812500
245,25.9,2022-08-17 13:23:57.828125
246,20.75,2022-08-17 13:23:57.843750
247,14.6,2022-08-17 13:23:57.859375
248,7.89,2022-08-17 13:23:57.875000
249,1.02,2022-08-17 13:23:57.890625
250,-5.59,2022-08-17 13:23:57.906250
251,-11.35,2022-08-17 13:23:57.921875
252,-15.59,2022-08-17 13:23:57.937500
253,-17.8,2022-08-17 13:23:57.953125
254,-17.84,2022-08-17 13:23:57.968750
255,-16.09,2022-08-17 13:23:57.984375
256,-13.36,2022-08-17 13:23:58.000000
257,-10.55,2022-08-17 13:23:58.015625
258,-8.35,2022-08-17 13:23:58.031250
259,-7.01,2022-08-17 13:23:58.046875
260,-6.45,2022-08-17 13:23:58.062500
261,-6.47,2022-08-17 13:23:58.078125
262,-7.02,2022-08-17 13:23:58.093750
263,-8.32,2022-08-17 13:23:58.109375
264,-10.72,2022-08-17 13:23:58.125000
265,-14.53,2022-08-17 13:23:58.140625
266,-19.84,2022-08-17 13:23:58.156250
267,-26.33,2022-08-17 13:23:58.171875
268,-33.28,2022-08-17 13:23:58.187500
269,-39.62,2022-08-17 13:23:58.203125
270,-43.94,2022-08-17 13:23:58.218750
271,-44.74,2022-08-17 13:23:58.234375
272,-40.75,2022-08-17 13:23:58.250000
273,-31.27,2022-08-17 13:23:58.265625
274,-16.58,2022-08-17 13:23:58.281250
275,1.99,2022-08-17 13:23:58.296875
276,22.22,2022-08-17 13:23:58.312500
277,41.45,2022-08-17 13:23:58.328125
278,57.16,2022-08-17 13:23:58.343750
279,67.58,2022-08-17 13:23:58.359375
280,72.04,2022-08-17 13:23:58.375000
281,71.08,2022-08-17 13:23:58.390625
282,66.13,2022-08-17 13:23:58.406250
283,59.01,2022-08-17 13:23:58.421875
284,51.33,2022-08-17 13:23:58.437500
285,44.09,2022-08-17 13:23:58.453125
286,37.63,2022-08-17 13:23:58.468750
287,31.88,2022-08-17 13:23:58.484375
288,26.71,2022-08-17 13:23:58.500000
289,22.26,2022-08-17 13:23:58.515625
290,18.88,2022-08-17 13:23:58.531250
291,16.96,2022-08-17 13:23:58.546875
292,16.56,2022-08-17 13:23:58.562500
293,17.3,2022-08-17 13:23:58.578125
294,18.37,2022-08-17 13:23:58.593750
295,18.88,2022-08-17 13:23:58.609375
296,18.16,2022-08-17 13:23:58.625000
297,15.88,2022-08-17 13:23:58.640625
298,12.1,2022-08-17 13:23:58.656250
299,7.07,2022-08-17 13:23:58.671875
300,1.13,2022-08-17 13:23:58.687500
301,-5.45,2022-08-17 13:23:58.703125
302,-12.4,2022-08-17 13:23:58.718750
303,-19.44,2022-08-17 13:23:58.734375
304,-26.34,2022-08-17 13:23:58.750000
305,-32.96,2022-08-17 13:23:58.765625
306,-39.27,2022-08-17 13:23:58.781250
307,-45.31,2022-08-17 13:23:58.796875
308,-51.01,2022-08-17 13:23:58.812500
309,-55.94,2022-08-17 13:23:58.828125
310,-59.3,2022-08-17 13:23:58.843750
311,-59.95,2022-08-17 13:23:58.859375
312,-56.83,2022-08-17 13:23:58.875000
313,-49.37,2022-08-17 13:23:58.890625
314,-37.83,2022-08-17 13:23:58.906250
315,-23.32,2022-08-17 13:23:58.921875
316,-7.5,2022-08-17 13:23:58.937500
317,7.84,2022-08-17 13:23:58.953125
318,21.32,2022-08-17 13:23:58.968750
319,32.16,2022-08-17 13:23:58.984375
320,40.26,2022-08-17 13:23:59.000000
321,45.96,2022-08-17 13:23:59.015625
322,49.7,2022-08-17 13:23:59.031250
323,51.81,2022-08-17 13:23:59.046875
324,52.43,2022-08-17 13:23:59.062500
325,51.56,2022-08-17 13:23:59.078125
326,49.27,2022-08-17 13:23:59.093750
327,45.81,2022-08-17 13:23:59.109375
328,41.67,2022-08-17 13:23:59.125000
329,37.39,2022-08-17 13:23:59.140625
330,33.42,2022-08-17 13:23:59.156250
331,30.0,2022-08-17 13:23:59.171875
332,27.16,2022-08-17 13:23:59.187500
333,24.81,2022-08-17 13:23:59.203125
334,22.86,2022-08-17 13:23:59.218750
335,21.26,2022-08-17 13:23:59.234375
336,19.93,2022-08-17 13:23:59.250000
337,18.7,2022-08-17 13:23:59.265625
338,17.32,2022-08-17 13:23:59.281250
339,15.52,2022-08-17 13:23:59.296875
340,13.13,2022-08-17 13:23:59.312500
341,10.19,2022-08-17 13:23:59.328125
342,6.85,2022-08-17 13:23:59.343750
343,3.34,2022-08-17 13:23:59.359375
344,-0.27,2022-08-17 13:23:59.375000
345,-4.08,2022-08-17 13:23:59.390625
346,-8.32,2022-08-17 13:23:59.406250
347,-13.11,2022-08-17 13:23:59.421875
348,-18.14,2022-08-17 13:23:59.437500
349,-22.59,2022-08-17 13:23:59.453125
350,-25.11,2022-08-17 13:23:59.468750
351,-24.2,2022-08-17 13:23:59.484375
352,-18.65,2022-08-17 13:23:59.500000
353,-8.14,2022-08-17 13:23:59.515625
354,6.5,2022-08-17 13:23:59.531250
355,23.35,2022-08-17 13:23:59.546875
356,39.75,2022-08-17 13:23:59.562500
357,53.07,2022-08-17 13:23:59.578125
358,61.38,2022-08-17 13:23:59.593750
359,63.85,2022-08-17 13:23:59.609375
360,60.86,2022-08-17 13:23:59.625000
361,53.66,2022-08-17 13:23:59.640625
362,43.88,2022-08-17 13:23:59.656250
363,33.02,2022-08-17 13:23:59.671875
364,22.22,2022-08-17 13:23:59.687500
365,12.16,2022-08-17 13:23:59.703125
366,3.22,2022-08-17 13:23:59.718750
367,-4.38,2022-08-17 13:23:59.734375
368,-10.48,2022-08-17 13:23:59.750000
369,-14.95,2022-08-17 13:23:59.765625
370,-17.79,2022-08-17 13:23:59.781250
371,-19.05,2022-08-17 13:23:59.796875
372,-18.88,2022-08-17 13:23:59.812500
373,-17.5,2022-08-17 13:23:59.828125
374,-15.14,2022-08-17 13:23:59.843750
375,-12.06,2022-08-17 13:23:59.859375
376,-8.6,2022-08-17 13:23:59.875000
377,-5.08,2022-08-17 13:23:59.890625
378,-1.84,2022-08-17 13:23:59.906250
379,0.93,2022-08-17 13:23:59.921875
380,3.24,2022-08-17 13:23:59.937500
381,5.29,2022-08-17 13:23:59.953125
382,7.44,2022-08-17 13:23:59.968750
383,10.03,2022-08-17 13:23:59.984375
384,13.25,2022-08-17 13:24:00.000000
385,17.0,2022-08-17 13:24:00.015625
386,20.91,2022-08-17 13:24:00.031250
387,24.29,2022-08-17 13:24:00.046875
388,26.27,2022-08-17 13:24:00.062500
389,26.02,2022-08-17 13:24:00.078125
390,22.99,2022-08-17 13:24:00.093750
391,17.24,2022-08-17 13:24:00.109375
392,9.58,2022-08-17 13:24:00.125000
393,1.48,2022-08-17 13:24:00.140625
394,-5.33,2022-08-17 13:24:00.156250
395,-9.42,2022-08-17 13:24:00.171875
396,-10.08,2022-08-17 13:24:00.187500
397,-7.54,2022-08-17 13:24:00.203125
398,-2.78,2022-08-17 13:24:00.218750
399,2.92,2022-08-17 13:24:00.234375
400,8.43,2022-08-17 13:24:00.250000
401,13.04,2022-08-17 13:24:00.265625
402,16.44,2022-08-17 13:24:00.281250
403,18.57,2022-08-17 13:24:00.296875
404,19.36,2022-08-17 13:24:00.312500
405,18.73,2022-08-17 13:24:00.328125
406,16.65,2022-08-17 13:24:00.343750
407,13.37,2022-08-17 13:24:00.359375
408,9.43,2022-08-17 13:24:00.375000
409,5.59,2022-08-17 13:24:00.390625
410,2.51,2022-08-17 13:24:00.406250
411,0.57,2022-08-17 13:24:00.421875
412,-0.27,2022-08-17 13:24:00.437500
413,-0.32,2022-08-17 13:24:00.453125
414,0.08,2022-08-17 13:24:00.468750
415,0.79,2022-08-17 13:24:00.484375
416,1.92,2022-08-17 13:24:00.500000
417,3.78,2022-08-17 13:24:00.515625
418,6.55,2022-08-17 13:24:00.531250
419,10.11,2022-08-17 13:24:00.546875
420,13.97,2022-08-17 13:24:00.562500
421,17.36,2022-08-17 13:24:00.578125
422,19.6,2022-08-17 13:24:00.593750
423,20.29,2022-08-17 13:24:00.609375
424,19.56,2022-08-17 13:24:00.625000
425,18.02,2022-08-17 13:24:00.640625
426,16.56,2022-08-17 13:24:00.656250
427,16.01,2022-08-17 13:24:00.671875
428,16.8,2022-08-17 13:24:00.687500
429,18.73,2022-08-17 13:24:00.703125
430,20.92,2022-08-17 13:24:00.718750
431,22.03,2022-08-17 13:24:00.734375
432,20.72,2022-08-17 13:24:00.750000
433,16.02,2022-08-17 13:24:00.765625
434,7.76,2022-08-17 13:24:00.781250
435,-3.32,2022-08-17 13:24:00.796875
436,-15.66,2022-08-17 13:24:00.812500
437,-27.19,2022-08-17 13:24:00.828125
438,-35.83,2022-08-17 13:24:00.843750
439,-39.94,2022-08-17 13:24:00.859375
440,-38.7,2022-08-17 13:24:00.875000
441,-32.27,2022-08-17 13:24:00.890625
442,-21.73,2022-08-17 13:24:00.906250
443,-8.78,2022-08-17 13:24:00.921875
444,4.67,2022-08-17 13:24:00.937500
445,16.92,2022-08-17 13:24:00.953125
446,26.75,2022-08-17 13:24:00.968750
447,33.58,2022-08-17 13:24:00.984375
448,37.37,2022-08-17 13:24:01.000000
449,38.49,2022-08-17 13:24:01.015625
450,37.57,2022-08-17 13:24:01.031250
451,35.37,2022-08-17 13:24:01.046875
452,32.72,2022-08-17 13:24:01.062500
453,30.44,2022-08-17 13:24:01.078125
454,29.28,2022-08-17 13:24:01.093750
455,29.74,2022-08-17 13:24:01.109375
456,31.88,2022-08-17 13:24:01.125000
457,35.24,2022-08-17 13:24:01.140625
458,38.87,2022-08-17 13:24:01.156250
459,41.55,2022-08-17 13:24:01.171875
460,42.13,2022-08-17 13:24:01.187500
461,39.84,2022-08-17 13:24:01.203125
462,34.6,2022-08-17 13:24:01.218750
463,27.05,2022-08-17 13:24:01.234375
464,18.43,2022-08-17 13:24:01.250000
465,10.23,2022-08-17 13:24:01.265625
466,3.69,2022-08-17 13:24:01.281250
