,HR,time
0,83.12,2021-12-17 17:33:01
1,83.59,2021-12-17 17:33:02
2,84.0,2021-12-17 17:33:03
3,84.4,2021-12-17 17:33:04
4,84.74,2021-12-17 17:33:05
5,85.0,2021-12-17 17:33:06
6,85.25,2021-12-17 17:33:07
7,85.47,2021-12-17 17:33:08
8,85.59,2021-12-17 17:33:09
9,85.76,2021-12-17 17:33:10
10,85.87,2021-12-17 17:33:11
11,86.4,2021-12-17 17:33:12
12,86.9,2021-12-17 17:33:13
13,87.25,2021-12-17 17:33:14
14,87.28,2021-12-17 17:33:15
15,87.33,2021-12-17 17:33:16
16,87.1,2021-12-17 17:33:17
17,86.87,2021-12-17 17:33:18
18,86.6,2021-12-17 17:33:19
19,86.32,2021-12-17 17:33:20
20,85.93,2021-12-17 17:33:21
21,85.73,2021-12-17 17:33:22
22,85.52,2021-12-17 17:33:23
23,85.25,2021-12-17 17:33:24
24,84.95,2021-12-17 17:33:25
25,84.65,2021-12-17 17:33:26
26,84.38,2021-12-17 17:33:27
27,84.17,2021-12-17 17:33:28
28,83.97,2021-12-17 17:33:29
29,83.65,2021-12-17 17:33:30
30,83.37,2021-12-17 17:33:31
31,83.02,2021-12-17 17:33:32
32,82.63,2021-12-17 17:33:33
33,82.2,2021-12-17 17:33:34
34,81.77,2021-12-17 17:33:35
35,81.35,2021-12-17 17:33:36
36,80.92,2021-12-17 17:33:37
37,80.43,2021-12-17 17:33:38
38,79.97,2021-12-17 17:33:39
39,79.43,2021-12-17 17:33:40
40,78.88,2021-12-17 17:33:41
41,78.37,2021-12-17 17:33:42
42,77.92,2021-12-17 17:33:43
43,77.48,2021-12-17 17:33:44
44,77.02,2021-12-17 17:33:45
45,76.53,2021-12-17 17:33:46
46,76.07,2021-12-17 17:33:47
47,75.6,2021-12-17 17:33:48
48,75.2,2021-12-17 17:33:49
49,74.77,2021-12-17 17:33:50
50,74.3,2021-12-17 17:33:51
51,73.85,2021-12-17 17:33:52
52,73.37,2021-12-17 17:33:53
53,72.88,2021-12-17 17:33:54
54,72.38,2021-12-17 17:33:55
55,71.88,2021-12-17 17:33:56
56,71.4,2021-12-17 17:33:57
57,70.92,2021-12-17 17:33:58
58,70.42,2021-12-17 17:33:59
59,69.98,2021-12-17 17:34:00
60,69.53,2021-12-17 17:34:01
61,68.92,2021-12-17 17:34:02
62,68.35,2021-12-17 17:34:03
63,67.75,2021-12-17 17:34:04
64,67.2,2021-12-17 17:34:05
65,66.68,2021-12-17 17:34:06
66,66.15,2021-12-17 17:34:07
67,65.67,2021-12-17 17:34:08
68,65.22,2021-12-17 17:34:09
69,64.73,2021-12-17 17:34:10
70,64.28,2021-12-17 17:34:11
71,63.82,2021-12-17 17:34:12
72,63.4,2021-12-17 17:34:13
73,63.08,2021-12-17 17:34:14
74,63.15,2021-12-17 17:34:15
75,63.12,2021-12-17 17:34:16
76,63.05,2021-12-17 17:34:17
77,63.12,2021-12-17 17:34:18
78,63.3,2021-12-17 17:34:19
79,63.55,2021-12-17 17:34:20
80,63.83,2021-12-17 17:34:21
81,64.27,2021-12-17 17:34:22
82,64.7,2021-12-17 17:34:23
83,65.2,2021-12-17 17:34:24
84,65.7,2021-12-17 17:34:25
85,66.23,2021-12-17 17:34:26
86,66.82,2021-12-17 17:34:27
87,67.38,2021-12-17 17:34:28
88,67.98,2021-12-17 17:34:29
89,68.63,2021-12-17 17:34:30
90,69.15,2021-12-17 17:34:31
91,69.53,2021-12-17 17:34:32
92,69.85,2021-12-17 17:34:33
93,70.22,2021-12-17 17:34:34
