,HR,time
0,74.43,2022-10-26 10:45:45
1,74.32,2022-10-26 10:45:46
2,74.2,2022-10-26 10:45:47
3,74.07,2022-10-26 10:45:48
4,73.92,2022-10-26 10:45:49
5,73.83,2022-10-26 10:45:50
6,73.75,2022-10-26 10:45:51
7,73.67,2022-10-26 10:45:52
8,73.65,2022-10-26 10:45:53
9,73.62,2022-10-26 10:45:54
10,73.62,2022-10-26 10:45:55
11,73.62,2022-10-26 10:45:56
12,73.68,2022-10-26 10:45:57
13,73.77,2022-10-26 10:45:58
14,73.87,2022-10-26 10:45:59
15,73.97,2022-10-26 10:46:00
16,73.97,2022-10-26 10:46:01
17,74.03,2022-10-26 10:46:02
18,74.15,2022-10-26 10:46:03
19,74.23,2022-10-26 10:46:04
20,74.27,2022-10-26 10:46:05
21,74.32,2022-10-26 10:46:06
22,74.4,2022-10-26 10:46:07
23,74.5,2022-10-26 10:46:08
24,74.58,2022-10-26 10:46:09
25,74.67,2022-10-26 10:46:10
26,74.8,2022-10-26 10:46:11
27,74.93,2022-10-26 10:46:12
28,75.12,2022-10-26 10:46:13
29,75.3,2022-10-26 10:46:14
30,75.47,2022-10-26 10:46:15
31,75.8,2022-10-26 10:46:16
32,76.15,2022-10-26 10:46:17
33,76.47,2022-10-26 10:46:18
34,76.78,2022-10-26 10:46:19
35,77.13,2022-10-26 10:46:20
36,77.52,2022-10-26 10:46:21
37,77.77,2022-10-26 10:46:22
38,78.02,2022-10-26 10:46:23
39,78.28,2022-10-26 10:46:24
40,78.52,2022-10-26 10:46:25
41,78.73,2022-10-26 10:46:26
42,79.0,2022-10-26 10:46:27
43,79.25,2022-10-26 10:46:28
44,79.38,2022-10-26 10:46:29
45,79.48,2022-10-26 10:46:30
46,79.53,2022-10-26 10:46:31
47,79.55,2022-10-26 10:46:32
48,79.55,2022-10-26 10:46:33
49,79.55,2022-10-26 10:46:34
50,79.55,2022-10-26 10:46:35
51,79.5,2022-10-26 10:46:36
52,79.52,2022-10-26 10:46:37
