,TEMP,time
0,35.37,2022-08-17 14:37:19.250
1,35.37,2022-08-17 14:37:19.500
2,35.37,2022-08-17 14:37:19.750
3,35.37,2022-08-17 14:37:20.000
4,35.37,2022-08-17 14:37:20.250
5,35.37,2022-08-17 14:37:20.500
6,35.37,2022-08-17 14:37:20.750
7,35.37,2022-08-17 14:37:21.000
8,35.37,2022-08-17 14:37:21.250
9,35.37,2022-08-17 14:37:21.500
10,35.37,2022-08-17 14:37:21.750
11,35.39,2022-08-17 14:37:22.000
12,35.39,2022-08-17 14:37:22.250
13,35.39,2022-08-17 14:37:22.500
14,35.39,2022-08-17 14:37:22.750
15,35.39,2022-08-17 14:37:23.000
16,35.39,2022-08-17 14:37:23.250
17,35.39,2022-08-17 14:37:23.500
18,35.39,2022-08-17 14:37:23.750
19,35.37,2022-08-17 14:37:24.000
20,35.37,2022-08-17 14:37:24.250
21,35.37,2022-08-17 14:37:24.500
22,35.37,2022-08-17 14:37:24.750
23,35.39,2022-08-17 14:37:25.000
24,35.39,2022-08-17 14:37:25.250
25,35.39,2022-08-17 14:37:25.500
26,35.39,2022-08-17 14:37:25.750
27,35.41,2022-08-17 14:37:26.000
28,35.41,2022-08-17 14:37:26.250
29,35.41,2022-08-17 14:37:26.500
30,35.41,2022-08-17 14:37:26.750
31,35.37,2022-08-17 14:37:27.000
32,35.37,2022-08-17 14:37:27.250
33,35.37,2022-08-17 14:37:27.500
34,35.37,2022-08-17 14:37:27.750
35,35.37,2022-08-17 14:37:28.000
36,35.37,2022-08-17 14:37:28.250
37,35.37,2022-08-17 14:37:28.500
38,35.37,2022-08-17 14:37:28.750
39,35.41,2022-08-17 14:37:29.000
40,35.41,2022-08-17 14:37:29.250
41,35.41,2022-08-17 14:37:29.500
42,35.41,2022-08-17 14:37:29.750
43,35.41,2022-08-17 14:37:30.000
44,35.41,2022-08-17 14:37:30.250
45,35.41,2022-08-17 14:37:30.500
46,35.41,2022-08-17 14:37:30.750
47,35.37,2022-08-17 14:37:31.000
48,35.37,2022-08-17 14:37:31.250
49,35.37,2022-08-17 14:37:31.500
50,35.37,2022-08-17 14:37:31.750
51,35.37,2022-08-17 14:37:32.000
52,35.37,2022-08-17 14:37:32.250
53,35.37,2022-08-17 14:37:32.500
54,35.37,2022-08-17 14:37:32.750
55,35.39,2022-08-17 14:37:33.000
56,35.39,2022-08-17 14:37:33.250
57,35.39,2022-08-17 14:37:33.500
