,TEMP,time
0,34.73,2022-08-17 13:28:55.750
1,34.68,2022-08-17 13:28:56.000
2,34.68,2022-08-17 13:28:56.250
3,34.68,2022-08-17 13:28:56.500
4,34.68,2022-08-17 13:28:56.750
5,34.68,2022-08-17 13:28:57.000
6,34.68,2022-08-17 13:28:57.250
7,34.68,2022-08-17 13:28:57.500
8,34.68,2022-08-17 13:28:57.750
9,34.68,2022-08-17 13:28:58.000
10,34.68,2022-08-17 13:28:58.250
11,34.68,2022-08-17 13:28:58.500
12,34.68,2022-08-17 13:28:58.750
13,34.71,2022-08-17 13:28:59.000
14,34.71,2022-08-17 13:28:59.250
15,34.71,2022-08-17 13:28:59.500
16,34.71,2022-08-17 13:28:59.750
17,34.68,2022-08-17 13:29:00.000
18,34.68,2022-08-17 13:29:00.250
19,34.68,2022-08-17 13:29:00.500
20,34.68,2022-08-17 13:29:00.750
21,34.68,2022-08-17 13:29:01.000
22,34.68,2022-08-17 13:29:01.250
23,34.68,2022-08-17 13:29:01.500
24,34.68,2022-08-17 13:29:01.750
25,34.68,2022-08-17 13:29:02.000
26,34.68,2022-08-17 13:29:02.250
27,34.68,2022-08-17 13:29:02.500
28,34.68,2022-08-17 13:29:02.750
29,34.68,2022-08-17 13:29:03.000
30,34.68,2022-08-17 13:29:03.250
31,34.68,2022-08-17 13:29:03.500
32,34.68,2022-08-17 13:29:03.750
33,34.68,2022-08-17 13:29:04.000
34,34.68,2022-08-17 13:29:04.250
35,34.68,2022-08-17 13:29:04.500
36,34.68,2022-08-17 13:29:04.750
37,34.68,2022-08-17 13:29:05.000
38,34.68,2022-08-17 13:29:05.250
39,34.68,2022-08-17 13:29:05.500
40,34.68,2022-08-17 13:29:05.750
41,34.68,2022-08-17 13:29:06.000
42,34.68,2022-08-17 13:29:06.250
43,34.68,2022-08-17 13:29:06.500
44,34.68,2022-08-17 13:29:06.750
45,34.71,2022-08-17 13:29:07.000
46,34.71,2022-08-17 13:29:07.250
47,34.71,2022-08-17 13:29:07.500
48,34.71,2022-08-17 13:29:07.750
49,34.71,2022-08-17 13:29:08.000
50,34.71,2022-08-17 13:29:08.250
51,34.71,2022-08-17 13:29:08.500
52,34.71,2022-08-17 13:29:08.750
53,34.71,2022-08-17 13:29:09.000
54,34.71,2022-08-17 13:29:09.250
55,34.71,2022-08-17 13:29:09.500
56,34.71,2022-08-17 13:29:09.750
57,34.71,2022-08-17 13:29:10.000
58,34.71,2022-08-17 13:29:10.250
59,34.71,2022-08-17 13:29:10.500
60,34.71,2022-08-17 13:29:10.750
61,34.68,2022-08-17 13:29:11.000
62,34.68,2022-08-17 13:29:11.250
63,34.68,2022-08-17 13:29:11.500
64,34.68,2022-08-17 13:29:11.750
65,34.71,2022-08-17 13:29:12.000
66,34.71,2022-08-17 13:29:12.250
67,34.71,2022-08-17 13:29:12.500
68,34.71,2022-08-17 13:29:12.750
69,34.71,2022-08-17 13:29:13.000
70,34.71,2022-08-17 13:29:13.250
71,34.71,2022-08-17 13:29:13.500
72,34.71,2022-08-17 13:29:13.750
73,34.73,2022-08-17 13:29:14.000
74,34.73,2022-08-17 13:29:14.250
75,34.73,2022-08-17 13:29:14.500
76,34.73,2022-08-17 13:29:14.750
77,34.68,2022-08-17 13:29:15.000
78,34.68,2022-08-17 13:29:15.250
79,34.68,2022-08-17 13:29:15.500
80,34.68,2022-08-17 13:29:15.750
81,34.71,2022-08-17 13:29:16.000
82,34.71,2022-08-17 13:29:16.250
83,34.71,2022-08-17 13:29:16.500
84,34.71,2022-08-17 13:29:16.750
85,34.71,2022-08-17 13:29:17.000
86,34.71,2022-08-17 13:29:17.250
87,34.71,2022-08-17 13:29:17.500
88,34.71,2022-08-17 13:29:17.750
89,34.71,2022-08-17 13:29:18.000
90,34.71,2022-08-17 13:29:18.250
91,34.71,2022-08-17 13:29:18.500
92,34.71,2022-08-17 13:29:18.750
93,34.71,2022-08-17 13:29:19.000
94,34.71,2022-08-17 13:29:19.250
95,34.71,2022-08-17 13:29:19.500
96,34.71,2022-08-17 13:29:19.750
97,34.71,2022-08-17 13:29:20.000
98,34.71,2022-08-17 13:29:20.250
99,34.71,2022-08-17 13:29:20.500
100,34.71,2022-08-17 13:29:20.750
101,34.71,2022-08-17 13:29:21.000
102,34.71,2022-08-17 13:29:21.250
103,34.71,2022-08-17 13:29:21.500
104,34.71,2022-08-17 13:29:21.750
105,34.68,2022-08-17 13:29:22.000
106,34.68,2022-08-17 13:29:22.250
107,34.68,2022-08-17 13:29:22.500
108,34.68,2022-08-17 13:29:22.750
109,34.73,2022-08-17 13:29:23.000
110,34.73,2022-08-17 13:29:23.250
111,34.73,2022-08-17 13:29:23.500
112,34.73,2022-08-17 13:29:23.750
113,34.71,2022-08-17 13:29:24.000
114,34.71,2022-08-17 13:29:24.250
115,34.71,2022-08-17 13:29:24.500
116,34.71,2022-08-17 13:29:24.750
117,34.71,2022-08-17 13:29:25.000
118,34.71,2022-08-17 13:29:25.250
119,34.71,2022-08-17 13:29:25.500
120,34.71,2022-08-17 13:29:25.750
121,34.71,2022-08-17 13:29:26.000
122,34.71,2022-08-17 13:29:26.250
123,34.71,2022-08-17 13:29:26.500
124,34.71,2022-08-17 13:29:26.750
125,34.68,2022-08-17 13:29:27.000
126,34.68,2022-08-17 13:29:27.250
127,34.68,2022-08-17 13:29:27.500
128,34.68,2022-08-17 13:29:27.750
129,34.68,2022-08-17 13:29:28.000
130,34.68,2022-08-17 13:29:28.250
131,34.68,2022-08-17 13:29:28.500
