,HR,time
0,71.93,2022-10-26 16:41:36
1,72.23,2022-10-26 16:41:37
2,72.48,2022-10-26 16:41:38
3,72.53,2022-10-26 16:41:39
4,72.6,2022-10-26 16:41:40
5,72.67,2022-10-26 16:41:41
6,72.73,2022-10-26 16:41:42
7,72.82,2022-10-26 16:41:43
8,72.87,2022-10-26 16:41:44
9,72.82,2022-10-26 16:41:45
10,72.83,2022-10-26 16:41:46
11,72.85,2022-10-26 16:41:47
12,72.9,2022-10-26 16:41:48
13,72.98,2022-10-26 16:41:49
14,73.02,2022-10-26 16:41:50
15,73.03,2022-10-26 16:41:51
16,72.98,2022-10-26 16:41:52
17,72.98,2022-10-26 16:41:53
18,73.03,2022-10-26 16:41:54
19,72.95,2022-10-26 16:41:55
20,72.85,2022-10-26 16:41:56
21,72.57,2022-10-26 16:41:57
22,72.27,2022-10-26 16:41:58
23,71.98,2022-10-26 16:41:59
24,71.72,2022-10-26 16:42:00
25,71.53,2022-10-26 16:42:01
26,71.35,2022-10-26 16:42:02
27,71.17,2022-10-26 16:42:03
28,71.05,2022-10-26 16:42:04
29,71.08,2022-10-26 16:42:05
30,71.23,2022-10-26 16:42:06
31,71.38,2022-10-26 16:42:07
32,71.55,2022-10-26 16:42:08
33,71.78,2022-10-26 16:42:09
34,72.03,2022-10-26 16:42:10
35,72.35,2022-10-26 16:42:11
36,72.72,2022-10-26 16:42:12
37,73.03,2022-10-26 16:42:13
38,73.3,2022-10-26 16:42:14
39,73.58,2022-10-26 16:42:15
40,73.85,2022-10-26 16:42:16
41,74.08,2022-10-26 16:42:17
42,74.3,2022-10-26 16:42:18
43,74.48,2022-10-26 16:42:19
44,74.63,2022-10-26 16:42:20
45,74.82,2022-10-26 16:42:21
46,75.0,2022-10-26 16:42:22
47,75.17,2022-10-26 16:42:23
48,75.33,2022-10-26 16:42:24
49,75.5,2022-10-26 16:42:25
50,75.65,2022-10-26 16:42:26
51,75.85,2022-10-26 16:42:27
52,76.03,2022-10-26 16:42:28
53,76.2,2022-10-26 16:42:29
54,76.4,2022-10-26 16:42:30
55,76.53,2022-10-26 16:42:31
56,76.63,2022-10-26 16:42:32
57,76.73,2022-10-26 16:42:33
58,76.78,2022-10-26 16:42:34
59,76.8,2022-10-26 16:42:35
60,76.82,2022-10-26 16:42:36
61,76.75,2022-10-26 16:42:37
62,76.67,2022-10-26 16:42:38
63,76.57,2022-10-26 16:42:39
64,76.45,2022-10-26 16:42:40
65,76.32,2022-10-26 16:42:41
66,76.17,2022-10-26 16:42:42
67,76.02,2022-10-26 16:42:43
68,75.87,2022-10-26 16:42:44
69,75.72,2022-10-26 16:42:45
70,75.55,2022-10-26 16:42:46
71,75.4,2022-10-26 16:42:47
72,75.23,2022-10-26 16:42:48
73,75.08,2022-10-26 16:42:49
74,74.97,2022-10-26 16:42:50
75,74.85,2022-10-26 16:42:51
76,74.85,2022-10-26 16:42:52
77,74.78,2022-10-26 16:42:53
78,74.68,2022-10-26 16:42:54
79,74.65,2022-10-26 16:42:55
80,74.65,2022-10-26 16:42:56
81,74.62,2022-10-26 16:42:57
82,74.53,2022-10-26 16:42:58
83,74.43,2022-10-26 16:42:59
84,74.32,2022-10-26 16:43:00
85,74.2,2022-10-26 16:43:01
86,74.13,2022-10-26 16:43:02
87,74.0,2022-10-26 16:43:03
88,73.85,2022-10-26 16:43:04
89,73.72,2022-10-26 16:43:05
