,HR,time
0,79.03,2022-08-17 14:00:54
1,78.9,2022-08-17 14:00:55
2,78.8,2022-08-17 14:00:56
3,78.65,2022-08-17 14:00:57
4,78.52,2022-08-17 14:00:58
5,78.42,2022-08-17 14:00:59
6,78.35,2022-08-17 14:01:00
7,78.27,2022-08-17 14:01:01
8,78.18,2022-08-17 14:01:02
9,78.08,2022-08-17 14:01:03
10,77.98,2022-08-17 14:01:04
11,77.82,2022-08-17 14:01:05
12,77.63,2022-08-17 14:01:06
13,77.45,2022-08-17 14:01:07
14,77.28,2022-08-17 14:01:08
15,77.15,2022-08-17 14:01:09
16,77.03,2022-08-17 14:01:10
17,76.95,2022-08-17 14:01:11
18,76.88,2022-08-17 14:01:12
19,76.8,2022-08-17 14:01:13
20,76.68,2022-08-17 14:01:14
21,76.57,2022-08-17 14:01:15
22,76.45,2022-08-17 14:01:16
23,76.33,2022-08-17 14:01:17
24,76.22,2022-08-17 14:01:18
25,76.12,2022-08-17 14:01:19
26,76.0,2022-08-17 14:01:20
27,75.9,2022-08-17 14:01:21
28,75.8,2022-08-17 14:01:22
29,75.78,2022-08-17 14:01:23
30,75.73,2022-08-17 14:01:24
31,75.6,2022-08-17 14:01:25
32,75.42,2022-08-17 14:01:26
33,75.27,2022-08-17 14:01:27
34,75.2,2022-08-17 14:01:28
35,75.13,2022-08-17 14:01:29
36,75.07,2022-08-17 14:01:30
37,75.0,2022-08-17 14:01:31
38,74.93,2022-08-17 14:01:32
39,75.0,2022-08-17 14:01:33
40,75.03,2022-08-17 14:01:34
41,75.08,2022-08-17 14:01:35
42,75.1,2022-08-17 14:01:36
43,75.1,2022-08-17 14:01:37
44,75.15,2022-08-17 14:01:38
45,75.18,2022-08-17 14:01:39
46,75.28,2022-08-17 14:01:40
47,75.32,2022-08-17 14:01:41
48,75.38,2022-08-17 14:01:42
49,75.48,2022-08-17 14:01:43
50,75.57,2022-08-17 14:01:44
51,75.63,2022-08-17 14:01:45
52,75.68,2022-08-17 14:01:46
53,75.7,2022-08-17 14:01:47
54,75.75,2022-08-17 14:01:48
55,75.72,2022-08-17 14:01:49
56,75.7,2022-08-17 14:01:50
57,75.67,2022-08-17 14:01:51
58,75.6,2022-08-17 14:01:52
59,75.57,2022-08-17 14:01:53
60,75.47,2022-08-17 14:01:54
