,BVP,time
0,39.1,2022-08-17 14:23:43.843750
1,26.32,2022-08-17 14:23:43.859375
2,11.22,2022-08-17 14:23:43.875000
3,-4.41,2022-08-17 14:23:43.890625
4,-17.58,2022-08-17 14:23:43.906250
5,-24.93,2022-08-17 14:23:43.921875
6,-24.1,2022-08-17 14:23:43.937500
7,-15.29,2022-08-17 14:23:43.953125
8,-1.75,2022-08-17 14:23:43.968750
9,11.3,2022-08-17 14:23:43.984375
10,18.88,2022-08-17 14:23:44.000000
11,18.48,2022-08-17 14:23:44.015625
12,10.98,2022-08-17 14:23:44.031250
13,-0.27,2022-08-17 14:23:44.046875
14,-11.42,2022-08-17 14:23:44.062500
15,-19.86,2022-08-17 14:23:44.078125
16,-24.68,2022-08-17 14:23:44.093750
17,-25.97,2022-08-17 14:23:44.109375
18,-23.96,2022-08-17 14:23:44.125000
19,-18.83,2022-08-17 14:23:44.140625
20,-11.71,2022-08-17 14:23:44.156250
21,-5.62,2022-08-17 14:23:44.171875
22,-5.33,2022-08-17 14:23:44.187500
23,-15.36,2022-08-17 14:23:44.203125
24,-37.2,2022-08-17 14:23:44.218750
25,-67.35,2022-08-17 14:23:44.234375
26,-97.89,2022-08-17 14:23:44.250000
27,-119.46,2022-08-17 14:23:44.265625
28,-125.38,2022-08-17 14:23:44.281250
29,-114.41,2022-08-17 14:23:44.296875
30,-90.99,2022-08-17 14:23:44.312500
31,-62.91,2022-08-17 14:23:44.328125
32,-37.74,2022-08-17 14:23:44.343750
33,-20.21,2022-08-17 14:23:44.359375
34,-11.46,2022-08-17 14:23:44.375000
35,-10.11,2022-08-17 14:23:44.390625
36,-13.97,2022-08-17 14:23:44.406250
37,-21.3,2022-08-17 14:23:44.421875
38,-30.94,2022-08-17 14:23:44.437500
39,-41.66,2022-08-17 14:23:44.453125
40,-51.6,2022-08-17 14:23:44.468750
41,-58.1,2022-08-17 14:23:44.484375
42,-58.6,2022-08-17 14:23:44.500000
43,-51.65,2022-08-17 14:23:44.515625
44,-37.73,2022-08-17 14:23:44.531250
45,-19.33,2022-08-17 14:23:44.546875
46,-0.17,2022-08-17 14:23:44.562500
47,16.06,2022-08-17 14:23:44.578125
48,27.09,2022-08-17 14:23:44.593750
49,32.67,2022-08-17 14:23:44.609375
50,34.32,2022-08-17 14:23:44.625000
51,34.23,2022-08-17 14:23:44.640625
52,33.99,2022-08-17 14:23:44.656250
53,33.89,2022-08-17 14:23:44.671875
54,32.91,2022-08-17 14:23:44.687500
55,29.76,2022-08-17 14:23:44.703125
56,24.05,2022-08-17 14:23:44.718750
57,17.06,2022-08-17 14:23:44.734375
58,11.37,2022-08-17 14:23:44.750000
59,9.73,2022-08-17 14:23:44.765625
60,13.65,2022-08-17 14:23:44.781250
61,22.58,2022-08-17 14:23:44.796875
62,33.96,2022-08-17 14:23:44.812500
63,44.23,2022-08-17 14:23:44.828125
64,50.2,2022-08-17 14:23:44.843750
65,50.14,2022-08-17 14:23:44.859375
66,44.28,2022-08-17 14:23:44.875000
67,34.41,2022-08-17 14:23:44.890625
68,22.93,2022-08-17 14:23:44.906250
69,12.21,2022-08-17 14:23:44.921875
70,4.01,2022-08-17 14:23:44.937500
71,-1.02,2022-08-17 14:23:44.953125
72,-3.4,2022-08-17 14:23:44.968750
73,-4.29,2022-08-17 14:23:44.984375
74,-4.88,2022-08-17 14:23:45.000000
75,-5.97,2022-08-17 14:23:45.015625
76,-7.94,2022-08-17 14:23:45.031250
77,-11.31,2022-08-17 14:23:45.046875
78,-16.44,2022-08-17 14:23:45.062500
79,-23.36,2022-08-17 14:23:45.078125
80,-31.59,2022-08-17 14:23:45.093750
81,-39.94,2022-08-17 14:23:45.109375
82,-46.56,2022-08-17 14:23:45.125000
83,-49.48,2022-08-17 14:23:45.140625
84,-47.29,2022-08-17 14:23:45.156250
85,-39.82,2022-08-17 14:23:45.171875
86,-28.88,2022-08-17 14:23:45.187500
87,-16.58,2022-08-17 14:23:45.203125
88,-4.37,2022-08-17 14:23:45.218750
89,7.37,2022-08-17 14:23:45.234375
90,19.0,2022-08-17 14:23:45.250000
91,31.03,2022-08-17 14:23:45.265625
92,43.72,2022-08-17 14:23:45.281250
93,56.76,2022-08-17 14:23:45.296875
94,69.12,2022-08-17 14:23:45.312500
95,77.49,2022-08-17 14:23:45.328125
96,79.86,2022-08-17 14:23:45.343750
97,76.6,2022-08-17 14:23:45.359375
98,69.85,2022-08-17 14:23:45.375000
99,61.92,2022-08-17 14:23:45.390625
100,54.36,2022-08-17 14:23:45.406250
101,47.83,2022-08-17 14:23:45.421875
102,42.26,2022-08-17 14:23:45.437500
103,37.18,2022-08-17 14:23:45.453125
104,28.0,2022-08-17 14:23:45.468750
105,12.24,2022-08-17 14:23:45.484375
106,-9.35,2022-08-17 14:23:45.500000
107,-34.76,2022-08-17 14:23:45.515625
108,-63.38,2022-08-17 14:23:45.531250
109,-96.11,2022-08-17 14:23:45.546875
110,-133.64,2022-08-17 14:23:45.562500
111,-175.13,2022-08-17 14:23:45.578125
112,-217.81,2022-08-17 14:23:45.593750
113,-263.98,2022-08-17 14:23:45.609375
114,-312.81,2022-08-17 14:23:45.625000
115,-359.74,2022-08-17 14:23:45.640625
116,-399.84,2022-08-17 14:23:45.656250
117,-431.6,2022-08-17 14:23:45.671875
118,-456.56,2022-08-17 14:23:45.687500
119,-476.43,2022-08-17 14:23:45.703125
120,-490.82,2022-08-17 14:23:45.718750
121,-497.17,2022-08-17 14:23:45.734375
122,-499.93,2022-08-17 14:23:45.750000
123,-500.43,2022-08-17 14:23:45.765625
124,-495.71,2022-08-17 14:23:45.781250
125,-482.18,2022-08-17 14:23:45.796875
126,-460.07,2022-08-17 14:23:45.812500
127,-432.99,2022-08-17 14:23:45.828125
128,-405.18,2022-08-17 14:23:45.843750
129,-379.7,2022-08-17 14:23:45.859375
130,-308.79,2022-08-17 14:23:45.875000
131,-181.2,2022-08-17 14:23:45.890625
132,-25.22,2022-08-17 14:23:45.906250
133,117.4,2022-08-17 14:23:45.921875
134,224.89,2022-08-17 14:23:45.937500
135,297.72,2022-08-17 14:23:45.953125
136,345.05,2022-08-17 14:23:45.968750
137,374.75,2022-08-17 14:23:45.984375
138,391.75,2022-08-17 14:23:46.000000
139,399.35,2022-08-17 14:23:46.015625
140,393.08,2022-08-17 14:23:46.031250
141,373.26,2022-08-17 14:23:46.046875
142,346.82,2022-08-17 14:23:46.062500
143,322.14,2022-08-17 14:23:46.078125
144,303.39,2022-08-17 14:23:46.093750
145,290.77,2022-08-17 14:23:46.109375
146,281.46,2022-08-17 14:23:46.125000
147,272.85,2022-08-17 14:23:46.140625
148,264.04,2022-08-17 14:23:46.156250
149,249.54,2022-08-17 14:23:46.171875
150,227.7,2022-08-17 14:23:46.187500
151,201.49,2022-08-17 14:23:46.203125
152,174.79,2022-08-17 14:23:46.218750
153,148.9,2022-08-17 14:23:46.234375
154,123.56,2022-08-17 14:23:46.250000
155,97.27,2022-08-17 14:23:46.265625
156,69.96,2022-08-17 14:23:46.281250
157,44.68,2022-08-17 14:23:46.296875
158,23.21,2022-08-17 14:23:46.312500
159,9.51,2022-08-17 14:23:46.328125
160,11.4,2022-08-17 14:23:46.343750
161,33.46,2022-08-17 14:23:46.359375
162,74.86,2022-08-17 14:23:46.375000
163,130.81,2022-08-17 14:23:46.390625
164,191.86,2022-08-17 14:23:46.406250
165,246.64,2022-08-17 14:23:46.421875
166,285.0,2022-08-17 14:23:46.437500
167,298.13,2022-08-17 14:23:46.453125
168,282.37,2022-08-17 14:23:46.468750
169,239.99,2022-08-17 14:23:46.484375
170,177.98,2022-08-17 14:23:46.500000
171,99.31,2022-08-17 14:23:46.515625
172,19.79,2022-08-17 14:23:46.531250
173,-41.72,2022-08-17 14:23:46.546875
174,-75.75,2022-08-17 14:23:46.562500
175,-85.68,2022-08-17 14:23:46.578125
176,-81.63,2022-08-17 14:23:46.593750
177,-72.19,2022-08-17 14:23:46.609375
178,-61.65,2022-08-17 14:23:46.625000
179,-51.49,2022-08-17 14:23:46.640625
180,-41.97,2022-08-17 14:23:46.656250
181,-32.48,2022-08-17 14:23:46.671875
182,-24.43,2022-08-17 14:23:46.687500
183,-19.91,2022-08-17 14:23:46.703125
184,-19.61,2022-08-17 14:23:46.718750
185,-22.05,2022-08-17 14:23:46.734375
186,-24.64,2022-08-17 14:23:46.750000
187,-25.31,2022-08-17 14:23:46.765625
188,-23.51,2022-08-17 14:23:46.781250
189,-19.74,2022-08-17 14:23:46.796875
190,-14.32,2022-08-17 14:23:46.812500
191,-8.88,2022-08-17 14:23:46.828125
192,-5.48,2022-08-17 14:23:46.843750
193,-4.95,2022-08-17 14:23:46.859375
194,-6.4,2022-08-17 14:23:46.875000
195,-8.08,2022-08-17 14:23:46.890625
196,-8.5,2022-08-17 14:23:46.906250
197,-7.16,2022-08-17 14:23:46.921875
198,-4.33,2022-08-17 14:23:46.937500
199,-0.25,2022-08-17 14:23:46.953125
200,3.97,2022-08-17 14:23:46.968750
201,6.98,2022-08-17 14:23:46.984375
202,8.16,2022-08-17 14:23:47.000000
203,7.96,2022-08-17 14:23:47.015625
204,7.46,2022-08-17 14:23:47.031250
205,7.64,2022-08-17 14:23:47.046875
206,8.87,2022-08-17 14:23:47.062500
207,11.13,2022-08-17 14:23:47.078125
208,14.36,2022-08-17 14:23:47.093750
