,HR,time
0,78.23,2022-10-26 16:30:16
1,77.48,2022-10-26 16:30:17
2,76.79,2022-10-26 16:30:18
3,76.12,2022-10-26 16:30:19
4,75.5,2022-10-26 16:30:20
5,74.96,2022-10-26 16:30:21
6,74.46,2022-10-26 16:30:22
7,74.03,2022-10-26 16:30:23
8,73.63,2022-10-26 16:30:24
9,73.29,2022-10-26 16:30:25
10,72.97,2022-10-26 16:30:26
11,72.7,2022-10-26 16:30:27
12,72.47,2022-10-26 16:30:28
13,72.26,2022-10-26 16:30:29
14,72.08,2022-10-26 16:30:30
15,71.92,2022-10-26 16:30:31
16,71.74,2022-10-26 16:30:32
17,71.54,2022-10-26 16:30:33
18,71.28,2022-10-26 16:30:34
19,71.02,2022-10-26 16:30:35
20,70.79,2022-10-26 16:30:36
21,70.49,2022-10-26 16:30:37
22,70.18,2022-10-26 16:30:38
23,69.89,2022-10-26 16:30:39
24,69.63,2022-10-26 16:30:40
25,69.36,2022-10-26 16:30:41
26,69.12,2022-10-26 16:30:42
27,68.88,2022-10-26 16:30:43
28,68.9,2022-10-26 16:30:44
29,68.92,2022-10-26 16:30:45
30,68.96,2022-10-26 16:30:46
31,69.06,2022-10-26 16:30:47
32,69.15,2022-10-26 16:30:48
33,69.24,2022-10-26 16:30:49
34,69.25,2022-10-26 16:30:50
35,69.25,2022-10-26 16:30:51
36,69.22,2022-10-26 16:30:52
37,69.27,2022-10-26 16:30:53
38,69.27,2022-10-26 16:30:54
39,69.42,2022-10-26 16:30:55
40,68.85,2022-10-26 16:30:56
41,66.78,2022-10-26 16:30:57
42,66.48,2022-10-26 16:30:58
43,66.52,2022-10-26 16:30:59
44,66.25,2022-10-26 16:31:00
45,65.75,2022-10-26 16:31:01
46,65.32,2022-10-26 16:31:02
47,64.87,2022-10-26 16:31:03
48,64.42,2022-10-26 16:31:04
49,64.02,2022-10-26 16:31:05
50,63.6,2022-10-26 16:31:06
51,63.23,2022-10-26 16:31:07
52,63.23,2022-10-26 16:31:08
53,63.22,2022-10-26 16:31:09
54,63.18,2022-10-26 16:31:10
55,63.15,2022-10-26 16:31:11
56,63.1,2022-10-26 16:31:12
57,63.07,2022-10-26 16:31:13
58,63.02,2022-10-26 16:31:14
59,62.98,2022-10-26 16:31:15
60,62.97,2022-10-26 16:31:16
61,62.93,2022-10-26 16:31:17
62,62.9,2022-10-26 16:31:18
63,62.87,2022-10-26 16:31:19
64,62.82,2022-10-26 16:31:20
65,62.73,2022-10-26 16:31:21
66,62.65,2022-10-26 16:31:22
67,62.55,2022-10-26 16:31:23
68,62.47,2022-10-26 16:31:24
69,62.4,2022-10-26 16:31:25
70,62.35,2022-10-26 16:31:26
71,62.3,2022-10-26 16:31:27
72,62.27,2022-10-26 16:31:28
73,62.23,2022-10-26 16:31:29
74,62.18,2022-10-26 16:31:30
75,62.13,2022-10-26 16:31:31
76,62.07,2022-10-26 16:31:32
77,62.0,2022-10-26 16:31:33
78,61.95,2022-10-26 16:31:34
79,61.88,2022-10-26 16:31:35
80,61.8,2022-10-26 16:31:36
81,61.77,2022-10-26 16:31:37
82,61.75,2022-10-26 16:31:38
83,61.73,2022-10-26 16:31:39
84,61.72,2022-10-26 16:31:40
85,61.72,2022-10-26 16:31:41
86,61.7,2022-10-26 16:31:42
87,61.7,2022-10-26 16:31:43
88,61.48,2022-10-26 16:31:44
89,61.27,2022-10-26 16:31:45
90,61.03,2022-10-26 16:31:46
91,60.73,2022-10-26 16:31:47
92,60.43,2022-10-26 16:31:48
93,60.12,2022-10-26 16:31:49
94,59.87,2022-10-26 16:31:50
95,59.63,2022-10-26 16:31:51
96,59.43,2022-10-26 16:31:52
97,59.18,2022-10-26 16:31:53
98,59.0,2022-10-26 16:31:54
99,58.87,2022-10-26 16:31:55
100,58.78,2022-10-26 16:31:56
101,58.82,2022-10-26 16:31:57
102,58.85,2022-10-26 16:31:58
103,58.8,2022-10-26 16:31:59
104,58.68,2022-10-26 16:32:00
105,58.72,2022-10-26 16:32:01
106,58.73,2022-10-26 16:32:02
107,58.73,2022-10-26 16:32:03
108,58.73,2022-10-26 16:32:04
109,58.75,2022-10-26 16:32:05
110,58.77,2022-10-26 16:32:06
111,58.78,2022-10-26 16:32:07
112,58.82,2022-10-26 16:32:08
113,58.87,2022-10-26 16:32:09
114,58.92,2022-10-26 16:32:10
115,58.95,2022-10-26 16:32:11
116,58.98,2022-10-26 16:32:12
117,58.98,2022-10-26 16:32:13
118,58.98,2022-10-26 16:32:14
119,58.98,2022-10-26 16:32:15
120,59.02,2022-10-26 16:32:16
121,59.08,2022-10-26 16:32:17
122,59.13,2022-10-26 16:32:18
123,59.2,2022-10-26 16:32:19
124,59.28,2022-10-26 16:32:20
125,59.4,2022-10-26 16:32:21
126,59.52,2022-10-26 16:32:22
127,59.65,2022-10-26 16:32:23
128,59.77,2022-10-26 16:32:24
129,59.87,2022-10-26 16:32:25
130,59.97,2022-10-26 16:32:26
131,60.07,2022-10-26 16:32:27
132,60.12,2022-10-26 16:32:28
133,60.17,2022-10-26 16:32:29
134,60.2,2022-10-26 16:32:30
135,60.22,2022-10-26 16:32:31
136,60.27,2022-10-26 16:32:32
137,60.32,2022-10-26 16:32:33
138,60.37,2022-10-26 16:32:34
139,60.43,2022-10-26 16:32:35
140,60.52,2022-10-26 16:32:36
141,60.62,2022-10-26 16:32:37
142,60.72,2022-10-26 16:32:38
143,60.82,2022-10-26 16:32:39
144,60.92,2022-10-26 16:32:40
145,61.03,2022-10-26 16:32:41
146,61.15,2022-10-26 16:32:42
147,61.27,2022-10-26 16:32:43
148,61.38,2022-10-26 16:32:44
149,61.48,2022-10-26 16:32:45
150,61.58,2022-10-26 16:32:46
151,61.7,2022-10-26 16:32:47
152,61.78,2022-10-26 16:32:48
153,61.87,2022-10-26 16:32:49
154,61.97,2022-10-26 16:32:50
155,62.07,2022-10-26 16:32:51
156,62.15,2022-10-26 16:32:52
157,62.2,2022-10-26 16:32:53
158,62.23,2022-10-26 16:32:54
159,62.25,2022-10-26 16:32:55
160,62.27,2022-10-26 16:32:56
161,62.27,2022-10-26 16:32:57
162,62.25,2022-10-26 16:32:58
163,62.23,2022-10-26 16:32:59
164,62.2,2022-10-26 16:33:00
165,62.17,2022-10-26 16:33:01
166,62.13,2022-10-26 16:33:02
167,62.08,2022-10-26 16:33:03
168,62.03,2022-10-26 16:33:04
169,61.95,2022-10-26 16:33:05
170,61.85,2022-10-26 16:33:06
171,61.75,2022-10-26 16:33:07
172,61.63,2022-10-26 16:33:08
173,61.52,2022-10-26 16:33:09
174,61.42,2022-10-26 16:33:10
175,61.33,2022-10-26 16:33:11
176,61.25,2022-10-26 16:33:12
177,61.18,2022-10-26 16:33:13
178,61.12,2022-10-26 16:33:14
179,61.05,2022-10-26 16:33:15
180,60.95,2022-10-26 16:33:16
181,60.82,2022-10-26 16:33:17
182,60.7,2022-10-26 16:33:18
183,60.58,2022-10-26 16:33:19
184,60.47,2022-10-26 16:33:20
185,60.33,2022-10-26 16:33:21
186,60.2,2022-10-26 16:33:22
187,60.05,2022-10-26 16:33:23
188,59.9,2022-10-26 16:33:24
189,59.75,2022-10-26 16:33:25
190,59.58,2022-10-26 16:33:26
191,59.4,2022-10-26 16:33:27
192,59.22,2022-10-26 16:33:28
193,59.03,2022-10-26 16:33:29
194,58.88,2022-10-26 16:33:30
195,58.75,2022-10-26 16:33:31
196,58.63,2022-10-26 16:33:32
197,58.53,2022-10-26 16:33:33
198,58.48,2022-10-26 16:33:34
199,58.43,2022-10-26 16:33:35
200,58.4,2022-10-26 16:33:36
201,58.35,2022-10-26 16:33:37
202,58.32,2022-10-26 16:33:38
203,58.28,2022-10-26 16:33:39
204,58.23,2022-10-26 16:33:40
205,58.17,2022-10-26 16:33:41
206,58.1,2022-10-26 16:33:42
207,58.02,2022-10-26 16:33:43
208,57.93,2022-10-26 16:33:44
209,57.87,2022-10-26 16:33:45
210,57.8,2022-10-26 16:33:46
211,57.73,2022-10-26 16:33:47
212,57.68,2022-10-26 16:33:48
213,57.65,2022-10-26 16:33:49
214,57.58,2022-10-26 16:33:50
215,57.52,2022-10-26 16:33:51
216,57.43,2022-10-26 16:33:52
217,57.37,2022-10-26 16:33:53
218,57.3,2022-10-26 16:33:54
219,57.23,2022-10-26 16:33:55
220,57.17,2022-10-26 16:33:56
221,57.1,2022-10-26 16:33:57
222,57.05,2022-10-26 16:33:58
223,57.0,2022-10-26 16:33:59
224,56.98,2022-10-26 16:34:00
225,56.97,2022-10-26 16:34:01
226,56.95,2022-10-26 16:34:02
227,56.97,2022-10-26 16:34:03
228,56.98,2022-10-26 16:34:04
229,57.0,2022-10-26 16:34:05
230,57.03,2022-10-26 16:34:06
231,57.08,2022-10-26 16:34:07
232,57.13,2022-10-26 16:34:08
233,57.2,2022-10-26 16:34:09
234,57.27,2022-10-26 16:34:10
235,57.33,2022-10-26 16:34:11
236,57.4,2022-10-26 16:34:12
237,57.47,2022-10-26 16:34:13
238,57.55,2022-10-26 16:34:14
239,57.63,2022-10-26 16:34:15
240,57.72,2022-10-26 16:34:16
241,57.82,2022-10-26 16:34:17
242,57.87,2022-10-26 16:34:18
243,58.0,2022-10-26 16:34:19
244,58.13,2022-10-26 16:34:20
245,58.28,2022-10-26 16:34:21
246,58.5,2022-10-26 16:34:22
247,58.73,2022-10-26 16:34:23
248,58.95,2022-10-26 16:34:24
249,59.13,2022-10-26 16:34:25
250,59.3,2022-10-26 16:34:26
251,59.47,2022-10-26 16:34:27
252,59.65,2022-10-26 16:34:28
253,59.82,2022-10-26 16:34:29
254,59.88,2022-10-26 16:34:30
255,59.95,2022-10-26 16:34:31
256,60.0,2022-10-26 16:34:32
257,60.07,2022-10-26 16:34:33
258,60.12,2022-10-26 16:34:34
259,60.18,2022-10-26 16:34:35
