,HR,time
0,126.75,2022-10-26 15:55:38
1,126.88,2022-10-26 15:55:39
2,126.98,2022-10-26 15:55:40
3,127.08,2022-10-26 15:55:41
4,127.25,2022-10-26 15:55:42
5,127.35,2022-10-26 15:55:43
6,127.4,2022-10-26 15:55:44
7,127.5,2022-10-26 15:55:45
8,127.52,2022-10-26 15:55:46
9,127.5,2022-10-26 15:55:47
10,127.5,2022-10-26 15:55:48
11,127.6,2022-10-26 15:55:49
12,127.65,2022-10-26 15:55:50
13,127.55,2022-10-26 15:55:51
14,127.12,2022-10-26 15:55:52
15,126.72,2022-10-26 15:55:53
16,126.25,2022-10-26 15:55:54
17,125.8,2022-10-26 15:55:55
18,125.4,2022-10-26 15:55:56
19,125.12,2022-10-26 15:55:57
20,124.83,2022-10-26 15:55:58
21,124.55,2022-10-26 15:55:59
22,124.3,2022-10-26 15:56:00
23,123.97,2022-10-26 15:56:01
24,123.65,2022-10-26 15:56:02
25,123.37,2022-10-26 15:56:03
26,123.1,2022-10-26 15:56:04
27,122.78,2022-10-26 15:56:05
28,122.37,2022-10-26 15:56:06
29,121.97,2022-10-26 15:56:07
30,121.58,2022-10-26 15:56:08
31,121.2,2022-10-26 15:56:09
32,120.82,2022-10-26 15:56:10
33,120.3,2022-10-26 15:56:11
34,119.75,2022-10-26 15:56:12
35,119.08,2022-10-26 15:56:13
36,118.5,2022-10-26 15:56:14
37,118.0,2022-10-26 15:56:15
38,117.43,2022-10-26 15:56:16
39,116.9,2022-10-26 15:56:17
40,116.43,2022-10-26 15:56:18
41,116.0,2022-10-26 15:56:19
42,115.55,2022-10-26 15:56:20
43,115.08,2022-10-26 15:56:21
44,114.62,2022-10-26 15:56:22
45,114.1,2022-10-26 15:56:23
46,113.83,2022-10-26 15:56:24
47,113.57,2022-10-26 15:56:25
48,113.28,2022-10-26 15:56:26
49,112.98,2022-10-26 15:56:27
50,112.7,2022-10-26 15:56:28
51,112.4,2022-10-26 15:56:29
52,111.98,2022-10-26 15:56:30
53,111.62,2022-10-26 15:56:31
54,111.35,2022-10-26 15:56:32
55,111.1,2022-10-26 15:56:33
56,110.87,2022-10-26 15:56:34
57,110.62,2022-10-26 15:56:35
58,110.45,2022-10-26 15:56:36
59,110.3,2022-10-26 15:56:37
60,110.18,2022-10-26 15:56:38
61,110.05,2022-10-26 15:56:39
62,109.92,2022-10-26 15:56:40
63,109.75,2022-10-26 15:56:41
64,109.48,2022-10-26 15:56:42
65,109.23,2022-10-26 15:56:43
66,109.07,2022-10-26 15:56:44
67,108.87,2022-10-26 15:56:45
68,108.67,2022-10-26 15:56:46
69,108.53,2022-10-26 15:56:47
70,108.43,2022-10-26 15:56:48
71,108.23,2022-10-26 15:56:49
72,108.08,2022-10-26 15:56:50
73,108.08,2022-10-26 15:56:51
74,108.13,2022-10-26 15:56:52
75,108.18,2022-10-26 15:56:53
76,108.22,2022-10-26 15:56:54
77,108.17,2022-10-26 15:56:55
78,108.13,2022-10-26 15:56:56
79,108.02,2022-10-26 15:56:57
80,107.92,2022-10-26 15:56:58
81,107.77,2022-10-26 15:56:59
82,107.63,2022-10-26 15:57:00
83,107.52,2022-10-26 15:57:01
84,107.42,2022-10-26 15:57:02
85,107.38,2022-10-26 15:57:03
86,107.13,2022-10-26 15:57:04
87,106.95,2022-10-26 15:57:05
88,106.82,2022-10-26 15:57:06
89,106.7,2022-10-26 15:57:07
90,106.63,2022-10-26 15:57:08
91,106.48,2022-10-26 15:57:09
92,106.33,2022-10-26 15:57:10
93,106.27,2022-10-26 15:57:11
94,106.17,2022-10-26 15:57:12
95,106.1,2022-10-26 15:57:13
96,106.02,2022-10-26 15:57:14
97,105.92,2022-10-26 15:57:15
98,105.77,2022-10-26 15:57:16
99,105.62,2022-10-26 15:57:17
100,105.42,2022-10-26 15:57:18
101,105.2,2022-10-26 15:57:19
102,105.05,2022-10-26 15:57:20
103,104.92,2022-10-26 15:57:21
104,104.73,2022-10-26 15:57:22
105,104.57,2022-10-26 15:57:23
106,104.42,2022-10-26 15:57:24
107,104.28,2022-10-26 15:57:25
108,104.12,2022-10-26 15:57:26
109,103.97,2022-10-26 15:57:27
110,103.75,2022-10-26 15:57:28
111,103.5,2022-10-26 15:57:29
112,103.37,2022-10-26 15:57:30
113,103.23,2022-10-26 15:57:31
114,103.05,2022-10-26 15:57:32
115,102.85,2022-10-26 15:57:33
116,102.72,2022-10-26 15:57:34
117,102.62,2022-10-26 15:57:35
118,102.43,2022-10-26 15:57:36
119,102.28,2022-10-26 15:57:37
120,102.13,2022-10-26 15:57:38
121,102.0,2022-10-26 15:57:39
122,101.88,2022-10-26 15:57:40
123,101.82,2022-10-26 15:57:41
124,101.87,2022-10-26 15:57:42
125,101.9,2022-10-26 15:57:43
126,101.78,2022-10-26 15:57:44
127,101.75,2022-10-26 15:57:45
128,101.72,2022-10-26 15:57:46
129,101.63,2022-10-26 15:57:47
130,101.5,2022-10-26 15:57:48
131,101.28,2022-10-26 15:57:49
132,100.87,2022-10-26 15:57:50
133,100.47,2022-10-26 15:57:51
134,100.03,2022-10-26 15:57:52
135,99.58,2022-10-26 15:57:53
136,99.18,2022-10-26 15:57:54
137,98.78,2022-10-26 15:57:55
138,98.33,2022-10-26 15:57:56
139,97.87,2022-10-26 15:57:57
140,97.4,2022-10-26 15:57:58
141,96.93,2022-10-26 15:57:59
142,96.45,2022-10-26 15:58:00
143,95.97,2022-10-26 15:58:01
144,95.42,2022-10-26 15:58:02
145,94.83,2022-10-26 15:58:03
146,94.45,2022-10-26 15:58:04
147,93.97,2022-10-26 15:58:05
148,93.45,2022-10-26 15:58:06
149,92.97,2022-10-26 15:58:07
150,92.48,2022-10-26 15:58:08
151,92.1,2022-10-26 15:58:09
152,91.7,2022-10-26 15:58:10
153,91.25,2022-10-26 15:58:11
154,90.85,2022-10-26 15:58:12
155,90.45,2022-10-26 15:58:13
156,90.12,2022-10-26 15:58:14
157,89.82,2022-10-26 15:58:15
158,89.53,2022-10-26 15:58:16
159,89.23,2022-10-26 15:58:17
160,88.92,2022-10-26 15:58:18
161,88.6,2022-10-26 15:58:19
162,88.27,2022-10-26 15:58:20
163,87.92,2022-10-26 15:58:21
164,87.62,2022-10-26 15:58:22
165,87.33,2022-10-26 15:58:23
166,87.1,2022-10-26 15:58:24
167,86.9,2022-10-26 15:58:25
168,86.75,2022-10-26 15:58:26
169,86.6,2022-10-26 15:58:27
170,86.52,2022-10-26 15:58:28
171,86.47,2022-10-26 15:58:29
172,86.43,2022-10-26 15:58:30
173,86.32,2022-10-26 15:58:31
174,86.15,2022-10-26 15:58:32
175,86.05,2022-10-26 15:58:33
176,86.03,2022-10-26 15:58:34
177,86.0,2022-10-26 15:58:35
178,86.02,2022-10-26 15:58:36
179,85.9,2022-10-26 15:58:37
180,85.77,2022-10-26 15:58:38
181,85.77,2022-10-26 15:58:39
182,85.77,2022-10-26 15:58:40
183,85.72,2022-10-26 15:58:41
184,85.65,2022-10-26 15:58:42
185,85.63,2022-10-26 15:58:43
186,85.67,2022-10-26 15:58:44
187,85.67,2022-10-26 15:58:45
188,85.7,2022-10-26 15:58:46
189,85.75,2022-10-26 15:58:47
190,85.78,2022-10-26 15:58:48
191,85.87,2022-10-26 15:58:49
192,86.13,2022-10-26 15:58:50
193,86.38,2022-10-26 15:58:51
194,86.73,2022-10-26 15:58:52
195,87.03,2022-10-26 15:58:53
196,87.3,2022-10-26 15:58:54
197,87.6,2022-10-26 15:58:55
198,87.87,2022-10-26 15:58:56
199,88.12,2022-10-26 15:58:57
200,88.38,2022-10-26 15:58:58
201,88.62,2022-10-26 15:58:59
202,88.88,2022-10-26 15:59:00
203,89.17,2022-10-26 15:59:01
204,89.5,2022-10-26 15:59:02
205,89.83,2022-10-26 15:59:03
206,90.15,2022-10-26 15:59:04
207,90.48,2022-10-26 15:59:05
208,90.9,2022-10-26 15:59:06
209,91.28,2022-10-26 15:59:07
210,91.65,2022-10-26 15:59:08
211,92.0,2022-10-26 15:59:09
212,92.38,2022-10-26 15:59:10
213,92.88,2022-10-26 15:59:11
214,93.38,2022-10-26 15:59:12
215,93.85,2022-10-26 15:59:13
216,94.22,2022-10-26 15:59:14
217,94.55,2022-10-26 15:59:15
218,94.95,2022-10-26 15:59:16
219,95.3,2022-10-26 15:59:17
220,95.63,2022-10-26 15:59:18
221,96.0,2022-10-26 15:59:19
222,96.4,2022-10-26 15:59:20
223,96.78,2022-10-26 15:59:21
224,97.27,2022-10-26 15:59:22
225,97.75,2022-10-26 15:59:23
226,98.13,2022-10-26 15:59:24
227,98.53,2022-10-26 15:59:25
228,98.9,2022-10-26 15:59:26
229,99.22,2022-10-26 15:59:27
230,99.53,2022-10-26 15:59:28
231,99.87,2022-10-26 15:59:29
232,100.2,2022-10-26 15:59:30
233,100.5,2022-10-26 15:59:31
234,100.88,2022-10-26 15:59:32
235,101.23,2022-10-26 15:59:33
