,HR,time
0,93.02,2022-10-26 10:45:45
1,93.1,2022-10-26 10:45:46
2,93.2,2022-10-26 10:45:47
3,93.33,2022-10-26 10:45:48
4,93.63,2022-10-26 10:45:49
5,93.9,2022-10-26 10:45:50
6,94.15,2022-10-26 10:45:51
7,94.4,2022-10-26 10:45:52
8,94.68,2022-10-26 10:45:53
9,94.95,2022-10-26 10:45:54
10,95.18,2022-10-26 10:45:55
11,95.38,2022-10-26 10:45:56
12,95.57,2022-10-26 10:45:57
13,95.75,2022-10-26 10:45:58
14,95.92,2022-10-26 10:45:59
15,96.02,2022-10-26 10:46:00
16,96.07,2022-10-26 10:46:01
17,96.1,2022-10-26 10:46:02
18,96.12,2022-10-26 10:46:03
19,96.12,2022-10-26 10:46:04
20,96.08,2022-10-26 10:46:05
21,96.08,2022-10-26 10:46:06
22,96.17,2022-10-26 10:46:07
23,96.2,2022-10-26 10:46:08
24,96.28,2022-10-26 10:46:09
25,96.37,2022-10-26 10:46:10
26,96.43,2022-10-26 10:46:11
27,96.43,2022-10-26 10:46:12
28,96.47,2022-10-26 10:46:13
29,96.5,2022-10-26 10:46:14
30,96.53,2022-10-26 10:46:15
31,96.67,2022-10-26 10:46:16
32,96.83,2022-10-26 10:46:17
33,96.97,2022-10-26 10:46:18
34,97.08,2022-10-26 10:46:19
35,97.25,2022-10-26 10:46:20
36,97.43,2022-10-26 10:46:21
37,97.55,2022-10-26 10:46:22
38,97.67,2022-10-26 10:46:23
39,97.72,2022-10-26 10:46:24
40,97.78,2022-10-26 10:46:25
41,97.82,2022-10-26 10:46:26
42,97.72,2022-10-26 10:46:27
43,97.62,2022-10-26 10:46:28
44,97.57,2022-10-26 10:46:29
45,97.5,2022-10-26 10:46:30
46,97.5,2022-10-26 10:46:31
47,97.52,2022-10-26 10:46:32
48,97.58,2022-10-26 10:46:33
49,97.68,2022-10-26 10:46:34
50,97.82,2022-10-26 10:46:35
51,98.02,2022-10-26 10:46:36
52,98.13,2022-10-26 10:46:37
53,98.2,2022-10-26 10:46:38
54,98.23,2022-10-26 10:46:39
55,98.25,2022-10-26 10:46:40
56,98.2,2022-10-26 10:46:41
57,98.2,2022-10-26 10:46:42
58,98.23,2022-10-26 10:46:43
59,98.33,2022-10-26 10:46:44
60,98.47,2022-10-26 10:46:45
61,98.57,2022-10-26 10:46:46
62,98.68,2022-10-26 10:46:47
63,98.8,2022-10-26 10:46:48
64,98.85,2022-10-26 10:46:49
65,98.95,2022-10-26 10:46:50
66,99.08,2022-10-26 10:46:51
67,99.23,2022-10-26 10:46:52
68,99.33,2022-10-26 10:46:53
69,99.52,2022-10-26 10:46:54
70,99.72,2022-10-26 10:46:55
71,99.87,2022-10-26 10:46:56
72,100.0,2022-10-26 10:46:57
73,100.15,2022-10-26 10:46:58
74,100.3,2022-10-26 10:46:59
75,100.45,2022-10-26 10:47:00
76,100.68,2022-10-26 10:47:01
77,100.93,2022-10-26 10:47:02
78,101.17,2022-10-26 10:47:03
79,101.45,2022-10-26 10:47:04
80,101.72,2022-10-26 10:47:05
81,101.98,2022-10-26 10:47:06
82,102.18,2022-10-26 10:47:07
83,102.45,2022-10-26 10:47:08
84,102.67,2022-10-26 10:47:09
85,102.82,2022-10-26 10:47:10
86,102.95,2022-10-26 10:47:11
87,102.92,2022-10-26 10:47:12
88,102.92,2022-10-26 10:47:13
89,102.88,2022-10-26 10:47:14
90,102.85,2022-10-26 10:47:15
91,102.68,2022-10-26 10:47:16
92,102.62,2022-10-26 10:47:17
93,102.57,2022-10-26 10:47:18
94,102.47,2022-10-26 10:47:19
95,102.32,2022-10-26 10:47:20
96,102.18,2022-10-26 10:47:21
97,102.05,2022-10-26 10:47:22
98,101.93,2022-10-26 10:47:23
99,101.77,2022-10-26 10:47:24
100,101.6,2022-10-26 10:47:25
101,101.43,2022-10-26 10:47:26
102,101.35,2022-10-26 10:47:27
103,101.23,2022-10-26 10:47:28
104,101.1,2022-10-26 10:47:29
105,100.97,2022-10-26 10:47:30
106,100.83,2022-10-26 10:47:31
107,100.75,2022-10-26 10:47:32
108,100.68,2022-10-26 10:47:33
109,100.62,2022-10-26 10:47:34
110,100.58,2022-10-26 10:47:35
111,100.57,2022-10-26 10:47:36
112,100.6,2022-10-26 10:47:37
113,100.67,2022-10-26 10:47:38
114,100.77,2022-10-26 10:47:39
115,100.9,2022-10-26 10:47:40
116,101.08,2022-10-26 10:47:41
117,101.25,2022-10-26 10:47:42
118,101.37,2022-10-26 10:47:43
119,101.43,2022-10-26 10:47:44
120,101.5,2022-10-26 10:47:45
121,101.63,2022-10-26 10:47:46
122,101.8,2022-10-26 10:47:47
123,101.95,2022-10-26 10:47:48
124,102.03,2022-10-26 10:47:49
125,102.12,2022-10-26 10:47:50
126,102.2,2022-10-26 10:47:51
127,102.3,2022-10-26 10:47:52
128,102.42,2022-10-26 10:47:53
129,102.43,2022-10-26 10:47:54
130,102.42,2022-10-26 10:47:55
131,102.45,2022-10-26 10:47:56
132,102.53,2022-10-26 10:47:57
133,102.62,2022-10-26 10:47:58
134,102.93,2022-10-26 10:47:59
135,103.23,2022-10-26 10:48:00
136,103.5,2022-10-26 10:48:01
137,103.77,2022-10-26 10:48:02
138,104.07,2022-10-26 10:48:03
139,104.3,2022-10-26 10:48:04
140,104.52,2022-10-26 10:48:05
141,104.68,2022-10-26 10:48:06
142,104.88,2022-10-26 10:48:07
143,105.08,2022-10-26 10:48:08
144,105.27,2022-10-26 10:48:09
145,105.45,2022-10-26 10:48:10
146,105.65,2022-10-26 10:48:11
147,106.02,2022-10-26 10:48:12
148,106.35,2022-10-26 10:48:13
149,106.67,2022-10-26 10:48:14
150,106.9,2022-10-26 10:48:15
151,107.13,2022-10-26 10:48:16
152,107.32,2022-10-26 10:48:17
153,107.52,2022-10-26 10:48:18
154,107.68,2022-10-26 10:48:19
155,107.9,2022-10-26 10:48:20
156,108.08,2022-10-26 10:48:21
157,108.25,2022-10-26 10:48:22
158,108.42,2022-10-26 10:48:23
159,108.68,2022-10-26 10:48:24
160,108.92,2022-10-26 10:48:25
161,109.15,2022-10-26 10:48:26
162,109.32,2022-10-26 10:48:27
163,109.53,2022-10-26 10:48:28
164,109.73,2022-10-26 10:48:29
165,109.93,2022-10-26 10:48:30
166,110.1,2022-10-26 10:48:31
167,110.13,2022-10-26 10:48:32
168,110.17,2022-10-26 10:48:33
169,110.23,2022-10-26 10:48:34
170,110.23,2022-10-26 10:48:35
171,110.15,2022-10-26 10:48:36
172,110.05,2022-10-26 10:48:37
173,109.95,2022-10-26 10:48:38
174,109.82,2022-10-26 10:48:39
175,109.55,2022-10-26 10:48:40
176,109.28,2022-10-26 10:48:41
177,109.02,2022-10-26 10:48:42
