,HR,time
0,72.14,2021-12-17 17:09:22
1,72.23,2021-12-17 17:09:23
2,72.29,2021-12-17 17:09:24
3,72.39,2021-12-17 17:09:25
4,72.45,2021-12-17 17:09:26
5,72.73,2021-12-17 17:09:27
6,73.02,2021-12-17 17:09:28
7,73.32,2021-12-17 17:09:29
8,73.59,2021-12-17 17:09:30
9,73.83,2021-12-17 17:09:31
10,73.74,2021-12-17 17:09:32
11,73.67,2021-12-17 17:09:33
12,73.62,2021-12-17 17:09:34
13,73.55,2021-12-17 17:09:35
14,73.49,2021-12-17 17:09:36
15,73.48,2021-12-17 17:09:37
16,73.46,2021-12-17 17:09:38
17,73.47,2021-12-17 17:09:39
18,73.25,2021-12-17 17:09:40
19,73.53,2021-12-17 17:09:41
20,73.97,2021-12-17 17:09:42
21,74.28,2021-12-17 17:09:43
22,74.57,2021-12-17 17:09:44
23,74.82,2021-12-17 17:09:45
24,75.08,2021-12-17 17:09:46
25,75.13,2021-12-17 17:09:47
26,75.17,2021-12-17 17:09:48
27,75.22,2021-12-17 17:09:49
28,75.28,2021-12-17 17:09:50
29,75.35,2021-12-17 17:09:51
30,75.38,2021-12-17 17:09:52
31,75.38,2021-12-17 17:09:53
32,75.35,2021-12-17 17:09:54
33,75.2,2021-12-17 17:09:55
34,75.07,2021-12-17 17:09:56
35,74.9,2021-12-17 17:09:57
36,74.7,2021-12-17 17:09:58
37,74.48,2021-12-17 17:09:59
38,74.27,2021-12-17 17:10:00
39,74.05,2021-12-17 17:10:01
40,73.8,2021-12-17 17:10:02
41,73.55,2021-12-17 17:10:03
42,73.3,2021-12-17 17:10:04
43,73.02,2021-12-17 17:10:05
44,72.73,2021-12-17 17:10:06
45,72.45,2021-12-17 17:10:07
46,72.17,2021-12-17 17:10:08
47,71.85,2021-12-17 17:10:09
48,71.52,2021-12-17 17:10:10
49,71.17,2021-12-17 17:10:11
50,70.82,2021-12-17 17:10:12
51,70.47,2021-12-17 17:10:13
52,70.13,2021-12-17 17:10:14
53,69.82,2021-12-17 17:10:15
54,69.52,2021-12-17 17:10:16
55,69.23,2021-12-17 17:10:17
56,68.95,2021-12-17 17:10:18
57,68.7,2021-12-17 17:10:19
