,HR,time
0,83.53,2021-12-17 16:49:36
1,83.65,2021-12-17 16:49:37
2,83.85,2021-12-17 16:49:38
3,84.03,2021-12-17 16:49:39
4,84.22,2021-12-17 16:49:40
5,84.42,2021-12-17 16:49:41
6,84.62,2021-12-17 16:49:42
7,84.7,2021-12-17 16:49:43
8,84.8,2021-12-17 16:49:44
9,84.93,2021-12-17 16:49:45
10,85.13,2021-12-17 16:49:46
11,85.32,2021-12-17 16:49:47
12,85.5,2021-12-17 16:49:48
13,85.72,2021-12-17 16:49:49
14,85.9,2021-12-17 16:49:50
15,86.08,2021-12-17 16:49:51
16,86.27,2021-12-17 16:49:52
17,86.4,2021-12-17 16:49:53
18,86.57,2021-12-17 16:49:54
19,86.78,2021-12-17 16:49:55
20,87.02,2021-12-17 16:49:56
21,87.25,2021-12-17 16:49:57
22,87.5,2021-12-17 16:49:58
23,87.82,2021-12-17 16:49:59
24,88.12,2021-12-17 16:50:00
25,88.38,2021-12-17 16:50:01
26,88.62,2021-12-17 16:50:02
27,88.83,2021-12-17 16:50:03
28,89.03,2021-12-17 16:50:04
29,89.22,2021-12-17 16:50:05
30,89.32,2021-12-17 16:50:06
31,89.42,2021-12-17 16:50:07
32,89.58,2021-12-17 16:50:08
33,89.75,2021-12-17 16:50:09
34,89.9,2021-12-17 16:50:10
35,90.0,2021-12-17 16:50:11
36,90.1,2021-12-17 16:50:12
37,90.22,2021-12-17 16:50:13
38,90.32,2021-12-17 16:50:14
39,90.37,2021-12-17 16:50:15
40,90.42,2021-12-17 16:50:16
41,90.45,2021-12-17 16:50:17
42,90.48,2021-12-17 16:50:18
43,90.55,2021-12-17 16:50:19
44,90.5,2021-12-17 16:50:20
45,90.42,2021-12-17 16:50:21
46,90.33,2021-12-17 16:50:22
47,90.25,2021-12-17 16:50:23
48,90.15,2021-12-17 16:50:24
49,90.0,2021-12-17 16:50:25
50,89.83,2021-12-17 16:50:26
51,89.7,2021-12-17 16:50:27
52,89.57,2021-12-17 16:50:28
53,89.48,2021-12-17 16:50:29
54,89.42,2021-12-17 16:50:30
55,89.37,2021-12-17 16:50:31
56,89.32,2021-12-17 16:50:32
57,89.27,2021-12-17 16:50:33
58,89.23,2021-12-17 16:50:34
59,89.23,2021-12-17 16:50:35
60,89.27,2021-12-17 16:50:36
61,89.3,2021-12-17 16:50:37
62,89.32,2021-12-17 16:50:38
63,89.32,2021-12-17 16:50:39
64,89.33,2021-12-17 16:50:40
65,89.33,2021-12-17 16:50:41
66,89.32,2021-12-17 16:50:42
67,89.3,2021-12-17 16:50:43
68,89.28,2021-12-17 16:50:44
69,89.27,2021-12-17 16:50:45
70,89.25,2021-12-17 16:50:46
71,89.23,2021-12-17 16:50:47
72,89.18,2021-12-17 16:50:48
73,89.08,2021-12-17 16:50:49
74,88.95,2021-12-17 16:50:50
75,88.77,2021-12-17 16:50:51
76,88.6,2021-12-17 16:50:52
77,88.4,2021-12-17 16:50:53
78,88.18,2021-12-17 16:50:54
79,87.97,2021-12-17 16:50:55
80,87.75,2021-12-17 16:50:56
81,87.52,2021-12-17 16:50:57
82,87.28,2021-12-17 16:50:58
83,87.05,2021-12-17 16:50:59
84,86.87,2021-12-17 16:51:00
85,86.68,2021-12-17 16:51:01
86,86.48,2021-12-17 16:51:02
87,86.25,2021-12-17 16:51:03
