,TEMP,time
0,32.55,2022-10-26 09:59:16.000
1,32.55,2022-10-26 09:59:16.250
2,32.55,2022-10-26 09:59:16.500
3,32.55,2022-10-26 09:59:16.750
4,32.55,2022-10-26 09:59:17.000
5,32.55,2022-10-26 09:59:17.250
6,32.55,2022-10-26 09:59:17.500
7,32.55,2022-10-26 09:59:17.750
8,32.55,2022-10-26 09:59:18.000
9,32.55,2022-10-26 09:59:18.250
10,32.55,2022-10-26 09:59:18.500
11,32.55,2022-10-26 09:59:18.750
12,32.53,2022-10-26 09:59:19.000
13,32.53,2022-10-26 09:59:19.250
14,32.53,2022-10-26 09:59:19.500
15,32.53,2022-10-26 09:59:19.750
16,32.55,2022-10-26 09:59:20.000
17,32.55,2022-10-26 09:59:20.250
18,32.55,2022-10-26 09:59:20.500
19,32.55,2022-10-26 09:59:20.750
20,32.57,2022-10-26 09:59:21.000
21,32.57,2022-10-26 09:59:21.250
22,32.57,2022-10-26 09:59:21.500
23,32.57,2022-10-26 09:59:21.750
24,32.53,2022-10-26 09:59:22.000
25,32.53,2022-10-26 09:59:22.250
26,32.53,2022-10-26 09:59:22.500
27,32.53,2022-10-26 09:59:22.750
28,32.55,2022-10-26 09:59:23.000
29,32.55,2022-10-26 09:59:23.250
30,32.55,2022-10-26 09:59:23.500
31,32.55,2022-10-26 09:59:23.750
32,32.53,2022-10-26 09:59:24.000
33,32.53,2022-10-26 09:59:24.250
34,32.53,2022-10-26 09:59:24.500
35,32.53,2022-10-26 09:59:24.750
36,32.53,2022-10-26 09:59:25.000
37,32.53,2022-10-26 09:59:25.250
38,32.53,2022-10-26 09:59:25.500
39,32.53,2022-10-26 09:59:25.750
40,32.53,2022-10-26 09:59:26.000
41,32.53,2022-10-26 09:59:26.250
42,32.53,2022-10-26 09:59:26.500
43,32.53,2022-10-26 09:59:26.750
44,32.55,2022-10-26 09:59:27.000
45,32.55,2022-10-26 09:59:27.250
46,32.55,2022-10-26 09:59:27.500
47,32.55,2022-10-26 09:59:27.750
48,32.53,2022-10-26 09:59:28.000
49,32.53,2022-10-26 09:59:28.250
50,32.53,2022-10-26 09:59:28.500
51,32.53,2022-10-26 09:59:28.750
52,32.53,2022-10-26 09:59:29.000
53,32.53,2022-10-26 09:59:29.250
54,32.53,2022-10-26 09:59:29.500
55,32.53,2022-10-26 09:59:29.750
56,32.5,2022-10-26 09:59:30.000
57,32.5,2022-10-26 09:59:30.250
58,32.5,2022-10-26 09:59:30.500
59,32.5,2022-10-26 09:59:30.750
60,32.53,2022-10-26 09:59:31.000
61,32.53,2022-10-26 09:59:31.250
62,32.53,2022-10-26 09:59:31.500
63,32.53,2022-10-26 09:59:31.750
64,32.53,2022-10-26 09:59:32.000
65,32.53,2022-10-26 09:59:32.250
66,32.53,2022-10-26 09:59:32.500
67,32.53,2022-10-26 09:59:32.750
68,32.53,2022-10-26 09:59:33.000
69,32.53,2022-10-26 09:59:33.250
70,32.53,2022-10-26 09:59:33.500
71,32.53,2022-10-26 09:59:33.750
72,32.55,2022-10-26 09:59:34.000
73,32.55,2022-10-26 09:59:34.250
74,32.55,2022-10-26 09:59:34.500
75,32.55,2022-10-26 09:59:34.750
76,32.5,2022-10-26 09:59:35.000
77,32.5,2022-10-26 09:59:35.250
78,32.5,2022-10-26 09:59:35.500
79,32.5,2022-10-26 09:59:35.750
80,32.53,2022-10-26 09:59:36.000
81,32.53,2022-10-26 09:59:36.250
82,32.53,2022-10-26 09:59:36.500
83,32.53,2022-10-26 09:59:36.750
84,32.55,2022-10-26 09:59:37.000
85,32.55,2022-10-26 09:59:37.250
86,32.55,2022-10-26 09:59:37.500
87,32.55,2022-10-26 09:59:37.750
88,32.53,2022-10-26 09:59:38.000
89,32.53,2022-10-26 09:59:38.250
90,32.53,2022-10-26 09:59:38.500
91,32.53,2022-10-26 09:59:38.750
92,32.5,2022-10-26 09:59:39.000
93,32.5,2022-10-26 09:59:39.250
94,32.5,2022-10-26 09:59:39.500
95,32.5,2022-10-26 09:59:39.750
96,32.53,2022-10-26 09:59:40.000
97,32.53,2022-10-26 09:59:40.250
98,32.53,2022-10-26 09:59:40.500
99,32.53,2022-10-26 09:59:40.750
100,32.53,2022-10-26 09:59:41.000
101,32.53,2022-10-26 09:59:41.250
102,32.53,2022-10-26 09:59:41.500
103,32.53,2022-10-26 09:59:41.750
104,32.49,2022-10-26 09:59:42.000
105,32.49,2022-10-26 09:59:42.250
106,32.49,2022-10-26 09:59:42.500
107,32.49,2022-10-26 09:59:42.750
108,32.49,2022-10-26 09:59:43.000
109,32.49,2022-10-26 09:59:43.250
110,32.49,2022-10-26 09:59:43.500
111,32.49,2022-10-26 09:59:43.750
112,32.45,2022-10-26 09:59:44.000
113,32.45,2022-10-26 09:59:44.250
114,32.45,2022-10-26 09:59:44.500
115,32.45,2022-10-26 09:59:44.750
116,32.47,2022-10-26 09:59:45.000
117,32.47,2022-10-26 09:59:45.250
118,32.47,2022-10-26 09:59:45.500
119,32.47,2022-10-26 09:59:45.750
120,32.47,2022-10-26 09:59:46.000
121,32.47,2022-10-26 09:59:46.250
122,32.47,2022-10-26 09:59:46.500
123,32.47,2022-10-26 09:59:46.750
124,32.47,2022-10-26 09:59:47.000
125,32.47,2022-10-26 09:59:47.250
126,32.47,2022-10-26 09:59:47.500
127,32.47,2022-10-26 09:59:47.750
128,32.49,2022-10-26 09:59:48.000
129,32.49,2022-10-26 09:59:48.250
130,32.49,2022-10-26 09:59:48.500
131,32.49,2022-10-26 09:59:48.750
132,32.49,2022-10-26 09:59:49.000
133,32.49,2022-10-26 09:59:49.250
134,32.49,2022-10-26 09:59:49.500
135,32.49,2022-10-26 09:59:49.750
136,32.5,2022-10-26 09:59:50.000
137,32.5,2022-10-26 09:59:50.250
138,32.5,2022-10-26 09:59:50.500
139,32.5,2022-10-26 09:59:50.750
140,32.5,2022-10-26 09:59:51.000
141,32.5,2022-10-26 09:59:51.250
142,32.5,2022-10-26 09:59:51.500
143,32.5,2022-10-26 09:59:51.750
144,32.5,2022-10-26 09:59:52.000
145,32.5,2022-10-26 09:59:52.250
146,32.5,2022-10-26 09:59:52.500
147,32.5,2022-10-26 09:59:52.750
148,32.49,2022-10-26 09:59:53.000
149,32.49,2022-10-26 09:59:53.250
150,32.49,2022-10-26 09:59:53.500
151,32.49,2022-10-26 09:59:53.750
152,32.49,2022-10-26 09:59:54.000
153,32.49,2022-10-26 09:59:54.250
154,32.49,2022-10-26 09:59:54.500
155,32.49,2022-10-26 09:59:54.750
156,32.47,2022-10-26 09:59:55.000
157,32.47,2022-10-26 09:59:55.250
158,32.47,2022-10-26 09:59:55.500
159,32.47,2022-10-26 09:59:55.750
160,32.5,2022-10-26 09:59:56.000
161,32.5,2022-10-26 09:59:56.250
162,32.5,2022-10-26 09:59:56.500
163,32.5,2022-10-26 09:59:56.750
164,32.5,2022-10-26 09:59:57.000
165,32.5,2022-10-26 09:59:57.250
166,32.5,2022-10-26 09:59:57.500
167,32.5,2022-10-26 09:59:57.750
168,32.49,2022-10-26 09:59:58.000
169,32.49,2022-10-26 09:59:58.250
170,32.49,2022-10-26 09:59:58.500
171,32.49,2022-10-26 09:59:58.750
172,32.5,2022-10-26 09:59:59.000
173,32.5,2022-10-26 09:59:59.250
174,32.5,2022-10-26 09:59:59.500
175,32.5,2022-10-26 09:59:59.750
176,32.5,2022-10-26 10:00:00.000
177,32.5,2022-10-26 10:00:00.250
178,32.5,2022-10-26 10:00:00.500
179,32.5,2022-10-26 10:00:00.750
180,32.53,2022-10-26 10:00:01.000
181,32.53,2022-10-26 10:00:01.250
182,32.53,2022-10-26 10:00:01.500
183,32.53,2022-10-26 10:00:01.750
184,32.53,2022-10-26 10:00:02.000
185,32.53,2022-10-26 10:00:02.250
186,32.53,2022-10-26 10:00:02.500
187,32.53,2022-10-26 10:00:02.750
188,32.53,2022-10-26 10:00:03.000
189,32.53,2022-10-26 10:00:03.250
190,32.53,2022-10-26 10:00:03.500
191,32.53,2022-10-26 10:00:03.750
192,32.55,2022-10-26 10:00:04.000
193,32.55,2022-10-26 10:00:04.250
194,32.55,2022-10-26 10:00:04.500
195,32.55,2022-10-26 10:00:04.750
196,32.55,2022-10-26 10:00:05.000
197,32.55,2022-10-26 10:00:05.250
198,32.55,2022-10-26 10:00:05.500
199,32.55,2022-10-26 10:00:05.750
200,32.55,2022-10-26 10:00:06.000
201,32.55,2022-10-26 10:00:06.250
202,32.55,2022-10-26 10:00:06.500
203,32.55,2022-10-26 10:00:06.750
204,32.57,2022-10-26 10:00:07.000
205,32.57,2022-10-26 10:00:07.250
206,32.57,2022-10-26 10:00:07.500
207,32.57,2022-10-26 10:00:07.750
208,32.55,2022-10-26 10:00:08.000
209,32.55,2022-10-26 10:00:08.250
210,32.55,2022-10-26 10:00:08.500
211,32.55,2022-10-26 10:00:08.750
