,HR,time
0,78.88,2022-10-26 10:26:15
1,79.03,2022-10-26 10:26:16
2,79.18,2022-10-26 10:26:17
3,79.33,2022-10-26 10:26:18
4,79.48,2022-10-26 10:26:19
5,79.63,2022-10-26 10:26:20
6,79.78,2022-10-26 10:26:21
7,79.93,2022-10-26 10:26:22
8,80.02,2022-10-26 10:26:23
9,80.02,2022-10-26 10:26:24
10,80.05,2022-10-26 10:26:25
11,80.12,2022-10-26 10:26:26
12,80.17,2022-10-26 10:26:27
13,80.17,2022-10-26 10:26:28
14,80.28,2022-10-26 10:26:29
15,80.35,2022-10-26 10:26:30
16,80.15,2022-10-26 10:26:31
17,79.98,2022-10-26 10:26:32
18,79.82,2022-10-26 10:26:33
19,79.7,2022-10-26 10:26:34
20,79.63,2022-10-26 10:26:35
21,79.65,2022-10-26 10:26:36
22,79.63,2022-10-26 10:26:37
23,79.62,2022-10-26 10:26:38
24,79.6,2022-10-26 10:26:39
25,79.62,2022-10-26 10:26:40
26,79.67,2022-10-26 10:26:41
27,79.73,2022-10-26 10:26:42
28,79.78,2022-10-26 10:26:43
29,79.83,2022-10-26 10:26:44
30,79.85,2022-10-26 10:26:45
31,79.85,2022-10-26 10:26:46
32,79.88,2022-10-26 10:26:47
33,79.93,2022-10-26 10:26:48
34,79.98,2022-10-26 10:26:49
35,80.03,2022-10-26 10:26:50
36,80.03,2022-10-26 10:26:51
37,80.02,2022-10-26 10:26:52
38,79.93,2022-10-26 10:26:53
39,79.82,2022-10-26 10:26:54
40,79.68,2022-10-26 10:26:55
41,79.5,2022-10-26 10:26:56
42,79.28,2022-10-26 10:26:57
43,79.07,2022-10-26 10:26:58
44,78.85,2022-10-26 10:26:59
45,78.6,2022-10-26 10:27:00
46,78.32,2022-10-26 10:27:01
47,78.03,2022-10-26 10:27:02
48,77.75,2022-10-26 10:27:03
49,77.45,2022-10-26 10:27:04
50,77.13,2022-10-26 10:27:05
51,76.7,2022-10-26 10:27:06
52,76.3,2022-10-26 10:27:07
53,75.92,2022-10-26 10:27:08
54,75.53,2022-10-26 10:27:09
55,75.18,2022-10-26 10:27:10
56,74.83,2022-10-26 10:27:11
57,74.5,2022-10-26 10:27:12
58,74.2,2022-10-26 10:27:13
59,73.93,2022-10-26 10:27:14
60,73.68,2022-10-26 10:27:15
61,73.45,2022-10-26 10:27:16
62,73.23,2022-10-26 10:27:17
63,72.98,2022-10-26 10:27:18
64,72.7,2022-10-26 10:27:19
65,72.4,2022-10-26 10:27:20
66,72.1,2022-10-26 10:27:21
67,71.8,2022-10-26 10:27:22
68,71.5,2022-10-26 10:27:23
69,71.25,2022-10-26 10:27:24
70,71.03,2022-10-26 10:27:25
71,70.8,2022-10-26 10:27:26
72,70.58,2022-10-26 10:27:27
73,70.42,2022-10-26 10:27:28
74,70.17,2022-10-26 10:27:29
75,69.97,2022-10-26 10:27:30
76,70.0,2022-10-26 10:27:31
77,70.0,2022-10-26 10:27:32
78,69.98,2022-10-26 10:27:33
79,69.93,2022-10-26 10:27:34
80,69.83,2022-10-26 10:27:35
81,69.72,2022-10-26 10:27:36
82,69.6,2022-10-26 10:27:37
83,69.47,2022-10-26 10:27:38
84,69.33,2022-10-26 10:27:39
85,69.2,2022-10-26 10:27:40
86,69.07,2022-10-26 10:27:41
87,68.92,2022-10-26 10:27:42
88,68.8,2022-10-26 10:27:43
89,68.7,2022-10-26 10:27:44
90,68.6,2022-10-26 10:27:45
91,68.52,2022-10-26 10:27:46
92,68.43,2022-10-26 10:27:47
93,68.32,2022-10-26 10:27:48
94,68.18,2022-10-26 10:27:49
95,68.08,2022-10-26 10:27:50
96,68.0,2022-10-26 10:27:51
97,67.93,2022-10-26 10:27:52
98,67.98,2022-10-26 10:27:53
99,68.08,2022-10-26 10:27:54
100,68.2,2022-10-26 10:27:55
101,68.35,2022-10-26 10:27:56
102,68.48,2022-10-26 10:27:57
103,68.62,2022-10-26 10:27:58
104,68.85,2022-10-26 10:27:59
105,69.1,2022-10-26 10:28:00
106,69.32,2022-10-26 10:28:01
107,69.53,2022-10-26 10:28:02
108,69.75,2022-10-26 10:28:03
109,69.97,2022-10-26 10:28:04
110,70.18,2022-10-26 10:28:05
111,70.4,2022-10-26 10:28:06
112,70.6,2022-10-26 10:28:07
