,EDA,time
0,6.217069,2022-10-28 16:08:44.000
1,6.236288,2022-10-28 16:08:44.250
2,6.2273190000000005,2022-10-28 16:08:44.500
3,6.2593510000000006,2022-10-28 16:08:44.750
4,6.2491010000000005,2022-10-28 16:08:45.000
5,6.2491010000000005,2022-10-28 16:08:45.250
6,6.255507,2022-10-28 16:08:45.500
7,6.25807,2022-10-28 16:08:45.750
8,6.290101,2022-10-28 16:08:46.000
9,6.264476,2022-10-28 16:08:46.250
10,6.261913,2022-10-28 16:08:46.500
11,6.291382,2022-10-28 16:08:46.750
12,6.293944000000001,2022-10-28 16:08:47.000
13,6.191444000000001,2022-10-28 16:08:47.250
14,6.466914,2022-10-28 16:08:47.500
15,6.527875,2022-10-28 16:08:47.750
16,6.599625,2022-10-28 16:08:48.000
17,6.599625,2022-10-28 16:08:48.250
18,6.631657000000001,2022-10-28 16:08:48.500
19,6.652157000000001,2022-10-28 16:08:48.750
20,6.664969,2022-10-28 16:08:49.000
21,6.673938000000001,2022-10-28 16:08:49.250
22,6.672657000000001,2022-10-28 16:08:49.500
23,6.6355,2022-10-28 16:08:49.750
24,6.645751,2022-10-28 16:08:50.000
25,5.901342,2022-10-28 16:08:50.250
26,6.5860710000000005,2022-10-28 16:08:50.500
27,6.598344,2022-10-28 16:08:50.750
28,6.448437,2022-10-28 16:08:51.000
29,6.58425,2022-10-28 16:08:51.250
30,6.448437,2022-10-28 16:08:51.500
31,6.360030999999999,2022-10-28 16:08:51.750
32,6.363874,2022-10-28 16:08:52.000
33,6.425375,2022-10-28 16:08:52.250
34,6.407437,2022-10-28 16:08:52.500
35,6.398468,2022-10-28 16:08:52.750
36,6.393343,2022-10-28 16:08:53.000
37,6.413844,2022-10-28 16:08:53.250
38,6.375406,2022-10-28 16:08:53.500
39,6.5112190000000005,2022-10-28 16:08:53.750
40,6.812314,2022-10-28 16:08:54.000
41,6.949408,2022-10-28 16:08:54.250
42,7.289594,2022-10-28 16:08:54.500
43,7.466406,2022-10-28 16:08:54.750
44,7.542714999999999,2022-10-28 16:08:55.000
45,7.592683999999999,2022-10-28 16:08:55.250
46,7.570902,2022-10-28 16:08:55.500
47,7.508121000000001,2022-10-28 16:08:55.750
48,7.417152000000001,2022-10-28 16:08:56.000
49,7.303121000000001,2022-10-28 16:08:56.250
50,7.187808,2022-10-28 16:08:56.500
51,7.154495,2022-10-28 16:08:56.750
52,7.101964,2022-10-28 16:08:57.000
53,7.046869999999999,2022-10-28 16:08:57.250
54,7.028932000000001,2022-10-28 16:08:57.500
55,7.0212449999999995,2022-10-28 16:08:57.750
56,7.010994,2022-10-28 16:08:58.000
57,7.000744,2022-10-28 16:08:58.250
58,6.993057,2022-10-28 16:08:58.500
59,6.972557000000001,2022-10-28 16:08:58.750
60,6.958463,2022-10-28 16:08:59.000
61,6.943088,2022-10-28 16:08:59.250
62,6.92515,2022-10-28 16:08:59.500
63,6.926999,2022-10-28 16:08:59.750
64,6.8949679999999995,2022-10-28 16:09:00.000
65,6.868061,2022-10-28 16:09:00.250
66,6.838592,2022-10-28 16:09:00.500
67,6.814249,2022-10-28 16:09:00.750
68,6.789905,2022-10-28 16:09:01.000
