,BVP,time
0,-81.65,2022-10-28 16:08:43.921875
1,-75.2,2022-10-28 16:08:43.937500
2,-67.5,2022-10-28 16:08:43.953125
3,-60.79,2022-10-28 16:08:43.968750
4,-56.5,2022-10-28 16:08:43.984375
5,-54.83,2022-10-28 16:08:44.000000
6,-54.92,2022-10-28 16:08:44.015625
7,-55.57,2022-10-28 16:08:44.031250
8,-56.11,2022-10-28 16:08:44.046875
9,-56.8,2022-10-28 16:08:44.062500
10,-58.71,2022-10-28 16:08:44.078125
11,-62.89,2022-10-28 16:08:44.093750
12,-69.5,2022-10-28 16:08:44.109375
13,-77.27,2022-10-28 16:08:44.125000
14,-83.36,2022-10-28 16:08:44.140625
15,-83.89,2022-10-28 16:08:44.156250
16,-74.57,2022-10-28 16:08:44.171875
17,-51.28,2022-10-28 16:08:44.187500
18,-10.54,2022-10-28 16:08:44.203125
19,49.68,2022-10-28 16:08:44.218750
20,128.69,2022-10-28 16:08:44.234375
21,222.02,2022-10-28 16:08:44.250000
22,321.14,2022-10-28 16:08:44.265625
23,414.83,2022-10-28 16:08:44.281250
24,491.99,2022-10-28 16:08:44.296875
25,544.98,2022-10-28 16:08:44.312500
26,571.7,2022-10-28 16:08:44.328125
27,575.62,2022-10-28 16:08:44.343750
28,563.67,2022-10-28 16:08:44.359375
29,543.16,2022-10-28 16:08:44.375000
30,519.39,2022-10-28 16:08:44.390625
31,494.84,2022-10-28 16:08:44.406250
32,470.0,2022-10-28 16:08:44.421875
33,444.76,2022-10-28 16:08:44.437500
34,419.28,2022-10-28 16:08:44.453125
35,393.95,2022-10-28 16:08:44.468750
36,368.65,2022-10-28 16:08:44.484375
37,342.31,2022-10-28 16:08:44.500000
38,313.19,2022-10-28 16:08:44.515625
39,279.84,2022-10-28 16:08:44.531250
40,242.01,2022-10-28 16:08:44.546875
41,201.06,2022-10-28 16:08:44.562500
42,159.36,2022-10-28 16:08:44.578125
43,119.37,2022-10-28 16:08:44.593750
44,82.51,2022-10-28 16:08:44.609375
45,48.6,2022-10-28 16:08:44.625000
46,16.23,2022-10-28 16:08:44.640625
47,-16.37,2022-10-28 16:08:44.656250
48,-50.27,2022-10-28 16:08:44.671875
49,-85.23,2022-10-28 16:08:44.687500
50,-119.82,2022-10-28 16:08:44.703125
51,-152.0,2022-10-28 16:08:44.718750
52,-180.2,2022-10-28 16:08:44.734375
53,-204.09,2022-10-28 16:08:44.750000
