,HR,time
0,72.6,2022-10-26 16:54:48
1,73.13,2022-10-26 16:54:49
2,73.63,2022-10-26 16:54:50
3,73.98,2022-10-26 16:54:51
4,74.33,2022-10-26 16:54:52
5,74.58,2022-10-26 16:54:53
6,74.77,2022-10-26 16:54:54
7,74.93,2022-10-26 16:54:55
8,75.03,2022-10-26 16:54:56
9,75.07,2022-10-26 16:54:57
10,75.13,2022-10-26 16:54:58
11,75.22,2022-10-26 16:54:59
12,75.3,2022-10-26 16:55:00
13,75.3,2022-10-26 16:55:01
14,75.27,2022-10-26 16:55:02
15,75.3,2022-10-26 16:55:03
16,75.37,2022-10-26 16:55:04
17,75.45,2022-10-26 16:55:05
18,75.52,2022-10-26 16:55:06
19,75.53,2022-10-26 16:55:07
20,75.58,2022-10-26 16:55:08
21,75.6,2022-10-26 16:55:09
22,75.65,2022-10-26 16:55:10
23,75.6,2022-10-26 16:55:11
24,75.62,2022-10-26 16:55:12
25,75.57,2022-10-26 16:55:13
26,75.47,2022-10-26 16:55:14
27,75.33,2022-10-26 16:55:15
28,75.23,2022-10-26 16:55:16
29,75.1,2022-10-26 16:55:17
30,75.03,2022-10-26 16:55:18
31,75.0,2022-10-26 16:55:19
32,74.95,2022-10-26 16:55:20
33,74.93,2022-10-26 16:55:21
34,74.82,2022-10-26 16:55:22
35,74.65,2022-10-26 16:55:23
36,74.48,2022-10-26 16:55:24
37,74.28,2022-10-26 16:55:25
38,74.05,2022-10-26 16:55:26
39,73.77,2022-10-26 16:55:27
40,73.47,2022-10-26 16:55:28
41,73.18,2022-10-26 16:55:29
42,72.87,2022-10-26 16:55:30
43,72.57,2022-10-26 16:55:31
44,72.25,2022-10-26 16:55:32
45,71.92,2022-10-26 16:55:33
46,71.58,2022-10-26 16:55:34
47,71.27,2022-10-26 16:55:35
48,70.95,2022-10-26 16:55:36
49,70.63,2022-10-26 16:55:37
50,70.37,2022-10-26 16:55:38
51,70.13,2022-10-26 16:55:39
52,69.87,2022-10-26 16:55:40
53,69.53,2022-10-26 16:55:41
54,69.2,2022-10-26 16:55:42
55,68.87,2022-10-26 16:55:43
56,68.52,2022-10-26 16:55:44
57,68.17,2022-10-26 16:55:45
58,67.9,2022-10-26 16:55:46
59,67.62,2022-10-26 16:55:47
60,67.38,2022-10-26 16:55:48
61,67.12,2022-10-26 16:55:49
62,66.9,2022-10-26 16:55:50
63,66.75,2022-10-26 16:55:51
64,66.6,2022-10-26 16:55:52
65,66.4,2022-10-26 16:55:53
66,66.27,2022-10-26 16:55:54
67,66.15,2022-10-26 16:55:55
68,66.05,2022-10-26 16:55:56
69,66.02,2022-10-26 16:55:57
70,65.97,2022-10-26 16:55:58
71,65.93,2022-10-26 16:55:59
72,65.87,2022-10-26 16:56:00
73,65.87,2022-10-26 16:56:01
74,65.93,2022-10-26 16:56:02
75,65.93,2022-10-26 16:56:03
76,65.88,2022-10-26 16:56:04
77,65.83,2022-10-26 16:56:05
78,65.8,2022-10-26 16:56:06
79,65.8,2022-10-26 16:56:07
80,65.82,2022-10-26 16:56:08
81,65.87,2022-10-26 16:56:09
82,65.87,2022-10-26 16:56:10
83,65.9,2022-10-26 16:56:11
84,65.92,2022-10-26 16:56:12
85,65.93,2022-10-26 16:56:13
86,65.95,2022-10-26 16:56:14
87,65.93,2022-10-26 16:56:15
88,65.88,2022-10-26 16:56:16
89,65.9,2022-10-26 16:56:17
90,65.87,2022-10-26 16:56:18
91,65.83,2022-10-26 16:56:19
92,65.8,2022-10-26 16:56:20
93,65.77,2022-10-26 16:56:21
94,65.7,2022-10-26 16:56:22
95,65.7,2022-10-26 16:56:23
96,65.83,2022-10-26 16:56:24
97,66.08,2022-10-26 16:56:25
98,66.37,2022-10-26 16:56:26
99,66.68,2022-10-26 16:56:27
100,67.03,2022-10-26 16:56:28
101,67.37,2022-10-26 16:56:29
102,67.77,2022-10-26 16:56:30
103,68.15,2022-10-26 16:56:31
104,68.5,2022-10-26 16:56:32
105,68.87,2022-10-26 16:56:33
106,69.25,2022-10-26 16:56:34
107,69.57,2022-10-26 16:56:35
108,69.9,2022-10-26 16:56:36
109,70.23,2022-10-26 16:56:37
110,70.55,2022-10-26 16:56:38
111,70.85,2022-10-26 16:56:39
112,71.18,2022-10-26 16:56:40
113,71.55,2022-10-26 16:56:41
114,71.95,2022-10-26 16:56:42
115,72.35,2022-10-26 16:56:43
116,72.75,2022-10-26 16:56:44
117,73.1,2022-10-26 16:56:45
118,73.35,2022-10-26 16:56:46
119,73.62,2022-10-26 16:56:47
120,73.92,2022-10-26 16:56:48
121,74.22,2022-10-26 16:56:49
122,74.5,2022-10-26 16:56:50
123,74.8,2022-10-26 16:56:51
124,75.07,2022-10-26 16:56:52
125,75.33,2022-10-26 16:56:53
126,75.57,2022-10-26 16:56:54
127,75.78,2022-10-26 16:56:55
128,75.97,2022-10-26 16:56:56
129,76.13,2022-10-26 16:56:57
130,76.28,2022-10-26 16:56:58
131,76.42,2022-10-26 16:56:59
132,76.57,2022-10-26 16:57:00
133,76.72,2022-10-26 16:57:01
134,76.85,2022-10-26 16:57:02
135,76.97,2022-10-26 16:57:03
136,77.12,2022-10-26 16:57:04
137,77.28,2022-10-26 16:57:05
138,77.45,2022-10-26 16:57:06
139,77.58,2022-10-26 16:57:07
140,77.67,2022-10-26 16:57:08
141,77.75,2022-10-26 16:57:09
142,77.83,2022-10-26 16:57:10
143,77.98,2022-10-26 16:57:11
144,78.17,2022-10-26 16:57:12
145,78.37,2022-10-26 16:57:13
146,78.65,2022-10-26 16:57:14
147,78.93,2022-10-26 16:57:15
148,79.27,2022-10-26 16:57:16
149,79.52,2022-10-26 16:57:17
150,79.7,2022-10-26 16:57:18
151,79.88,2022-10-26 16:57:19
152,80.07,2022-10-26 16:57:20
153,80.23,2022-10-26 16:57:21
154,80.4,2022-10-26 16:57:22
155,80.57,2022-10-26 16:57:23
156,80.63,2022-10-26 16:57:24
157,80.63,2022-10-26 16:57:25
