,TEMP,time
0,32.16,2022-10-26 16:10:31.500
1,32.16,2022-10-26 16:10:31.750
2,32.21,2022-10-26 16:10:32.000
3,32.21,2022-10-26 16:10:32.250
4,32.21,2022-10-26 16:10:32.500
5,32.21,2022-10-26 16:10:32.750
6,32.21,2022-10-26 16:10:33.000
7,32.21,2022-10-26 16:10:33.250
8,32.21,2022-10-26 16:10:33.500
9,32.21,2022-10-26 16:10:33.750
10,32.18,2022-10-26 16:10:34.000
11,32.18,2022-10-26 16:10:34.250
12,32.18,2022-10-26 16:10:34.500
13,32.18,2022-10-26 16:10:34.750
14,32.18,2022-10-26 16:10:35.000
15,32.18,2022-10-26 16:10:35.250
16,32.18,2022-10-26 16:10:35.500
17,32.18,2022-10-26 16:10:35.750
18,32.18,2022-10-26 16:10:36.000
19,32.18,2022-10-26 16:10:36.250
20,32.18,2022-10-26 16:10:36.500
21,32.18,2022-10-26 16:10:36.750
22,32.18,2022-10-26 16:10:37.000
23,32.18,2022-10-26 16:10:37.250
24,32.18,2022-10-26 16:10:37.500
25,32.18,2022-10-26 16:10:37.750
26,32.18,2022-10-26 16:10:38.000
27,32.18,2022-10-26 16:10:38.250
28,32.18,2022-10-26 16:10:38.500
29,32.18,2022-10-26 16:10:38.750
30,32.21,2022-10-26 16:10:39.000
31,32.21,2022-10-26 16:10:39.250
32,32.21,2022-10-26 16:10:39.500
33,32.21,2022-10-26 16:10:39.750
34,32.21,2022-10-26 16:10:40.000
35,32.21,2022-10-26 16:10:40.250
36,32.21,2022-10-26 16:10:40.500
37,32.21,2022-10-26 16:10:40.750
38,32.18,2022-10-26 16:10:41.000
39,32.18,2022-10-26 16:10:41.250
40,32.18,2022-10-26 16:10:41.500
41,32.18,2022-10-26 16:10:41.750
42,32.18,2022-10-26 16:10:42.000
43,32.18,2022-10-26 16:10:42.250
44,32.18,2022-10-26 16:10:42.500
45,32.18,2022-10-26 16:10:42.750
46,32.21,2022-10-26 16:10:43.000
47,32.21,2022-10-26 16:10:43.250
48,32.21,2022-10-26 16:10:43.500
49,32.21,2022-10-26 16:10:43.750
50,32.21,2022-10-26 16:10:44.000
51,32.21,2022-10-26 16:10:44.250
52,32.21,2022-10-26 16:10:44.500
53,32.21,2022-10-26 16:10:44.750
54,32.23,2022-10-26 16:10:45.000
55,32.23,2022-10-26 16:10:45.250
56,32.23,2022-10-26 16:10:45.500
57,32.23,2022-10-26 16:10:45.750
58,32.21,2022-10-26 16:10:46.000
59,32.21,2022-10-26 16:10:46.250
60,32.21,2022-10-26 16:10:46.500
61,32.21,2022-10-26 16:10:46.750
62,32.18,2022-10-26 16:10:47.000
63,32.18,2022-10-26 16:10:47.250
64,32.18,2022-10-26 16:10:47.500
65,32.18,2022-10-26 16:10:47.750
66,32.25,2022-10-26 16:10:48.000
67,32.25,2022-10-26 16:10:48.250
68,32.25,2022-10-26 16:10:48.500
69,32.25,2022-10-26 16:10:48.750
70,32.21,2022-10-26 16:10:49.000
71,32.21,2022-10-26 16:10:49.250
72,32.21,2022-10-26 16:10:49.500
73,32.21,2022-10-26 16:10:49.750
74,32.21,2022-10-26 16:10:50.000
75,32.21,2022-10-26 16:10:50.250
76,32.21,2022-10-26 16:10:50.500
77,32.21,2022-10-26 16:10:50.750
78,32.21,2022-10-26 16:10:51.000
79,32.21,2022-10-26 16:10:51.250
80,32.21,2022-10-26 16:10:51.500
81,32.21,2022-10-26 16:10:51.750
82,32.23,2022-10-26 16:10:52.000
83,32.23,2022-10-26 16:10:52.250
84,32.23,2022-10-26 16:10:52.500
85,32.23,2022-10-26 16:10:52.750
86,32.21,2022-10-26 16:10:53.000
87,32.21,2022-10-26 16:10:53.250
88,32.21,2022-10-26 16:10:53.500
89,32.21,2022-10-26 16:10:53.750
90,32.23,2022-10-26 16:10:54.000
91,32.23,2022-10-26 16:10:54.250
92,32.23,2022-10-26 16:10:54.500
93,32.23,2022-10-26 16:10:54.750
94,32.23,2022-10-26 16:10:55.000
95,32.23,2022-10-26 16:10:55.250
96,32.23,2022-10-26 16:10:55.500
97,32.23,2022-10-26 16:10:55.750
98,32.23,2022-10-26 16:10:56.000
99,32.23,2022-10-26 16:10:56.250
100,32.23,2022-10-26 16:10:56.500
101,32.23,2022-10-26 16:10:56.750
102,32.23,2022-10-26 16:10:57.000
103,32.23,2022-10-26 16:10:57.250
104,32.23,2022-10-26 16:10:57.500
105,32.23,2022-10-26 16:10:57.750
106,32.25,2022-10-26 16:10:58.000
107,32.25,2022-10-26 16:10:58.250
108,32.25,2022-10-26 16:10:58.500
109,32.25,2022-10-26 16:10:58.750
110,32.23,2022-10-26 16:10:59.000
111,32.23,2022-10-26 16:10:59.250
112,32.23,2022-10-26 16:10:59.500
113,32.23,2022-10-26 16:10:59.750
114,32.23,2022-10-26 16:11:00.000
115,32.23,2022-10-26 16:11:00.250
116,32.23,2022-10-26 16:11:00.500
117,32.23,2022-10-26 16:11:00.750
118,32.23,2022-10-26 16:11:01.000
119,32.23,2022-10-26 16:11:01.250
120,32.23,2022-10-26 16:11:01.500
121,32.23,2022-10-26 16:11:01.750
122,32.23,2022-10-26 16:11:02.000
123,32.23,2022-10-26 16:11:02.250
124,32.23,2022-10-26 16:11:02.500
125,32.23,2022-10-26 16:11:02.750
126,32.23,2022-10-26 16:11:03.000
127,32.23,2022-10-26 16:11:03.250
128,32.23,2022-10-26 16:11:03.500
129,32.23,2022-10-26 16:11:03.750
130,32.21,2022-10-26 16:11:04.000
131,32.21,2022-10-26 16:11:04.250
132,32.21,2022-10-26 16:11:04.500
133,32.21,2022-10-26 16:11:04.750
134,32.23,2022-10-26 16:11:05.000
135,32.23,2022-10-26 16:11:05.250
136,32.23,2022-10-26 16:11:05.500
137,32.23,2022-10-26 16:11:05.750
138,32.25,2022-10-26 16:11:06.000
