,BVP,time
0,14.13,2022-10-26 10:19:59.734375
1,13.65,2022-10-26 10:19:59.750000
2,12.42,2022-10-26 10:19:59.765625
3,10.28,2022-10-26 10:19:59.781250
4,7.38,2022-10-26 10:19:59.796875
5,3.96,2022-10-26 10:19:59.812500
6,0.3,2022-10-26 10:19:59.828125
7,-3.39,2022-10-26 10:19:59.843750
8,-7.02,2022-10-26 10:19:59.859375
9,-10.68,2022-10-26 10:19:59.875000
10,-14.52,2022-10-26 10:19:59.890625
11,-18.76,2022-10-26 10:19:59.906250
12,-23.52,2022-10-26 10:19:59.921875
13,-28.69,2022-10-26 10:19:59.937500
14,-33.81,2022-10-26 10:19:59.953125
15,-38.1,2022-10-26 10:19:59.968750
16,-40.54,2022-10-26 10:19:59.984375
17,-40.28,2022-10-26 10:20:00.000000
18,-36.86,2022-10-26 10:20:00.015625
19,-30.47,2022-10-26 10:20:00.031250
20,-21.94,2022-10-26 10:20:00.046875
21,-12.41,2022-10-26 10:20:00.062500
22,-3.05,2022-10-26 10:20:00.078125
23,5.33,2022-10-26 10:20:00.093750
24,12.34,2022-10-26 10:20:00.109375
25,17.96,2022-10-26 10:20:00.125000
26,22.38,2022-10-26 10:20:00.140625
27,25.84,2022-10-26 10:20:00.156250
28,28.58,2022-10-26 10:20:00.171875
29,30.78,2022-10-26 10:20:00.187500
30,32.59,2022-10-26 10:20:00.203125
31,34.06,2022-10-26 10:20:00.218750
32,35.23,2022-10-26 10:20:00.234375
33,36.03,2022-10-26 10:20:00.250000
34,36.46,2022-10-26 10:20:00.265625
35,36.51,2022-10-26 10:20:00.281250
36,36.24,2022-10-26 10:20:00.296875
37,35.72,2022-10-26 10:20:00.312500
38,34.98,2022-10-26 10:20:00.328125
39,34.03,2022-10-26 10:20:00.343750
40,32.88,2022-10-26 10:20:00.359375
41,31.55,2022-10-26 10:20:00.375000
42,30.04,2022-10-26 10:20:00.390625
43,28.31,2022-10-26 10:20:00.406250
44,26.22,2022-10-26 10:20:00.421875
45,23.55,2022-10-26 10:20:00.437500
46,20.07,2022-10-26 10:20:00.453125
47,15.7,2022-10-26 10:20:00.468750
48,10.56,2022-10-26 10:20:00.484375
49,5.0,2022-10-26 10:20:00.500000
50,-0.48,2022-10-26 10:20:00.515625
51,-5.35,2022-10-26 10:20:00.531250
52,-9.19,2022-10-26 10:20:00.546875
53,-11.83,2022-10-26 10:20:00.562500
54,-13.47,2022-10-26 10:20:00.578125
55,-14.67,2022-10-26 10:20:00.593750
56,-16.23,2022-10-26 10:20:00.609375
57,-18.95,2022-10-26 10:20:00.625000
58,-23.29,2022-10-26 10:20:00.640625
59,-29.12,2022-10-26 10:20:00.656250
60,-35.64,2022-10-26 10:20:00.671875
61,-41.58,2022-10-26 10:20:00.687500
62,-45.58,2022-10-26 10:20:00.703125
63,-46.62,2022-10-26 10:20:00.718750
64,-44.32,2022-10-26 10:20:00.734375
65,-38.98,2022-10-26 10:20:00.750000
66,-31.41,2022-10-26 10:20:00.765625
67,-22.71,2022-10-26 10:20:00.781250
68,-13.96,2022-10-26 10:20:00.796875
69,-6.01,2022-10-26 10:20:00.812500
70,0.68,2022-10-26 10:20:00.828125
71,5.94,2022-10-26 10:20:00.843750
72,9.88,2022-10-26 10:20:00.859375
73,12.71,2022-10-26 10:20:00.875000
74,14.59,2022-10-26 10:20:00.890625
75,15.63,2022-10-26 10:20:00.906250
76,15.86,2022-10-26 10:20:00.921875
77,15.33,2022-10-26 10:20:00.937500
78,14.19,2022-10-26 10:20:00.953125
79,12.69,2022-10-26 10:20:00.968750
80,11.15,2022-10-26 10:20:00.984375
81,9.82,2022-10-26 10:20:01.000000
82,8.76,2022-10-26 10:20:01.015625
83,7.86,2022-10-26 10:20:01.031250
84,6.96,2022-10-26 10:20:01.046875
85,5.93,2022-10-26 10:20:01.062500
86,4.78,2022-10-26 10:20:01.078125
87,3.69,2022-10-26 10:20:01.093750
88,2.91,2022-10-26 10:20:01.109375
89,2.68,2022-10-26 10:20:01.125000
