,HR,time
0,98.08,2022-08-17 13:53:57
1,97.68,2022-08-17 13:53:58
2,97.25,2022-08-17 13:53:59
3,96.82,2022-08-17 13:54:00
4,96.4,2022-08-17 13:54:01
5,96.05,2022-08-17 13:54:02
6,95.82,2022-08-17 13:54:03
7,95.62,2022-08-17 13:54:04
8,95.37,2022-08-17 13:54:05
9,95.12,2022-08-17 13:54:06
10,94.93,2022-08-17 13:54:07
11,94.77,2022-08-17 13:54:08
12,94.6,2022-08-17 13:54:09
13,94.4,2022-08-17 13:54:10
14,94.2,2022-08-17 13:54:11
15,93.8,2022-08-17 13:54:12
16,93.35,2022-08-17 13:54:13
17,92.92,2022-08-17 13:54:14
18,92.6,2022-08-17 13:54:15
19,92.27,2022-08-17 13:54:16
20,91.8,2022-08-17 13:54:17
21,91.33,2022-08-17 13:54:18
22,90.9,2022-08-17 13:54:19
23,90.48,2022-08-17 13:54:20
24,90.15,2022-08-17 13:54:21
25,89.83,2022-08-17 13:54:22
26,89.63,2022-08-17 13:54:23
27,89.52,2022-08-17 13:54:24
28,89.6,2022-08-17 13:54:25
29,89.7,2022-08-17 13:54:26
30,89.75,2022-08-17 13:54:27
31,89.8,2022-08-17 13:54:28
32,89.82,2022-08-17 13:54:29
33,89.85,2022-08-17 13:54:30
34,89.93,2022-08-17 13:54:31
35,90.0,2022-08-17 13:54:32
36,90.23,2022-08-17 13:54:33
37,90.43,2022-08-17 13:54:34
38,90.68,2022-08-17 13:54:35
39,91.02,2022-08-17 13:54:36
40,91.38,2022-08-17 13:54:37
41,91.75,2022-08-17 13:54:38
42,92.17,2022-08-17 13:54:39
43,92.58,2022-08-17 13:54:40
44,92.98,2022-08-17 13:54:41
45,93.45,2022-08-17 13:54:42
46,93.95,2022-08-17 13:54:43
47,94.42,2022-08-17 13:54:44
48,94.88,2022-08-17 13:54:45
49,95.37,2022-08-17 13:54:46
50,95.87,2022-08-17 13:54:47
51,96.38,2022-08-17 13:54:48
52,96.88,2022-08-17 13:54:49
53,97.37,2022-08-17 13:54:50
54,97.83,2022-08-17 13:54:51
55,98.3,2022-08-17 13:54:52
56,98.75,2022-08-17 13:54:53
57,99.15,2022-08-17 13:54:54
58,99.57,2022-08-17 13:54:55
59,99.93,2022-08-17 13:54:56
60,100.32,2022-08-17 13:54:57
61,100.75,2022-08-17 13:54:58
62,101.15,2022-08-17 13:54:59
63,101.57,2022-08-17 13:55:00
64,101.97,2022-08-17 13:55:01
65,102.32,2022-08-17 13:55:02
66,102.6,2022-08-17 13:55:03
67,102.93,2022-08-17 13:55:04
68,103.3,2022-08-17 13:55:05
69,103.63,2022-08-17 13:55:06
70,103.92,2022-08-17 13:55:07
71,104.2,2022-08-17 13:55:08
72,104.42,2022-08-17 13:55:09
73,104.65,2022-08-17 13:55:10
74,104.85,2022-08-17 13:55:11
75,105.03,2022-08-17 13:55:12
76,105.25,2022-08-17 13:55:13
77,105.45,2022-08-17 13:55:14
78,105.58,2022-08-17 13:55:15
79,105.73,2022-08-17 13:55:16
80,105.93,2022-08-17 13:55:17
81,106.15,2022-08-17 13:55:18
82,106.4,2022-08-17 13:55:19
83,106.62,2022-08-17 13:55:20
84,106.8,2022-08-17 13:55:21
85,106.98,2022-08-17 13:55:22
86,107.17,2022-08-17 13:55:23
87,107.32,2022-08-17 13:55:24
88,107.43,2022-08-17 13:55:25
89,107.55,2022-08-17 13:55:26
90,107.72,2022-08-17 13:55:27
91,108.03,2022-08-17 13:55:28
92,108.37,2022-08-17 13:55:29
93,108.72,2022-08-17 13:55:30
94,109.03,2022-08-17 13:55:31
95,109.27,2022-08-17 13:55:32
96,109.52,2022-08-17 13:55:33
97,109.83,2022-08-17 13:55:34
98,110.18,2022-08-17 13:55:35
99,110.47,2022-08-17 13:55:36
100,110.68,2022-08-17 13:55:37
101,110.92,2022-08-17 13:55:38
102,111.33,2022-08-17 13:55:39
103,111.77,2022-08-17 13:55:40
104,112.27,2022-08-17 13:55:41
105,112.72,2022-08-17 13:55:42
106,113.17,2022-08-17 13:55:43
107,112.6,2022-08-17 13:55:44
108,112.03,2022-08-17 13:55:45
109,111.47,2022-08-17 13:55:46
110,110.9,2022-08-17 13:55:47
111,110.37,2022-08-17 13:55:48
112,109.87,2022-08-17 13:55:49
113,109.37,2022-08-17 13:55:50
114,108.85,2022-08-17 13:55:51
115,108.32,2022-08-17 13:55:52
116,107.78,2022-08-17 13:55:53
117,107.2,2022-08-17 13:55:54
118,106.72,2022-08-17 13:55:55
119,106.22,2022-08-17 13:55:56
120,105.72,2022-08-17 13:55:57
121,105.2,2022-08-17 13:55:58
122,104.6,2022-08-17 13:55:59
123,103.98,2022-08-17 13:56:00
124,103.37,2022-08-17 13:56:01
125,102.73,2022-08-17 13:56:02
126,102.18,2022-08-17 13:56:03
127,101.62,2022-08-17 13:56:04
128,101.02,2022-08-17 13:56:05
129,100.45,2022-08-17 13:56:06
130,99.88,2022-08-17 13:56:07
131,99.3,2022-08-17 13:56:08
132,98.82,2022-08-17 13:56:09
133,98.3,2022-08-17 13:56:10
134,97.75,2022-08-17 13:56:11
135,97.2,2022-08-17 13:56:12
136,96.67,2022-08-17 13:56:13
137,96.17,2022-08-17 13:56:14
138,95.7,2022-08-17 13:56:15
139,95.2,2022-08-17 13:56:16
140,94.63,2022-08-17 13:56:17
141,94.05,2022-08-17 13:56:18
142,93.42,2022-08-17 13:56:19
143,92.78,2022-08-17 13:56:20
144,92.15,2022-08-17 13:56:21
145,91.48,2022-08-17 13:56:22
146,90.78,2022-08-17 13:56:23
147,90.12,2022-08-17 13:56:24
148,89.45,2022-08-17 13:56:25
149,88.75,2022-08-17 13:56:26
150,88.05,2022-08-17 13:56:27
151,87.28,2022-08-17 13:56:28
152,86.47,2022-08-17 13:56:29
153,85.6,2022-08-17 13:56:30
154,84.72,2022-08-17 13:56:31
155,83.83,2022-08-17 13:56:32
156,82.95,2022-08-17 13:56:33
157,82.03,2022-08-17 13:56:34
158,81.12,2022-08-17 13:56:35
159,80.17,2022-08-17 13:56:36
160,79.05,2022-08-17 13:56:37
161,77.93,2022-08-17 13:56:38
162,76.82,2022-08-17 13:56:39
163,75.63,2022-08-17 13:56:40
164,74.35,2022-08-17 13:56:41
165,73.1,2022-08-17 13:56:42
166,71.83,2022-08-17 13:56:43
167,71.75,2022-08-17 13:56:44
168,71.8,2022-08-17 13:56:45
169,71.82,2022-08-17 13:56:46
170,71.8,2022-08-17 13:56:47
171,71.7,2022-08-17 13:56:48
172,71.55,2022-08-17 13:56:49
173,71.4,2022-08-17 13:56:50
174,71.27,2022-08-17 13:56:51
175,71.15,2022-08-17 13:56:52
176,70.97,2022-08-17 13:56:53
177,70.87,2022-08-17 13:56:54
178,70.67,2022-08-17 13:56:55
179,70.5,2022-08-17 13:56:56
180,70.33,2022-08-17 13:56:57
181,70.15,2022-08-17 13:56:58
182,70.08,2022-08-17 13:56:59
