,BVP,time
0,-26.12,2022-10-26 10:26:14.703125
1,-43.61,2022-10-26 10:26:14.718750
2,-63.52,2022-10-26 10:26:14.734375
3,-83.1,2022-10-26 10:26:14.750000
4,-99.32,2022-10-26 10:26:14.765625
5,-109.82,2022-10-26 10:26:14.781250
6,-113.46,2022-10-26 10:26:14.796875
7,-110.48,2022-10-26 10:26:14.812500
8,-102.17,2022-10-26 10:26:14.828125
9,-90.54,2022-10-26 10:26:14.843750
10,-77.91,2022-10-26 10:26:14.859375
11,-66.82,2022-10-26 10:26:14.875000
12,-59.7,2022-10-26 10:26:14.890625
13,-58.49,2022-10-26 10:26:14.906250
14,-64.05,2022-10-26 10:26:14.921875
15,-75.67,2022-10-26 10:26:14.937500
16,-91.01,2022-10-26 10:26:14.953125
17,-106.65,2022-10-26 10:26:14.968750
18,-119.13,2022-10-26 10:26:14.984375
19,-126.0,2022-10-26 10:26:15.000000
20,-126.49,2022-10-26 10:26:15.015625
21,-121.4,2022-10-26 10:26:15.031250
22,-112.53,2022-10-26 10:26:15.046875
23,-101.82,2022-10-26 10:26:15.062500
24,-90.8,2022-10-26 10:26:15.078125
25,-80.45,2022-10-26 10:26:15.093750
26,-71.37,2022-10-26 10:26:15.109375
27,-64.03,2022-10-26 10:26:15.125000
28,-58.78,2022-10-26 10:26:15.140625
29,-55.68,2022-10-26 10:26:15.156250
30,-54.31,2022-10-26 10:26:15.171875
31,-53.77,2022-10-26 10:26:15.187500
32,-52.94,2022-10-26 10:26:15.203125
33,-50.9,2022-10-26 10:26:15.218750
34,-47.38,2022-10-26 10:26:15.234375
35,-42.79,2022-10-26 10:26:15.250000
36,-37.96,2022-10-26 10:26:15.265625
37,-33.72,2022-10-26 10:26:15.281250
38,-30.55,2022-10-26 10:26:15.296875
39,-28.51,2022-10-26 10:26:15.312500
40,-27.29,2022-10-26 10:26:15.328125
41,-26.51,2022-10-26 10:26:15.343750
42,-25.92,2022-10-26 10:26:15.359375
43,-25.48,2022-10-26 10:26:15.375000
44,-25.33,2022-10-26 10:26:15.390625
45,-25.69,2022-10-26 10:26:15.406250
46,-26.6,2022-10-26 10:26:15.421875
47,-27.92,2022-10-26 10:26:15.437500
48,-29.25,2022-10-26 10:26:15.453125
49,-30.1,2022-10-26 10:26:15.468750
50,-30.12,2022-10-26 10:26:15.484375
51,-29.3,2022-10-26 10:26:15.500000
52,-28.04,2022-10-26 10:26:15.515625
53,-27.02,2022-10-26 10:26:15.531250
54,-27.03,2022-10-26 10:26:15.546875
55,-28.68,2022-10-26 10:26:15.562500
56,-32.22,2022-10-26 10:26:15.578125
57,-37.4,2022-10-26 10:26:15.593750
58,-43.42,2022-10-26 10:26:15.609375
59,-48.94,2022-10-26 10:26:15.625000
60,-52.28,2022-10-26 10:26:15.640625
61,-51.9,2022-10-26 10:26:15.656250
62,-46.86,2022-10-26 10:26:15.671875
63,-37.31,2022-10-26 10:26:15.687500
64,-24.52,2022-10-26 10:26:15.703125
65,-10.44,2022-10-26 10:26:15.718750
66,2.99,2022-10-26 10:26:15.734375
67,14.36,2022-10-26 10:26:15.750000
68,23.11,2022-10-26 10:26:15.765625
69,29.26,2022-10-26 10:26:15.781250
70,32.98,2022-10-26 10:26:15.796875
71,34.25,2022-10-26 10:26:15.812500
72,32.89,2022-10-26 10:26:15.828125
73,28.87,2022-10-26 10:26:15.843750
74,22.71,2022-10-26 10:26:15.859375
75,15.67,2022-10-26 10:26:15.875000
76,9.36,2022-10-26 10:26:15.890625
77,5.27,2022-10-26 10:26:15.906250
78,4.15,2022-10-26 10:26:15.921875
79,5.8,2022-10-26 10:26:15.937500
80,9.32,2022-10-26 10:26:15.953125
81,13.54,2022-10-26 10:26:15.968750
82,17.56,2022-10-26 10:26:15.984375
83,20.98,2022-10-26 10:26:16.000000
84,23.86,2022-10-26 10:26:16.015625
85,26.45,2022-10-26 10:26:16.031250
86,29.0,2022-10-26 10:26:16.046875
87,31.73,2022-10-26 10:26:16.062500
88,34.74,2022-10-26 10:26:16.078125
89,38.11,2022-10-26 10:26:16.093750
90,41.37,2022-10-26 10:26:16.109375
91,43.42,2022-10-26 10:26:16.125000
92,42.61,2022-10-26 10:26:16.140625
93,37.41,2022-10-26 10:26:16.156250
94,27.5,2022-10-26 10:26:16.171875
95,14.36,2022-10-26 10:26:16.187500
96,1.03,2022-10-26 10:26:16.203125
97,-9.15,2022-10-26 10:26:16.218750
98,-13.99,2022-10-26 10:26:16.234375
99,-13.43,2022-10-26 10:26:16.250000
100,-9.32,2022-10-26 10:26:16.265625
101,-4.25,2022-10-26 10:26:16.281250
102,-0.13,2022-10-26 10:26:16.296875
