,BVP,time
0,49.14,2022-08-17 14:11:03.171875
1,48.95,2022-08-17 14:11:03.187500
2,47.96,2022-08-17 14:11:03.203125
3,46.39,2022-08-17 14:11:03.218750
4,44.46,2022-08-17 14:11:03.234375
5,42.24,2022-08-17 14:11:03.250000
6,39.81,2022-08-17 14:11:03.265625
7,37.24,2022-08-17 14:11:03.281250
8,34.83,2022-08-17 14:11:03.296875
9,33.11,2022-08-17 14:11:03.312500
10,32.52,2022-08-17 14:11:03.328125
11,33.18,2022-08-17 14:11:03.343750
12,34.59,2022-08-17 14:11:03.359375
13,35.62,2022-08-17 14:11:03.375000
14,34.8,2022-08-17 14:11:03.390625
15,30.99,2022-08-17 14:11:03.406250
16,24.04,2022-08-17 14:11:03.421875
17,15.25,2022-08-17 14:11:03.437500
18,6.74,2022-08-17 14:11:03.453125
19,0.38,2022-08-17 14:11:03.468750
20,-3.18,2022-08-17 14:11:03.484375
21,-4.63,2022-08-17 14:11:03.500000
22,-5.6,2022-08-17 14:11:03.515625
23,-7.87,2022-08-17 14:11:03.531250
24,-12.44,2022-08-17 14:11:03.546875
25,-19.09,2022-08-17 14:11:03.562500
26,-26.01,2022-08-17 14:11:03.578125
27,-30.83,2022-08-17 14:11:03.593750
28,-31.98,2022-08-17 14:11:03.609375
29,-29.71,2022-08-17 14:11:03.625000
30,-25.7,2022-08-17 14:11:03.640625
31,-22.2,2022-08-17 14:11:03.656250
32,-20.98,2022-08-17 14:11:03.671875
33,-22.32,2022-08-17 14:11:03.687500
34,-24.37,2022-08-17 14:11:03.703125
35,-22.74,2022-08-17 14:11:03.718750
36,-12.68,2022-08-17 14:11:03.734375
37,8.0,2022-08-17 14:11:03.750000
38,37.27,2022-08-17 14:11:03.765625
39,70.08,2022-08-17 14:11:03.781250
40,100.37,2022-08-17 14:11:03.796875
41,123.15,2022-08-17 14:11:03.812500
42,135.69,2022-08-17 14:11:03.828125
43,138.54,2022-08-17 14:11:03.843750
44,136.57,2022-08-17 14:11:03.859375
45,136.79,2022-08-17 14:11:03.875000
46,145.26,2022-08-17 14:11:03.890625
47,164.51,2022-08-17 14:11:03.906250
48,193.8,2022-08-17 14:11:03.921875
49,228.64,2022-08-17 14:11:03.937500
50,261.69,2022-08-17 14:11:03.953125
51,283.87,2022-08-17 14:11:03.968750
52,287.0,2022-08-17 14:11:03.984375
53,267.82,2022-08-17 14:11:04.000000
54,229.08,2022-08-17 14:11:04.015625
55,178.49,2022-08-17 14:11:04.031250
56,126.37,2022-08-17 14:11:04.046875
57,84.95,2022-08-17 14:11:04.062500
58,63.6,2022-08-17 14:11:04.078125
59,66.76,2022-08-17 14:11:04.093750
60,92.32,2022-08-17 14:11:04.109375
61,118.34,2022-08-17 14:11:04.125000
62,120.4,2022-08-17 14:11:04.140625
63,91.7,2022-08-17 14:11:04.156250
64,50.78,2022-08-17 14:11:04.171875
65,21.3,2022-08-17 14:11:04.187500
66,14.63,2022-08-17 14:11:04.203125
67,23.39,2022-08-17 14:11:04.218750
68,33.49,2022-08-17 14:11:04.234375
69,29.39,2022-08-17 14:11:04.250000
70,7.21,2022-08-17 14:11:04.265625
71,-25.24,2022-08-17 14:11:04.281250
72,-54.4,2022-08-17 14:11:04.296875
73,-70.2,2022-08-17 14:11:04.312500
74,-72.35,2022-08-17 14:11:04.328125
75,-68.72,2022-08-17 14:11:04.343750
76,-72.77,2022-08-17 14:11:04.359375
77,-95.44,2022-08-17 14:11:04.375000
78,-139.09,2022-08-17 14:11:04.390625
79,-197.49,2022-08-17 14:11:04.406250
80,-260.14,2022-08-17 14:11:04.421875
81,-316.92,2022-08-17 14:11:04.437500
82,-362.34,2022-08-17 14:11:04.453125
83,-395.5,2022-08-17 14:11:04.468750
84,-390.88,2022-08-17 14:11:04.484375
85,-337.44,2022-08-17 14:11:04.500000
86,-252.04,2022-08-17 14:11:04.515625
87,-166.82,2022-08-17 14:11:04.531250
88,-105.29,2022-08-17 14:11:04.546875
89,-74.9,2022-08-17 14:11:04.562500
90,-70.45,2022-08-17 14:11:04.578125
91,-81.16,2022-08-17 14:11:04.593750
92,-94.88,2022-08-17 14:11:04.609375
93,-100.89,2022-08-17 14:11:04.625000
94,-97.83,2022-08-17 14:11:04.640625
95,-89.16,2022-08-17 14:11:04.656250
96,-78.23,2022-08-17 14:11:04.671875
97,-66.03,2022-08-17 14:11:04.687500
98,-54.78,2022-08-17 14:11:04.703125
99,-39.76,2022-08-17 14:11:04.718750
100,-18.85,2022-08-17 14:11:04.734375
101,8.16,2022-08-17 14:11:04.750000
102,40.53,2022-08-17 14:11:04.765625
103,72.28,2022-08-17 14:11:04.781250
104,97.19,2022-08-17 14:11:04.796875
105,112.85,2022-08-17 14:11:04.812500
106,121.26,2022-08-17 14:11:04.828125
107,126.54,2022-08-17 14:11:04.843750
108,133.67,2022-08-17 14:11:04.859375
109,145.12,2022-08-17 14:11:04.875000
110,155.39,2022-08-17 14:11:04.890625
111,162.02,2022-08-17 14:11:04.906250
112,161.69,2022-08-17 14:11:04.921875
113,152.61,2022-08-17 14:11:04.937500
114,135.97,2022-08-17 14:11:04.953125
115,114.95,2022-08-17 14:11:04.968750
116,92.53,2022-08-17 14:11:04.984375
117,70.46,2022-08-17 14:11:05.000000
118,47.48,2022-08-17 14:11:05.015625
119,22.2,2022-08-17 14:11:05.031250
120,-4.49,2022-08-17 14:11:05.046875
121,-31.52,2022-08-17 14:11:05.062500
122,-56.71,2022-08-17 14:11:05.078125
123,-76.99,2022-08-17 14:11:05.093750
124,-89.82,2022-08-17 14:11:05.109375
125,-96.93,2022-08-17 14:11:05.125000
126,-97.54,2022-08-17 14:11:05.140625
127,-92.98,2022-08-17 14:11:05.156250
128,-84.66,2022-08-17 14:11:05.171875
129,-72.36,2022-08-17 14:11:05.187500
130,-55.71,2022-08-17 14:11:05.203125
131,-34.43,2022-08-17 14:11:05.218750
132,-8.64,2022-08-17 14:11:05.234375
133,20.18,2022-08-17 14:11:05.250000
134,49.56,2022-08-17 14:11:05.265625
135,76.89,2022-08-17 14:11:05.281250
136,99.07,2022-08-17 14:11:05.296875
137,114.41,2022-08-17 14:11:05.312500
138,123.47,2022-08-17 14:11:05.328125
139,127.56,2022-08-17 14:11:05.343750
140,127.93,2022-08-17 14:11:05.359375
141,125.36,2022-08-17 14:11:05.375000
142,119.09,2022-08-17 14:11:05.390625
143,109.82,2022-08-17 14:11:05.406250
144,101.64,2022-08-17 14:11:05.421875
145,98.51,2022-08-17 14:11:05.437500
146,102.28,2022-08-17 14:11:05.453125
147,112.21,2022-08-17 14:11:05.468750
148,125.64,2022-08-17 14:11:05.484375
149,138.93,2022-08-17 14:11:05.500000
150,149.79,2022-08-17 14:11:05.515625
151,156.16,2022-08-17 14:11:05.531250
152,156.76,2022-08-17 14:11:05.546875
153,150.95,2022-08-17 14:11:05.562500
154,137.83,2022-08-17 14:11:05.578125
155,117.55,2022-08-17 14:11:05.593750
156,91.23,2022-08-17 14:11:05.609375
157,60.5,2022-08-17 14:11:05.625000
158,26.81,2022-08-17 14:11:05.640625
159,-8.9,2022-08-17 14:11:05.656250
160,-46.4,2022-08-17 14:11:05.671875
161,-85.62,2022-08-17 14:11:05.687500
162,-126.64,2022-08-17 14:11:05.703125
163,-169.79,2022-08-17 14:11:05.718750
164,-214.74,2022-08-17 14:11:05.734375
165,-259.9,2022-08-17 14:11:05.750000
166,-302.16,2022-08-17 14:11:05.765625
167,-337.53,2022-08-17 14:11:05.781250
168,-362.04,2022-08-17 14:11:05.796875
169,-373.09,2022-08-17 14:11:05.812500
170,-369.91,2022-08-17 14:11:05.828125
171,-353.74,2022-08-17 14:11:05.843750
172,-327.46,2022-08-17 14:11:05.859375
