,TEMP,time
0,34.21,2021-12-17 16:24:59.000
1,34.21,2021-12-17 16:24:59.250
2,34.21,2021-12-17 16:24:59.500
3,34.21,2021-12-17 16:24:59.750
4,34.18,2021-12-17 16:25:00.000
5,34.18,2021-12-17 16:25:00.250
6,34.18,2021-12-17 16:25:00.500
7,34.18,2021-12-17 16:25:00.750
8,34.21,2021-12-17 16:25:01.000
9,34.21,2021-12-17 16:25:01.250
10,34.21,2021-12-17 16:25:01.500
11,34.21,2021-12-17 16:25:01.750
12,34.18,2021-12-17 16:25:02.000
13,34.18,2021-12-17 16:25:02.250
14,34.18,2021-12-17 16:25:02.500
15,34.18,2021-12-17 16:25:02.750
16,34.16,2021-12-17 16:25:03.000
17,34.16,2021-12-17 16:25:03.250
18,34.16,2021-12-17 16:25:03.500
19,34.16,2021-12-17 16:25:03.750
20,34.21,2021-12-17 16:25:04.000
21,34.21,2021-12-17 16:25:04.250
22,34.21,2021-12-17 16:25:04.500
23,34.21,2021-12-17 16:25:04.750
24,34.18,2021-12-17 16:25:05.000
25,34.18,2021-12-17 16:25:05.250
26,34.18,2021-12-17 16:25:05.500
27,34.18,2021-12-17 16:25:05.750
28,34.18,2021-12-17 16:25:06.000
29,34.18,2021-12-17 16:25:06.250
30,34.18,2021-12-17 16:25:06.500
31,34.18,2021-12-17 16:25:06.750
32,34.21,2021-12-17 16:25:07.000
33,34.21,2021-12-17 16:25:07.250
34,34.21,2021-12-17 16:25:07.500
35,34.21,2021-12-17 16:25:07.750
36,34.18,2021-12-17 16:25:08.000
37,34.18,2021-12-17 16:25:08.250
38,34.18,2021-12-17 16:25:08.500
39,34.18,2021-12-17 16:25:08.750
40,34.21,2021-12-17 16:25:09.000
41,34.21,2021-12-17 16:25:09.250
42,34.21,2021-12-17 16:25:09.500
43,34.21,2021-12-17 16:25:09.750
44,34.21,2021-12-17 16:25:10.000
45,34.21,2021-12-17 16:25:10.250
46,34.21,2021-12-17 16:25:10.500
47,34.21,2021-12-17 16:25:10.750
48,34.18,2021-12-17 16:25:11.000
49,34.18,2021-12-17 16:25:11.250
50,34.18,2021-12-17 16:25:11.500
51,34.18,2021-12-17 16:25:11.750
52,34.23,2021-12-17 16:25:12.000
53,34.23,2021-12-17 16:25:12.250
54,34.23,2021-12-17 16:25:12.500
55,34.23,2021-12-17 16:25:12.750
56,34.23,2021-12-17 16:25:13.000
57,34.23,2021-12-17 16:25:13.250
58,34.23,2021-12-17 16:25:13.500
59,34.23,2021-12-17 16:25:13.750
60,34.18,2021-12-17 16:25:14.000
61,34.18,2021-12-17 16:25:14.250
62,34.18,2021-12-17 16:25:14.500
63,34.18,2021-12-17 16:25:14.750
64,34.21,2021-12-17 16:25:15.000
65,34.21,2021-12-17 16:25:15.250
66,34.21,2021-12-17 16:25:15.500
67,34.21,2021-12-17 16:25:15.750
68,34.21,2021-12-17 16:25:16.000
69,34.21,2021-12-17 16:25:16.250
70,34.21,2021-12-17 16:25:16.500
71,34.21,2021-12-17 16:25:16.750
72,34.21,2021-12-17 16:25:17.000
73,34.21,2021-12-17 16:25:17.250
74,34.21,2021-12-17 16:25:17.500
75,34.21,2021-12-17 16:25:17.750
76,34.23,2021-12-17 16:25:18.000
77,34.23,2021-12-17 16:25:18.250
78,34.23,2021-12-17 16:25:18.500
79,34.23,2021-12-17 16:25:18.750
80,34.18,2021-12-17 16:25:19.000
81,34.18,2021-12-17 16:25:19.250
82,34.18,2021-12-17 16:25:19.500
83,34.18,2021-12-17 16:25:19.750
84,34.21,2021-12-17 16:25:20.000
85,34.21,2021-12-17 16:25:20.250
86,34.21,2021-12-17 16:25:20.500
87,34.21,2021-12-17 16:25:20.750
88,34.21,2021-12-17 16:25:21.000
89,34.21,2021-12-17 16:25:21.250
90,34.21,2021-12-17 16:25:21.500
91,34.21,2021-12-17 16:25:21.750
92,34.16,2021-12-17 16:25:22.000
93,34.16,2021-12-17 16:25:22.250
94,34.16,2021-12-17 16:25:22.500
95,34.16,2021-12-17 16:25:22.750
96,34.18,2021-12-17 16:25:23.000
97,34.18,2021-12-17 16:25:23.250
98,34.18,2021-12-17 16:25:23.500
99,34.18,2021-12-17 16:25:23.750
100,34.18,2021-12-17 16:25:24.000
101,34.18,2021-12-17 16:25:24.250
102,34.18,2021-12-17 16:25:24.500
103,34.18,2021-12-17 16:25:24.750
104,34.18,2021-12-17 16:25:25.000
105,34.18,2021-12-17 16:25:25.250
106,34.18,2021-12-17 16:25:25.500
107,34.18,2021-12-17 16:25:25.750
108,34.18,2021-12-17 16:25:26.000
109,34.18,2021-12-17 16:25:26.250
110,34.18,2021-12-17 16:25:26.500
111,34.18,2021-12-17 16:25:26.750
112,34.18,2021-12-17 16:25:27.000
113,34.18,2021-12-17 16:25:27.250
114,34.18,2021-12-17 16:25:27.500
115,34.18,2021-12-17 16:25:27.750
116,34.18,2021-12-17 16:25:28.000
117,34.18,2021-12-17 16:25:28.250
118,34.18,2021-12-17 16:25:28.500
119,34.18,2021-12-17 16:25:28.750
120,34.18,2021-12-17 16:25:29.000
121,34.18,2021-12-17 16:25:29.250
122,34.18,2021-12-17 16:25:29.500
123,34.18,2021-12-17 16:25:29.750
124,34.18,2021-12-17 16:25:30.000
125,34.18,2021-12-17 16:25:30.250
126,34.18,2021-12-17 16:25:30.500
127,34.18,2021-12-17 16:25:30.750
128,34.18,2021-12-17 16:25:31.000
129,34.18,2021-12-17 16:25:31.250
130,34.18,2021-12-17 16:25:31.500
131,34.18,2021-12-17 16:25:31.750
132,34.16,2021-12-17 16:25:32.000
133,34.16,2021-12-17 16:25:32.250
134,34.16,2021-12-17 16:25:32.500
135,34.16,2021-12-17 16:25:32.750
136,34.16,2021-12-17 16:25:33.000
137,34.16,2021-12-17 16:25:33.250
138,34.16,2021-12-17 16:25:33.500
139,34.16,2021-12-17 16:25:33.750
140,34.18,2021-12-17 16:25:34.000
141,34.18,2021-12-17 16:25:34.250
142,34.18,2021-12-17 16:25:34.500
143,34.18,2021-12-17 16:25:34.750
144,34.16,2021-12-17 16:25:35.000
145,34.16,2021-12-17 16:25:35.250
146,34.16,2021-12-17 16:25:35.500
147,34.16,2021-12-17 16:25:35.750
148,34.18,2021-12-17 16:25:36.000
149,34.18,2021-12-17 16:25:36.250
150,34.18,2021-12-17 16:25:36.500
151,34.18,2021-12-17 16:25:36.750
152,34.16,2021-12-17 16:25:37.000
153,34.16,2021-12-17 16:25:37.250
154,34.16,2021-12-17 16:25:37.500
155,34.16,2021-12-17 16:25:37.750
156,34.15,2021-12-17 16:25:38.000
157,34.15,2021-12-17 16:25:38.250
158,34.15,2021-12-17 16:25:38.500
159,34.15,2021-12-17 16:25:38.750
160,34.16,2021-12-17 16:25:39.000
161,34.16,2021-12-17 16:25:39.250
162,34.16,2021-12-17 16:25:39.500
163,34.16,2021-12-17 16:25:39.750
164,34.15,2021-12-17 16:25:40.000
165,34.15,2021-12-17 16:25:40.250
166,34.15,2021-12-17 16:25:40.500
167,34.15,2021-12-17 16:25:40.750
168,34.15,2021-12-17 16:25:41.000
169,34.15,2021-12-17 16:25:41.250
170,34.15,2021-12-17 16:25:41.500
171,34.15,2021-12-17 16:25:41.750
172,34.11,2021-12-17 16:25:42.000
173,34.11,2021-12-17 16:25:42.250
174,34.11,2021-12-17 16:25:42.500
175,34.11,2021-12-17 16:25:42.750
176,34.16,2021-12-17 16:25:43.000
177,34.16,2021-12-17 16:25:43.250
