,HR,time
0,70.73,2022-10-26 10:05:45
1,70.52,2022-10-26 10:05:46
2,70.38,2022-10-26 10:05:47
3,70.23,2022-10-26 10:05:48
4,70.07,2022-10-26 10:05:49
5,69.9,2022-10-26 10:05:50
6,69.82,2022-10-26 10:05:51
7,69.75,2022-10-26 10:05:52
8,69.67,2022-10-26 10:05:53
9,69.65,2022-10-26 10:05:54
10,69.62,2022-10-26 10:05:55
11,69.67,2022-10-26 10:05:56
12,69.68,2022-10-26 10:05:57
13,69.77,2022-10-26 10:05:58
14,69.85,2022-10-26 10:05:59
15,70.2,2022-10-26 10:06:00
16,70.8,2022-10-26 10:06:01
17,71.38,2022-10-26 10:06:02
18,71.95,2022-10-26 10:06:03
19,72.57,2022-10-26 10:06:04
20,73.17,2022-10-26 10:06:05
21,73.73,2022-10-26 10:06:06
22,74.23,2022-10-26 10:06:07
23,74.8,2022-10-26 10:06:08
24,75.35,2022-10-26 10:06:09
25,75.88,2022-10-26 10:06:10
26,76.45,2022-10-26 10:06:11
27,77.02,2022-10-26 10:06:12
28,77.48,2022-10-26 10:06:13
29,77.95,2022-10-26 10:06:14
30,78.42,2022-10-26 10:06:15
31,78.77,2022-10-26 10:06:16
32,78.98,2022-10-26 10:06:17
33,79.17,2022-10-26 10:06:18
34,79.28,2022-10-26 10:06:19
35,79.35,2022-10-26 10:06:20
36,79.4,2022-10-26 10:06:21
37,79.37,2022-10-26 10:06:22
38,79.3,2022-10-26 10:06:23
39,79.18,2022-10-26 10:06:24
40,79.05,2022-10-26 10:06:25
41,78.95,2022-10-26 10:06:26
42,78.85,2022-10-26 10:06:27
43,78.77,2022-10-26 10:06:28
44,78.62,2022-10-26 10:06:29
45,78.48,2022-10-26 10:06:30
46,78.4,2022-10-26 10:06:31
47,78.35,2022-10-26 10:06:32
48,78.32,2022-10-26 10:06:33
49,78.25,2022-10-26 10:06:34
50,78.17,2022-10-26 10:06:35
51,78.08,2022-10-26 10:06:36
52,78.03,2022-10-26 10:06:37
53,77.97,2022-10-26 10:06:38
54,77.9,2022-10-26 10:06:39
55,77.88,2022-10-26 10:06:40
56,77.88,2022-10-26 10:06:41
57,77.9,2022-10-26 10:06:42
58,77.92,2022-10-26 10:06:43
59,77.92,2022-10-26 10:06:44
60,77.92,2022-10-26 10:06:45
61,77.82,2022-10-26 10:06:46
62,77.68,2022-10-26 10:06:47
63,77.58,2022-10-26 10:06:48
64,77.48,2022-10-26 10:06:49
65,77.35,2022-10-26 10:06:50
66,77.25,2022-10-26 10:06:51
67,77.1,2022-10-26 10:06:52
68,76.9,2022-10-26 10:06:53
69,76.7,2022-10-26 10:06:54
70,76.43,2022-10-26 10:06:55
71,76.12,2022-10-26 10:06:56
72,75.78,2022-10-26 10:06:57
73,75.42,2022-10-26 10:06:58
74,75.03,2022-10-26 10:06:59
75,74.65,2022-10-26 10:07:00
76,74.27,2022-10-26 10:07:01
77,73.88,2022-10-26 10:07:02
78,73.48,2022-10-26 10:07:03
79,73.05,2022-10-26 10:07:04
80,72.62,2022-10-26 10:07:05
81,72.13,2022-10-26 10:07:06
