,BVP,time
0,8.89,2022-10-26 10:05:44.562500
1,8.75,2022-10-26 10:05:44.578125
2,8.84,2022-10-26 10:05:44.593750
3,9.11,2022-10-26 10:05:44.609375
4,9.48,2022-10-26 10:05:44.625000
5,9.85,2022-10-26 10:05:44.640625
6,10.11,2022-10-26 10:05:44.656250
7,10.19,2022-10-26 10:05:44.671875
8,10.04,2022-10-26 10:05:44.687500
9,9.64,2022-10-26 10:05:44.703125
10,9.02,2022-10-26 10:05:44.718750
11,8.2,2022-10-26 10:05:44.734375
12,7.19,2022-10-26 10:05:44.750000
13,5.96,2022-10-26 10:05:44.765625
14,4.46,2022-10-26 10:05:44.781250
15,2.65,2022-10-26 10:05:44.796875
16,0.5,2022-10-26 10:05:44.812500
17,-1.92,2022-10-26 10:05:44.828125
18,-4.5,2022-10-26 10:05:44.843750
19,-7.13,2022-10-26 10:05:44.859375
20,-9.73,2022-10-26 10:05:44.875000
21,-12.31,2022-10-26 10:05:44.890625
22,-14.96,2022-10-26 10:05:44.906250
23,-17.78,2022-10-26 10:05:44.921875
24,-20.73,2022-10-26 10:05:44.937500
25,-23.58,2022-10-26 10:05:44.953125
26,-25.87,2022-10-26 10:05:44.968750
27,-27.09,2022-10-26 10:05:44.984375
28,-26.74,2022-10-26 10:05:45.000000
29,-24.6,2022-10-26 10:05:45.015625
30,-20.79,2022-10-26 10:05:45.031250
31,-15.74,2022-10-26 10:05:45.046875
32,-10.05,2022-10-26 10:05:45.062500
33,-4.35,2022-10-26 10:05:45.078125
34,0.88,2022-10-26 10:05:45.093750
35,5.32,2022-10-26 10:05:45.109375
36,8.82,2022-10-26 10:05:45.125000
37,11.36,2022-10-26 10:05:45.140625
38,12.98,2022-10-26 10:05:45.156250
39,13.84,2022-10-26 10:05:45.171875
40,14.15,2022-10-26 10:05:45.187500
41,14.18,2022-10-26 10:05:45.203125
42,14.16,2022-10-26 10:05:45.218750
43,14.25,2022-10-26 10:05:45.234375
44,14.42,2022-10-26 10:05:45.250000
45,14.57,2022-10-26 10:05:45.265625
46,14.54,2022-10-26 10:05:45.281250
47,14.21,2022-10-26 10:05:45.296875
48,13.63,2022-10-26 10:05:45.312500
49,12.92,2022-10-26 10:05:45.328125
50,12.25,2022-10-26 10:05:45.343750
51,11.8,2022-10-26 10:05:45.359375
52,11.63,2022-10-26 10:05:45.375000
53,11.74,2022-10-26 10:05:45.390625
54,12.02,2022-10-26 10:05:45.406250
55,12.32,2022-10-26 10:05:45.421875
56,12.41,2022-10-26 10:05:45.437500
57,12.1,2022-10-26 10:05:45.453125
58,11.25,2022-10-26 10:05:45.468750
59,9.85,2022-10-26 10:05:45.484375
60,8.08,2022-10-26 10:05:45.500000
61,6.27,2022-10-26 10:05:45.515625
62,4.85,2022-10-26 10:05:45.531250
63,4.16,2022-10-26 10:05:45.546875
64,4.28,2022-10-26 10:05:45.562500
65,4.93,2022-10-26 10:05:45.578125
66,5.58,2022-10-26 10:05:45.593750
67,5.61,2022-10-26 10:05:45.609375
68,4.53,2022-10-26 10:05:45.625000
69,2.14,2022-10-26 10:05:45.640625
70,-1.43,2022-10-26 10:05:45.656250
71,-5.8,2022-10-26 10:05:45.671875
72,-10.36,2022-10-26 10:05:45.687500
73,-14.47,2022-10-26 10:05:45.703125
74,-17.48,2022-10-26 10:05:45.718750
75,-18.88,2022-10-26 10:05:45.734375
76,-18.43,2022-10-26 10:05:45.750000
77,-16.23,2022-10-26 10:05:45.765625
78,-12.64,2022-10-26 10:05:45.781250
79,-8.16,2022-10-26 10:05:45.796875
80,-3.17,2022-10-26 10:05:45.812500
81,2.14,2022-10-26 10:05:45.828125
82,7.83,2022-10-26 10:05:45.843750
83,13.97,2022-10-26 10:05:45.859375
84,20.47,2022-10-26 10:05:45.875000
85,26.94,2022-10-26 10:05:45.890625
86,32.7,2022-10-26 10:05:45.906250
87,37.0,2022-10-26 10:05:45.921875
88,39.33,2022-10-26 10:05:45.937500
89,39.66,2022-10-26 10:05:45.953125
90,38.5,2022-10-26 10:05:45.968750
91,36.71,2022-10-26 10:05:45.984375
92,35.13,2022-10-26 10:05:46.000000
93,34.24,2022-10-26 10:05:46.015625
94,34.11,2022-10-26 10:05:46.031250
95,34.44,2022-10-26 10:05:46.046875
96,34.95,2022-10-26 10:05:46.062500
97,35.57,2022-10-26 10:05:46.078125
