,HR,time
0,103.18,2022-10-26 16:41:37
1,104.23,2022-10-26 16:41:38
2,105.17,2022-10-26 16:41:39
3,106.1,2022-10-26 16:41:40
4,107.05,2022-10-26 16:41:41
5,107.9,2022-10-26 16:41:42
6,108.78,2022-10-26 16:41:43
7,109.7,2022-10-26 16:41:44
8,110.62,2022-10-26 16:41:45
9,111.72,2022-10-26 16:41:46
10,112.82,2022-10-26 16:41:47
11,113.55,2022-10-26 16:41:48
12,114.35,2022-10-26 16:41:49
13,115.17,2022-10-26 16:41:50
14,116.0,2022-10-26 16:41:51
15,116.87,2022-10-26 16:41:52
16,117.7,2022-10-26 16:41:53
17,118.53,2022-10-26 16:41:54
18,119.35,2022-10-26 16:41:55
19,120.17,2022-10-26 16:41:56
20,121.0,2022-10-26 16:41:57
21,121.83,2022-10-26 16:41:58
22,122.7,2022-10-26 16:41:59
23,123.37,2022-10-26 16:42:00
24,124.4,2022-10-26 16:42:01
25,125.07,2022-10-26 16:42:02
26,125.4,2022-10-26 16:42:03
27,125.65,2022-10-26 16:42:04
28,125.97,2022-10-26 16:42:05
29,126.35,2022-10-26 16:42:06
30,126.8,2022-10-26 16:42:07
31,127.33,2022-10-26 16:42:08
32,127.87,2022-10-26 16:42:09
33,128.35,2022-10-26 16:42:10
34,128.82,2022-10-26 16:42:11
35,129.3,2022-10-26 16:42:12
36,128.98,2022-10-26 16:42:13
37,128.57,2022-10-26 16:42:14
38,128.15,2022-10-26 16:42:15
39,127.55,2022-10-26 16:42:16
40,126.95,2022-10-26 16:42:17
41,126.35,2022-10-26 16:42:18
42,125.7,2022-10-26 16:42:19
43,124.98,2022-10-26 16:42:20
44,124.2,2022-10-26 16:42:21
45,123.37,2022-10-26 16:42:22
46,122.45,2022-10-26 16:42:23
47,121.52,2022-10-26 16:42:24
48,120.57,2022-10-26 16:42:25
49,119.6,2022-10-26 16:42:26
50,118.58,2022-10-26 16:42:27
51,117.6,2022-10-26 16:42:28
52,116.63,2022-10-26 16:42:29
53,115.65,2022-10-26 16:42:30
54,114.7,2022-10-26 16:42:31
55,113.78,2022-10-26 16:42:32
56,112.9,2022-10-26 16:42:33
57,112.02,2022-10-26 16:42:34
58,111.1,2022-10-26 16:42:35
59,110.22,2022-10-26 16:42:36
60,109.35,2022-10-26 16:42:37
61,108.5,2022-10-26 16:42:38
62,107.63,2022-10-26 16:42:39
63,106.78,2022-10-26 16:42:40
64,105.78,2022-10-26 16:42:41
65,104.88,2022-10-26 16:42:42
66,103.95,2022-10-26 16:42:43
67,102.93,2022-10-26 16:42:44
68,101.9,2022-10-26 16:42:45
69,100.7,2022-10-26 16:42:46
70,99.53,2022-10-26 16:42:47
71,98.75,2022-10-26 16:42:48
72,97.87,2022-10-26 16:42:49
73,96.95,2022-10-26 16:42:50
74,96.02,2022-10-26 16:42:51
75,95.08,2022-10-26 16:42:52
76,94.15,2022-10-26 16:42:53
77,93.2,2022-10-26 16:42:54
78,92.27,2022-10-26 16:42:55
79,91.37,2022-10-26 16:42:56
80,90.52,2022-10-26 16:42:57
81,89.6,2022-10-26 16:42:58
82,88.73,2022-10-26 16:42:59
83,87.98,2022-10-26 16:43:00
84,86.87,2022-10-26 16:43:01
85,86.12,2022-10-26 16:43:02
86,85.7,2022-10-26 16:43:03
87,85.37,2022-10-26 16:43:04
88,84.98,2022-10-26 16:43:05
89,84.62,2022-10-26 16:43:06
90,84.25,2022-10-26 16:43:07
91,83.85,2022-10-26 16:43:08
92,83.47,2022-10-26 16:43:09
93,83.05,2022-10-26 16:43:10
94,82.62,2022-10-26 16:43:11
95,82.25,2022-10-26 16:43:12
96,81.88,2022-10-26 16:43:13
97,81.57,2022-10-26 16:43:14
98,81.25,2022-10-26 16:43:15
99,81.02,2022-10-26 16:43:16
100,80.83,2022-10-26 16:43:17
101,80.75,2022-10-26 16:43:18
102,80.68,2022-10-26 16:43:19
103,80.6,2022-10-26 16:43:20
104,80.52,2022-10-26 16:43:21
105,80.47,2022-10-26 16:43:22
106,80.53,2022-10-26 16:43:23
107,80.6,2022-10-26 16:43:24
108,80.63,2022-10-26 16:43:25
109,80.68,2022-10-26 16:43:26
110,80.78,2022-10-26 16:43:27
111,80.83,2022-10-26 16:43:28
112,80.92,2022-10-26 16:43:29
113,81.03,2022-10-26 16:43:30
114,81.07,2022-10-26 16:43:31
115,81.05,2022-10-26 16:43:32
116,80.87,2022-10-26 16:43:33
117,80.72,2022-10-26 16:43:34
118,80.63,2022-10-26 16:43:35
119,80.55,2022-10-26 16:43:36
120,80.47,2022-10-26 16:43:37
121,80.35,2022-10-26 16:43:38
122,80.27,2022-10-26 16:43:39
123,80.17,2022-10-26 16:43:40
124,80.25,2022-10-26 16:43:41
125,80.33,2022-10-26 16:43:42
126,80.45,2022-10-26 16:43:43
127,80.6,2022-10-26 16:43:44
128,80.83,2022-10-26 16:43:45
129,81.08,2022-10-26 16:43:46
130,81.33,2022-10-26 16:43:47
131,81.58,2022-10-26 16:43:48
132,81.92,2022-10-26 16:43:49
133,82.32,2022-10-26 16:43:50
134,82.78,2022-10-26 16:43:51
135,83.22,2022-10-26 16:43:52
136,83.67,2022-10-26 16:43:53
137,84.12,2022-10-26 16:43:54
138,84.6,2022-10-26 16:43:55
139,85.08,2022-10-26 16:43:56
140,85.5,2022-10-26 16:43:57
141,85.98,2022-10-26 16:43:58
142,86.43,2022-10-26 16:43:59
143,86.9,2022-10-26 16:44:00
144,87.35,2022-10-26 16:44:01
145,87.68,2022-10-26 16:44:02
146,87.97,2022-10-26 16:44:03
147,88.25,2022-10-26 16:44:04
148,88.55,2022-10-26 16:44:05
149,88.7,2022-10-26 16:44:06
150,89.18,2022-10-26 16:44:07
151,89.6,2022-10-26 16:44:08
152,89.98,2022-10-26 16:44:09
153,90.32,2022-10-26 16:44:10
154,90.55,2022-10-26 16:44:11
155,90.73,2022-10-26 16:44:12
156,90.92,2022-10-26 16:44:13
157,91.1,2022-10-26 16:44:14
158,91.22,2022-10-26 16:44:15
159,91.32,2022-10-26 16:44:16
160,91.37,2022-10-26 16:44:17
161,91.35,2022-10-26 16:44:18
162,91.25,2022-10-26 16:44:19
163,91.17,2022-10-26 16:44:20
164,91.13,2022-10-26 16:44:21
165,91.12,2022-10-26 16:44:22
166,91.07,2022-10-26 16:44:23
167,91.05,2022-10-26 16:44:24
168,91.1,2022-10-26 16:44:25
169,91.38,2022-10-26 16:44:26
170,91.7,2022-10-26 16:44:27
171,92.07,2022-10-26 16:44:28
172,92.43,2022-10-26 16:44:29
173,92.82,2022-10-26 16:44:30
174,93.23,2022-10-26 16:44:31
175,93.73,2022-10-26 16:44:32
176,94.37,2022-10-26 16:44:33
177,95.0,2022-10-26 16:44:34
178,95.58,2022-10-26 16:44:35
179,96.12,2022-10-26 16:44:36
180,96.67,2022-10-26 16:44:37
181,97.18,2022-10-26 16:44:38
182,97.6,2022-10-26 16:44:39
183,98.03,2022-10-26 16:44:40
184,98.38,2022-10-26 16:44:41
185,98.75,2022-10-26 16:44:42
186,99.08,2022-10-26 16:44:43
187,99.42,2022-10-26 16:44:44
188,99.67,2022-10-26 16:44:45
189,99.88,2022-10-26 16:44:46
190,100.07,2022-10-26 16:44:47
191,100.15,2022-10-26 16:44:48
192,100.2,2022-10-26 16:44:49
193,100.22,2022-10-26 16:44:50
194,100.13,2022-10-26 16:44:51
195,100.03,2022-10-26 16:44:52
196,99.95,2022-10-26 16:44:53
197,99.82,2022-10-26 16:44:54
198,99.65,2022-10-26 16:44:55
199,99.5,2022-10-26 16:44:56
200,99.33,2022-10-26 16:44:57
201,99.2,2022-10-26 16:44:58
202,99.1,2022-10-26 16:44:59
203,99.0,2022-10-26 16:45:00
204,99.0,2022-10-26 16:45:01
205,99.1,2022-10-26 16:45:02
206,99.23,2022-10-26 16:45:03
207,99.38,2022-10-26 16:45:04
208,99.53,2022-10-26 16:45:05
209,99.8,2022-10-26 16:45:06
210,99.7,2022-10-26 16:45:07
211,99.67,2022-10-26 16:45:08
212,99.65,2022-10-26 16:45:09
213,99.72,2022-10-26 16:45:10
214,99.93,2022-10-26 16:45:11
215,100.12,2022-10-26 16:45:12
216,100.35,2022-10-26 16:45:13
217,100.58,2022-10-26 16:45:14
218,100.87,2022-10-26 16:45:15
219,101.17,2022-10-26 16:45:16
220,101.47,2022-10-26 16:45:17
221,101.8,2022-10-26 16:45:18
222,102.17,2022-10-26 16:45:19
223,102.55,2022-10-26 16:45:20
224,102.9,2022-10-26 16:45:21
225,103.22,2022-10-26 16:45:22
226,103.38,2022-10-26 16:45:23
227,103.5,2022-10-26 16:45:24
228,103.63,2022-10-26 16:45:25
229,103.5,2022-10-26 16:45:26
230,103.33,2022-10-26 16:45:27
231,103.18,2022-10-26 16:45:28
