,BVP,time
0,-162.01,2021-12-17 17:32:59.312500
1,-151.67,2021-12-17 17:32:59.328125
2,-131.58,2021-12-17 17:32:59.343750
3,-108.97,2021-12-17 17:32:59.359375
4,-90.59,2021-12-17 17:32:59.375000
5,-80.67,2021-12-17 17:32:59.390625
6,-80.54,2021-12-17 17:32:59.406250
7,-89.36,2021-12-17 17:32:59.421875
8,-105.38,2021-12-17 17:32:59.437500
9,-126.99,2021-12-17 17:32:59.453125
10,-153.02,2021-12-17 17:32:59.468750
11,-182.63,2021-12-17 17:32:59.484375
12,-214.88,2021-12-17 17:32:59.500000
13,-248.28,2021-12-17 17:32:59.515625
14,-280.43,2021-12-17 17:32:59.531250
15,-308.01,2021-12-17 17:32:59.546875
16,-327.14,2021-12-17 17:32:59.562500
17,-334.44,2021-12-17 17:32:59.578125
18,-328.21,2021-12-17 17:32:59.593750
19,-309.29,2021-12-17 17:32:59.609375
20,-281.01,2021-12-17 17:32:59.625000
21,-248.11,2021-12-17 17:32:59.640625
22,-215.15,2021-12-17 17:32:59.656250
23,-185.15,2021-12-17 17:32:59.671875
24,-159.23,2021-12-17 17:32:59.687500
25,-137.05,2021-12-17 17:32:59.703125
26,-117.67,2021-12-17 17:32:59.718750
27,-100.08,2021-12-17 17:32:59.734375
28,-83.29,2021-12-17 17:32:59.750000
29,-65.98,2021-12-17 17:32:59.765625
30,-46.55,2021-12-17 17:32:59.781250
31,-23.55,2021-12-17 17:32:59.796875
32,3.91,2021-12-17 17:32:59.812500
33,36.16,2021-12-17 17:32:59.828125
34,73.67,2021-12-17 17:32:59.843750
35,117.48,2021-12-17 17:32:59.859375
36,168.51,2021-12-17 17:32:59.875000
37,225.71,2021-12-17 17:32:59.890625
38,284.44,2021-12-17 17:32:59.906250
39,336.18,2021-12-17 17:32:59.921875
40,371.1,2021-12-17 17:32:59.937500
41,381.9,2021-12-17 17:32:59.953125
42,366.93,2021-12-17 17:32:59.968750
43,330.5,2021-12-17 17:32:59.984375
44,280.16,2021-12-17 17:33:00.000000
45,222.83,2021-12-17 17:33:00.015625
46,162.72,2021-12-17 17:33:00.031250
47,102.42,2021-12-17 17:33:00.046875
48,45.56,2021-12-17 17:33:00.062500
49,-1.6,2021-12-17 17:33:00.078125
50,-32.0,2021-12-17 17:33:00.093750
51,-42.04,2021-12-17 17:33:00.109375
52,-35.59,2021-12-17 17:33:00.125000
53,-23.97,2021-12-17 17:33:00.140625
54,-20.98,2021-12-17 17:33:00.156250
55,-35.62,2021-12-17 17:33:00.171875
56,-66.96,2021-12-17 17:33:00.187500
57,-104.73,2021-12-17 17:33:00.203125
58,-135.27,2021-12-17 17:33:00.218750
59,-149.1,2021-12-17 17:33:00.234375
60,-146.07,2021-12-17 17:33:00.250000
61,-134.67,2021-12-17 17:33:00.265625
62,-126.99,2021-12-17 17:33:00.281250
63,-132.26,2021-12-17 17:33:00.296875
64,-152.59,2021-12-17 17:33:00.312500
65,-182.96,2021-12-17 17:33:00.328125
66,-214.68,2021-12-17 17:33:00.343750
67,-239.57,2021-12-17 17:33:00.359375
68,-252.9,2021-12-17 17:33:00.375000
69,-253.92,2021-12-17 17:33:00.390625
70,-244.19,2021-12-17 17:33:00.406250
71,-225.65,2021-12-17 17:33:00.421875
72,-199.3,2021-12-17 17:33:00.437500
73,-165.16,2021-12-17 17:33:00.453125
74,-123.62,2021-12-17 17:33:00.468750
75,-76.52,2021-12-17 17:33:00.484375
76,-27.35,2021-12-17 17:33:00.500000
77,19.51,2021-12-17 17:33:00.515625
78,60.3,2021-12-17 17:33:00.531250
79,93.53,2021-12-17 17:33:00.546875
80,120.63,2021-12-17 17:33:00.562500
81,145.35,2021-12-17 17:33:00.578125
82,172.42,2021-12-17 17:33:00.593750
83,206.01,2021-12-17 17:33:00.609375
84,248.31,2021-12-17 17:33:00.625000
85,298.74,2021-12-17 17:33:00.640625
86,353.6,2021-12-17 17:33:00.656250
87,406.7,2021-12-17 17:33:00.671875
88,450.9,2021-12-17 17:33:00.687500
89,480.36,2021-12-17 17:33:00.703125
90,492.69,2021-12-17 17:33:00.718750
91,489.95,2021-12-17 17:33:00.734375
92,477.83,2021-12-17 17:33:00.750000
93,463.2,2021-12-17 17:33:00.765625
94,451.26,2021-12-17 17:33:00.781250
95,443.48,2021-12-17 17:33:00.796875
96,437.71,2021-12-17 17:33:00.812500
97,429.76,2021-12-17 17:33:00.828125
98,415.77,2021-12-17 17:33:00.843750
99,393.78,2021-12-17 17:33:00.859375
100,363.97,2021-12-17 17:33:00.875000
101,327.85,2021-12-17 17:33:00.890625
102,287.08,2021-12-17 17:33:00.906250
103,242.88,2021-12-17 17:33:00.921875
104,196.12,2021-12-17 17:33:00.937500
105,147.76,2021-12-17 17:33:00.953125
106,99.17,2021-12-17 17:33:00.968750
107,51.92,2021-12-17 17:33:00.984375
108,7.28,2021-12-17 17:33:01.000000
109,-34.46,2021-12-17 17:33:01.015625
110,-74.18,2021-12-17 17:33:01.031250
111,-113.51,2021-12-17 17:33:01.046875
112,-153.63,2021-12-17 17:33:01.062500
113,-194.11,2021-12-17 17:33:01.078125
114,-232.11,2021-12-17 17:33:01.093750
115,-262.94,2021-12-17 17:33:01.109375
116,-281.67,2021-12-17 17:33:01.125000
117,-285.21,2021-12-17 17:33:01.140625
118,-273.93,2021-12-17 17:33:01.156250
119,-251.69,2021-12-17 17:33:01.171875
120,-224.44,2021-12-17 17:33:01.187500
121,-198.02,2021-12-17 17:33:01.203125
122,-176.35,2021-12-17 17:33:01.218750
123,-160.81,2021-12-17 17:33:01.234375
124,-150.89,2021-12-17 17:33:01.250000
125,-145.22,2021-12-17 17:33:01.265625
126,-142.41,2021-12-17 17:33:01.281250
127,-141.23,2021-12-17 17:33:01.296875
128,-140.22,2021-12-17 17:33:01.312500
129,-137.57,2021-12-17 17:33:01.328125
130,-131.53,2021-12-17 17:33:01.343750
131,-121.1,2021-12-17 17:33:01.359375
132,-106.79,2021-12-17 17:33:01.375000
133,-90.71,2021-12-17 17:33:01.390625
134,-75.83,2021-12-17 17:33:01.406250
135,-64.76,2021-12-17 17:33:01.421875
136,-58.69,2021-12-17 17:33:01.437500
137,-56.97,2021-12-17 17:33:01.453125
138,-57.56,2021-12-17 17:33:01.468750
139,-57.97,2021-12-17 17:33:01.484375
140,-56.28,2021-12-17 17:33:01.500000
141,-51.77,2021-12-17 17:33:01.515625
142,-44.88,2021-12-17 17:33:01.531250
143,-36.71,2021-12-17 17:33:01.546875
144,-28.41,2021-12-17 17:33:01.562500
145,-20.79,2021-12-17 17:33:01.578125
146,-14.16,2021-12-17 17:33:01.593750
147,-8.46,2021-12-17 17:33:01.609375
148,-3.57,2021-12-17 17:33:01.625000
149,0.55,2021-12-17 17:33:01.640625
150,3.86,2021-12-17 17:33:01.656250
151,6.37,2021-12-17 17:33:01.671875
152,8.18,2021-12-17 17:33:01.687500
153,9.55,2021-12-17 17:33:01.703125
154,10.81,2021-12-17 17:33:01.718750
155,12.24,2021-12-17 17:33:01.734375
156,14.0,2021-12-17 17:33:01.750000
157,16.07,2021-12-17 17:33:01.765625
158,18.3,2021-12-17 17:33:01.781250
159,20.44,2021-12-17 17:33:01.796875
160,22.31,2021-12-17 17:33:01.812500
161,23.78,2021-12-17 17:33:01.828125
162,24.79,2021-12-17 17:33:01.843750
163,25.33,2021-12-17 17:33:01.859375
164,25.38,2021-12-17 17:33:01.875000
165,24.9,2021-12-17 17:33:01.890625
166,23.85,2021-12-17 17:33:01.906250
167,22.29,2021-12-17 17:33:01.921875
168,20.37,2021-12-17 17:33:01.937500
169,18.35,2021-12-17 17:33:01.953125
170,16.51,2021-12-17 17:33:01.968750
171,15.06,2021-12-17 17:33:01.984375
172,14.09,2021-12-17 17:33:02.000000
173,13.5,2021-12-17 17:33:02.015625
174,13.03,2021-12-17 17:33:02.031250
175,12.35,2021-12-17 17:33:02.046875
176,11.21,2021-12-17 17:33:02.062500
177,9.48,2021-12-17 17:33:02.078125
178,7.29,2021-12-17 17:33:02.093750
179,4.98,2021-12-17 17:33:02.109375
180,2.96,2021-12-17 17:33:02.125000
181,1.58,2021-12-17 17:33:02.140625
182,0.95,2021-12-17 17:33:02.156250
183,0.83,2021-12-17 17:33:02.171875
184,0.81,2021-12-17 17:33:02.187500
185,0.41,2021-12-17 17:33:02.203125
186,-0.69,2021-12-17 17:33:02.218750
187,-2.58,2021-12-17 17:33:02.234375
188,-5.17,2021-12-17 17:33:02.250000
189,-8.37,2021-12-17 17:33:02.265625
190,-12.08,2021-12-17 17:33:02.281250
191,-16.28,2021-12-17 17:33:02.296875
192,-20.87,2021-12-17 17:33:02.312500
193,-25.67,2021-12-17 17:33:02.328125
194,-30.35,2021-12-17 17:33:02.343750
195,-34.68,2021-12-17 17:33:02.359375
196,-38.49,2021-12-17 17:33:02.375000
197,-41.87,2021-12-17 17:33:02.390625
198,-45.02,2021-12-17 17:33:02.406250
199,-48.17,2021-12-17 17:33:02.421875
200,-51.45,2021-12-17 17:33:02.437500
