,BVP,time
0,-1.27,2022-10-26 10:39:41.031250
1,-3.48,2022-10-26 10:39:41.046875
2,-5.69,2022-10-26 10:39:41.062500
3,-7.6,2022-10-26 10:39:41.078125
4,-9.07,2022-10-26 10:39:41.093750
5,-10.08,2022-10-26 10:39:41.109375
6,-10.7,2022-10-26 10:39:41.125000
7,-11.04,2022-10-26 10:39:41.140625
8,-11.21,2022-10-26 10:39:41.156250
9,-11.32,2022-10-26 10:39:41.171875
10,-11.52,2022-10-26 10:39:41.187500
11,-11.89,2022-10-26 10:39:41.203125
12,-12.51,2022-10-26 10:39:41.218750
13,-13.37,2022-10-26 10:39:41.234375
14,-14.5,2022-10-26 10:39:41.250000
15,-15.93,2022-10-26 10:39:41.265625
16,-17.7,2022-10-26 10:39:41.281250
17,-19.84,2022-10-26 10:39:41.296875
18,-22.28,2022-10-26 10:39:41.312500
19,-24.79,2022-10-26 10:39:41.328125
20,-26.98,2022-10-26 10:39:41.343750
21,-28.38,2022-10-26 10:39:41.359375
22,-28.66,2022-10-26 10:39:41.375000
23,-27.66,2022-10-26 10:39:41.390625
24,-25.56,2022-10-26 10:39:41.406250
25,-22.73,2022-10-26 10:39:41.421875
26,-19.74,2022-10-26 10:39:41.437500
27,-17.1,2022-10-26 10:39:41.453125
28,-15.25,2022-10-26 10:39:41.468750
29,-14.45,2022-10-26 10:39:41.484375
30,-14.61,2022-10-26 10:39:41.500000
31,-15.3,2022-10-26 10:39:41.515625
32,-15.73,2022-10-26 10:39:41.531250
33,-14.95,2022-10-26 10:39:41.546875
34,-12.21,2022-10-26 10:39:41.562500
35,-7.32,2022-10-26 10:39:41.578125
36,-0.82,2022-10-26 10:39:41.593750
37,6.05,2022-10-26 10:39:41.609375
38,11.88,2022-10-26 10:39:41.625000
39,15.59,2022-10-26 10:39:41.640625
40,16.86,2022-10-26 10:39:41.656250
41,16.17,2022-10-26 10:39:41.671875
42,14.5,2022-10-26 10:39:41.687500
43,12.79,2022-10-26 10:39:41.703125
44,11.6,2022-10-26 10:39:41.718750
45,11.07,2022-10-26 10:39:41.734375
46,11.2,2022-10-26 10:39:41.750000
47,12.05,2022-10-26 10:39:41.765625
48,13.87,2022-10-26 10:39:41.781250
49,16.84,2022-10-26 10:39:41.796875
50,20.73,2022-10-26 10:39:41.812500
51,24.74,2022-10-26 10:39:41.828125
52,27.72,2022-10-26 10:39:41.843750
53,28.6,2022-10-26 10:39:41.859375
54,26.82,2022-10-26 10:39:41.875000
55,22.66,2022-10-26 10:39:41.890625
56,16.98,2022-10-26 10:39:41.906250
57,10.9,2022-10-26 10:39:41.921875
58,5.32,2022-10-26 10:39:41.937500
59,0.81,2022-10-26 10:39:41.953125
60,-2.42,2022-10-26 10:39:41.968750
61,-4.44,2022-10-26 10:39:41.984375
62,-5.53,2022-10-26 10:39:42.000000
63,-6.24,2022-10-26 10:39:42.015625
64,-7.45,2022-10-26 10:39:42.031250
65,-10.17,2022-10-26 10:39:42.046875
66,-15.34,2022-10-26 10:39:42.062500
67,-23.42,2022-10-26 10:39:42.078125
68,-34.06,2022-10-26 10:39:42.093750
69,-46.02,2022-10-26 10:39:42.109375
70,-57.35,2022-10-26 10:39:42.125000
71,-65.85,2022-10-26 10:39:42.140625
72,-69.81,2022-10-26 10:39:42.156250
73,-68.53,2022-10-26 10:39:42.171875
74,-62.63,2022-10-26 10:39:42.187500
75,-53.78,2022-10-26 10:39:42.203125
76,-44.04,2022-10-26 10:39:42.218750
77,-35.14,2022-10-26 10:39:42.234375
78,-27.9,2022-10-26 10:39:42.250000
79,-22.17,2022-10-26 10:39:42.265625
80,-17.27,2022-10-26 10:39:42.281250
81,-12.55,2022-10-26 10:39:42.296875
82,-7.89,2022-10-26 10:39:42.312500
83,-3.74,2022-10-26 10:39:42.328125
84,-0.79,2022-10-26 10:39:42.343750
85,0.46,2022-10-26 10:39:42.359375
86,0.06,2022-10-26 10:39:42.375000
87,-1.42,2022-10-26 10:39:42.390625
88,-3.06,2022-10-26 10:39:42.406250
89,-4.12,2022-10-26 10:39:42.421875
90,-4.13,2022-10-26 10:39:42.437500
91,-3.09,2022-10-26 10:39:42.453125
92,-1.36,2022-10-26 10:39:42.468750
93,0.6,2022-10-26 10:39:42.484375
