,EDA,time
0,0.573022,2022-10-26 16:35:22.500
1,0.5807100000000001,2022-10-26 16:35:22.750
2,0.5781470000000001,2022-10-26 16:35:23.000
3,0.574303,2022-10-26 16:35:23.250
4,0.574303,2022-10-26 16:35:23.500
5,0.573022,2022-10-26 16:35:23.750
6,0.576866,2022-10-26 16:35:24.000
7,0.5781470000000001,2022-10-26 16:35:24.250
8,0.575585,2022-10-26 16:35:24.500
9,0.5717409999999999,2022-10-26 16:35:24.750
10,0.567897,2022-10-26 16:35:25.000
11,0.567897,2022-10-26 16:35:25.250
12,0.5717409999999999,2022-10-26 16:35:25.500
13,0.565334,2022-10-26 16:35:25.750
14,0.565334,2022-10-26 16:35:26.000
15,0.566615,2022-10-26 16:35:26.250
16,0.564053,2022-10-26 16:35:26.500
17,0.564053,2022-10-26 16:35:26.750
18,0.566615,2022-10-26 16:35:27.000
19,0.565334,2022-10-26 16:35:27.250
20,0.567897,2022-10-26 16:35:27.500
21,0.565334,2022-10-26 16:35:27.750
22,0.566615,2022-10-26 16:35:28.000
23,0.5614899999999999,2022-10-26 16:35:28.250
24,0.5589270000000001,2022-10-26 16:35:28.500
25,0.5589270000000001,2022-10-26 16:35:28.750
26,0.5602090000000001,2022-10-26 16:35:29.000
27,0.566615,2022-10-26 16:35:29.250
28,0.570459,2022-10-26 16:35:29.500
29,0.5717409999999999,2022-10-26 16:35:29.750
30,0.573022,2022-10-26 16:35:30.000
31,0.581991,2022-10-26 16:35:30.250
32,0.589679,2022-10-26 16:35:30.500
33,0.596086,2022-10-26 16:35:30.750
34,0.59993,2022-10-26 16:35:31.000
35,0.597367,2022-10-26 16:35:31.250
36,0.589679,2022-10-26 16:35:31.500
37,0.594804,2022-10-26 16:35:31.750
38,0.607618,2022-10-26 16:35:32.000
39,0.63837,2022-10-26 16:35:32.250
40,0.679372,2022-10-26 16:35:32.500
41,0.722938,2022-10-26 16:35:32.750
42,0.787004,2022-10-26 16:35:33.000
43,0.834413,2022-10-26 16:35:33.250
44,0.8715719999999999,2022-10-26 16:35:33.500
45,0.867728,2022-10-26 16:35:33.750
46,0.9048870000000001,2022-10-26 16:35:34.000
47,0.8933549999999999,2022-10-26 16:35:34.250
48,0.880541,2022-10-26 16:35:34.500
49,0.8613209999999999,2022-10-26 16:35:34.750
50,0.8459450000000001,2022-10-26 16:35:35.000
51,0.833132,2022-10-26 16:35:35.250
52,0.822881,2022-10-26 16:35:35.500
53,0.811349,2022-10-26 16:35:35.750
54,0.807505,2022-10-26 16:35:36.000
55,0.797255,2022-10-26 16:35:36.250
56,0.790848,2022-10-26 16:35:36.500
57,0.787004,2022-10-26 16:35:36.750
58,0.7805979999999999,2022-10-26 16:35:37.000
59,0.779316,2022-10-26 16:35:37.250
60,0.774191,2022-10-26 16:35:37.500
61,0.774191,2022-10-26 16:35:37.750
62,0.770347,2022-10-26 16:35:38.000
63,0.769065,2022-10-26 16:35:38.250
64,0.767784,2022-10-26 16:35:38.500
65,0.7652220000000001,2022-10-26 16:35:38.750
66,0.7665029999999999,2022-10-26 16:35:39.000
67,0.7652220000000001,2022-10-26 16:35:39.250
68,0.769065,2022-10-26 16:35:39.500
69,0.776753,2022-10-26 16:35:39.750
70,0.790848,2022-10-26 16:35:40.000
71,0.803661,2022-10-26 16:35:40.250
72,0.812631,2022-10-26 16:35:40.500
73,0.820319,2022-10-26 16:35:40.750
74,0.8216,2022-10-26 16:35:41.000
75,0.8254440000000001,2022-10-26 16:35:41.250
76,0.820319,2022-10-26 16:35:41.500
77,0.8216,2022-10-26 16:35:41.750
78,0.822881,2022-10-26 16:35:42.000
79,0.834413,2022-10-26 16:35:42.250
80,0.8356950000000001,2022-10-26 16:35:42.500
81,0.836976,2022-10-26 16:35:42.750
82,0.8408200000000001,2022-10-26 16:35:43.000
83,0.857477,2022-10-26 16:35:43.250
84,0.8818229999999999,2022-10-26 16:35:43.500
85,0.9048870000000001,2022-10-26 16:35:43.750
86,0.927951,2022-10-26 16:35:44.000
87,0.9356389999999999,2022-10-26 16:35:44.250
88,0.939483,2022-10-26 16:35:44.500
89,0.9407639999999999,2022-10-26 16:35:44.750
90,0.9587030000000001,2022-10-26 16:35:45.000
91,0.988173,2022-10-26 16:35:45.250
92,1.040708,2022-10-26 16:35:45.500
93,1.044621,2022-10-26 16:35:45.750
94,1.100999,2022-10-26 16:35:46.000
95,1.1240629999999998,2022-10-26 16:35:46.250
96,1.118938,2022-10-26 16:35:46.500
97,1.106125,2022-10-26 16:35:46.750
98,1.089467,2022-10-26 16:35:47.000
99,1.076654,2022-10-26 16:35:47.250
100,1.063841,2022-10-26 16:35:47.500
101,1.040777,2022-10-26 16:35:47.750
102,1.030526,2022-10-26 16:35:48.000
103,1.021557,2022-10-26 16:35:48.250
104,1.0138690000000001,2022-10-26 16:35:48.500
105,1.0049,2022-10-26 16:35:48.750
106,0.992086,2022-10-26 16:35:49.000
