,EDA,time
0,4.668692,2022-10-28 10:32:07.500
1,4.699446,2022-10-28 10:32:07.750
2,4.9070339999999995,2022-10-28 10:32:08.000
3,5.009546,2022-10-28 10:32:08.250
4,5.208944,2022-10-28 10:32:08.500
5,5.283266,2022-10-28 10:32:08.750
6,5.3050489999999995,2022-10-28 10:32:09.000
7,5.29608,2022-10-28 10:32:09.250
8,5.265326,2022-10-28 10:32:09.500
9,5.256355999999999,2022-10-28 10:32:09.750
10,5.201256,2022-10-28 10:32:10.000
11,5.028265,2022-10-28 10:32:10.250
12,4.7309790000000005,2022-10-28 10:32:10.500
13,4.72329,2022-10-28 10:32:10.750
14,4.695099,2022-10-28 10:32:11.000
15,4.797612,2022-10-28 10:32:11.250
16,4.793768,2022-10-28 10:32:11.500
17,4.773265,2022-10-28 10:32:11.750
18,4.882185,2022-10-28 10:32:12.000
19,4.722009,2022-10-28 10:32:12.250
20,4.397812999999999,2022-10-28 10:32:12.500
21,4.49442,2022-10-28 10:32:12.750
22,4.541832,2022-10-28 10:32:13.000
23,4.426506,2022-10-28 10:32:13.250
24,4.31246,2022-10-28 10:32:13.500
25,4.170224,2022-10-28 10:32:13.750
26,4.0164550000000006,2022-10-28 10:32:14.000
27,3.9049730000000005,2022-10-28 10:32:14.250
28,3.853493,2022-10-28 10:32:14.500
29,3.84196,2022-10-28 10:32:14.750
30,3.8150510000000004,2022-10-28 10:32:15.000
31,3.7522620000000004,2022-10-28 10:32:15.250
32,3.6945980000000005,2022-10-28 10:32:15.500
33,3.66,2022-10-28 10:32:15.750
34,3.6382160000000003,2022-10-28 10:32:16.000
35,3.625402,2022-10-28 10:32:16.250
36,3.6561559999999997,2022-10-28 10:32:16.500
37,3.767638,2022-10-28 10:32:16.750
38,3.7907040000000003,2022-10-28 10:32:17.000
39,3.7010050000000003,2022-10-28 10:32:17.250
40,3.6574370000000003,2022-10-28 10:32:17.500
41,3.649749,2022-10-28 10:32:17.750
42,3.613869,2022-10-28 10:32:18.000
43,3.598493,2022-10-28 10:32:18.250
44,3.570302,2022-10-28 10:32:18.500
45,3.545955,2022-10-28 10:32:18.750
46,3.5305779999999998,2022-10-28 10:32:19.000
47,3.4895730000000005,2022-10-28 10:32:19.250
48,3.471633,2022-10-28 10:32:19.500
49,3.449849,2022-10-28 10:32:19.750
50,3.425503,2022-10-28 10:32:20.000
51,3.41747,2022-10-28 10:32:20.250
52,3.4097809999999997,2022-10-28 10:32:20.500
53,3.3815910000000002,2022-10-28 10:32:20.750
54,3.3636510000000004,2022-10-28 10:32:21.000
55,3.3469919999999997,2022-10-28 10:32:21.250
56,3.340585,2022-10-28 10:32:21.500
57,3.3175199999999996,2022-10-28 10:32:21.750
58,3.3008620000000004,2022-10-28 10:32:22.000
59,3.2816410000000005,2022-10-28 10:32:22.250
60,3.267545,2022-10-28 10:32:22.500
61,3.254731,2022-10-28 10:32:22.750
62,3.245761,2022-10-28 10:32:23.000
63,3.2329470000000002,2022-10-28 10:32:23.250
64,3.241917,2022-10-28 10:32:23.500
65,3.230384,2022-10-28 10:32:23.750
66,3.2162889999999997,2022-10-28 10:32:24.000
67,3.190661,2022-10-28 10:32:24.250
68,3.186816,2022-10-28 10:32:24.500
69,3.185535,2022-10-28 10:32:24.750
70,3.186816,2022-10-28 10:32:25.000
71,3.179128,2022-10-28 10:32:25.250
72,3.172721,2022-10-28 10:32:25.500
73,3.16247,2022-10-28 10:32:25.750
74,3.194505,2022-10-28 10:32:26.000
75,3.1573439999999997,2022-10-28 10:32:26.250
76,3.1368419999999997,2022-10-28 10:32:26.500
77,3.1368419999999997,2022-10-28 10:32:26.750
78,3.121465,2022-10-28 10:32:27.000
79,3.10865,2022-10-28 10:32:27.250
80,3.106088,2022-10-28 10:32:27.500
81,3.088148,2022-10-28 10:32:27.750
82,3.088148,2022-10-28 10:32:28.000
83,3.090711,2022-10-28 10:32:28.250
84,3.0996810000000004,2022-10-28 10:32:28.500
85,3.093274,2022-10-28 10:32:28.750
86,3.084304,2022-10-28 10:32:29.000
87,3.077897,2022-10-28 10:32:29.250
88,3.0766150000000003,2022-10-28 10:32:29.500
89,3.06252,2022-10-28 10:32:29.750
90,3.050987,2022-10-28 10:32:30.000
91,3.042017,2022-10-28 10:32:30.250
92,3.0356099999999997,2022-10-28 10:32:30.500
93,3.0330470000000003,2022-10-28 10:32:30.750
94,3.015108,2022-10-28 10:32:31.000
95,3.006138,2022-10-28 10:32:31.250
96,2.997168,2022-10-28 10:32:31.500
97,2.986917,2022-10-28 10:32:31.750
98,2.985635,2022-10-28 10:32:32.000
99,2.976665,2022-10-28 10:32:32.250
100,2.97154,2022-10-28 10:32:32.500
101,2.954882,2022-10-28 10:32:32.750
102,2.948475,2022-10-28 10:32:33.000
103,2.921565,2022-10-28 10:32:33.250
104,2.936629,2022-10-28 10:32:33.500
105,2.925097,2022-10-28 10:32:33.750
106,2.925097,2022-10-28 10:32:34.000
107,2.928941,2022-10-28 10:32:34.250
108,2.939192,2022-10-28 10:32:34.500
109,2.925097,2022-10-28 10:32:34.750
110,2.9071569999999998,2022-10-28 10:32:35.000
111,2.896906,2022-10-28 10:32:35.250
112,2.894343,2022-10-28 10:32:35.500
113,2.8802470000000002,2022-10-28 10:32:35.750
114,2.8648700000000002,2022-10-28 10:32:36.000
115,2.854619,2022-10-28 10:32:36.250
116,2.843086,2022-10-28 10:32:36.500
117,2.843086,2022-10-28 10:32:36.750
118,2.836679,2022-10-28 10:32:37.000
119,2.841805,2022-10-28 10:32:37.250
120,2.823865,2022-10-28 10:32:37.500
121,2.830272,2022-10-28 10:32:37.750
122,2.835398,2022-10-28 10:32:38.000
123,2.821302,2022-10-28 10:32:38.250
124,2.828991,2022-10-28 10:32:38.500
125,2.811051,2022-10-28 10:32:38.750
126,2.887936,2022-10-28 10:32:39.000
127,2.904594,2022-10-28 10:32:39.250
128,2.922534,2022-10-28 10:32:39.500
129,2.921252,2022-10-28 10:32:39.750
130,2.918689,2022-10-28 10:32:40.000
131,2.937911,2022-10-28 10:32:40.250
132,2.954569,2022-10-28 10:32:40.500
133,2.981478,2022-10-28 10:32:40.750
134,3.005825,2022-10-28 10:32:41.000
135,3.0096700000000003,2022-10-28 10:32:41.250
136,3.019921,2022-10-28 10:32:41.500
137,3.034016,2022-10-28 10:32:41.750
138,3.0301720000000003,2022-10-28 10:32:42.000
139,3.034016,2022-10-28 10:32:42.250
140,3.021202,2022-10-28 10:32:42.500
141,3.013514,2022-10-28 10:32:42.750
142,2.981478,2022-10-28 10:32:43.000
143,2.98276,2022-10-28 10:32:43.250
144,2.995574,2022-10-28 10:32:43.500
145,2.993011,2022-10-28 10:32:43.750
146,2.9904479999999998,2022-10-28 10:32:44.000
147,2.995574,2022-10-28 10:32:44.250
148,3.005825,2022-10-28 10:32:44.500
149,3.0096700000000003,2022-10-28 10:32:44.750
150,3.010951,2022-10-28 10:32:45.000
151,3.0019810000000002,2022-10-28 10:32:45.250
152,2.995574,2022-10-28 10:32:45.500
153,3.008388,2022-10-28 10:32:45.750
154,3.027609,2022-10-28 10:32:46.000
155,3.026328,2022-10-28 10:32:46.250
156,3.018639,2022-10-28 10:32:46.500
157,3.0007,2022-10-28 10:32:46.750
158,3.0007,2022-10-28 10:32:47.000
159,2.99173,2022-10-28 10:32:47.250
160,2.9891669999999997,2022-10-28 10:32:47.500
161,2.9866040000000003,2022-10-28 10:32:47.750
162,2.996855,2022-10-28 10:32:48.000
163,2.993011,2022-10-28 10:32:48.250
